ad_id,Type,Title,location,Price,Land_Size,Road_Type,Road_Size
HB-57ABA4,Land - Plotted,Jagga Bikrima Land In Sell At Sirutar,"Balkot-Biruwa Road, Sirutar, Suryabinayak, Suryabinayak Municipality, Bhaktapur",3050000.0,5.0,Gravel,13 - 20 Ft.
HB-0D3686,LandIndividual,Land for Sale at Goldhunga,"Tarakeshwor-5, Kathmandu, Bagmati Pradesh",4800000.0,4.81,Pitched,AboveTwentyFeet
HB-54C846,LandIndividual,3.5 Ropani Land for Sale: 6 km from Kalanki,"Aama Ko Achar Homemade, Chandragiri-8, Kathmandu",2200000.0,56.0,Aama ko Achar Factory,ThirteenToTwentyFeet
HB-FEF2D3,LandIndividual,27 Ana Land On Sale At Budhanilkantha,"Budhanilkantha, Budhanilakantha-2, Kathmandu",6500000.0,27.0,Pitched,ThirteenToTwentyFeet
HB-C6070B,LandIndividual,"Land On Sale At Hattigaunda, Budhanilkantha","Hattigauda, Golphutar Main Sadak, Budhanilakantha-7, Kathmandu",5000000.0,15.0,Pitched,ThirteenToTwentyFeet
HB-BA1A0C,LandPlotted,"Land On Sale At Jhor, Tokha","Jhor Waterfall., Tarakeshwor-1, Kathmandu",2200000.0,5.0,Pitched,ThirteenToTwentyFeet
HB-58CC43,LandIndividual,"Land On Sale At Chapali Ghumti, Budhanilkantha","Chapali Ghumti, Golphutar Main Sadak, Budhanilakantha-4, Kathmandu",4500000.0,8.0,Pitched,ThirteenToTwentyFeet
HB-5C569F,LandIndividual,पेप्सीकोला दिब्श्वोरी प्लानिंगको हाइटमा सस्तो जग्ग,"मगर गाउ, Madhyapur Thimi-2, Bhaktapur, Bagmati Pradesh",3800000.0,5.9375,Pitched,NineToTwelveFeet
HB-D6ADCB,Non,40.5 Aana Land For Sale In Kirtipur,"Chalnakhel Phc, Dakshinkali-1, Kathmandu",1500000.0,40.5,LandIndividual,Non
HB-1DED4E,9.5 Aana,House For Sale In Kirtipur,"Kirtipur, Ajaya Marga, Kirtipur-6, Kathmandu",7000000.0,9.5,LandIndividual,Non
HB-410C2F,Land - Individual,Land for sale in RANIBAN town planning,"Nagarjun-1, Kathmandu, Bagmati Pradesh",65000000.0,5.0,Pitched,9 - 12 Ft.
HB-966BEB,LandIndividual,SANEPA – 14 ROPANI LAND FOR SALE,"Sanepa Store, Lalitpur-2, Lalitpur",8000000.0,224.0,Pitched,ThirteenToTwentyFeet
HB-74BE05,LandIndividual,JHAMSIKHEL – 22 AANA COMMERCIAL LAND SALE,"Jhamsikhel, Lalitpur-3, Lalitpur",12500000.0,22.0,Pitched,ThirteenToTwentyFeet
HB-C2083E,LandIndividual,JHAMSIKHEL – 7 AANA COMMERCIAL LAND SALE,"Jhamsikhel, Lalitpur-3, Lalitpur",20000000.0,7.0,Pitched,ThirteenToTwentyFeet
HB-27B494,Non,BAKHUNDOLE – 12 AANA COMMERCIAL LAND SALE,"Bakhundole, Lalitpur-1, Lalitpur",15500000.0,12.0,ThirteenToTwentyFeet,LandIndividual
HB-D9446C,LandIndividual,"Land for Sale in Satungal, Kanchan Basti – 9 Aana!","Kanchanbasti Pasal, Satungal Road, Chandragiri-10, Kathmandu",3100000.0,9.0,Others,ThirteenToTwentyFeet
HB-8C6754,Land - Individual,Plot Land Sale At Dhusal dhara Harisiddhi Lalitpur,"Taa Lan Marg Dakshin, Lalitpur, Lalitpur Metropolitan City, Lalitpur",3700000.0,4.0,Pitched,13 - 20 Ft.
HB-502D2B,LandPlotted,Perfect land for sale 3.5 ana @Tathali bhaktapur,"Chundevi Tole Sadak, Changunarayan-9, Bhaktapur, Bagmati Pradesh",90.0,3.3,Pitched,AboveTwentyFeet
HB-A0540C,10,"10 Aana Jgga for sale in Kathmandu,Dahachok","Mohan Chok, Kathmandu-24, Kathmandu, Bagmati Pradesh",19000000.0,9.99853907962016,Land - Individual,Non
HB-4106BC,Non,"Kalu Panday, Daha Chwok 2 Ropani","Nagarjun Municipality, Kathmandu",1300000.0,32.0,Above 20 Ft.,Land - Individual
HB-BFF617,Land - Commercial Use,22 Aana Commercial Land On Sale Dillibazar,"Dillibazar Sadak, Kalikasthan, Kathmandu Metropolitan City, Kathmandu",14000000.0,22.0,Pitched,Above 20 Ft.
HB-DD737B,Land - Individual,land on sale lalitpur ko sanipama,"Bakhundol, Lalitpur-2, Lalitpur, Bagmati Pradesh",3500000.0,4.0,Pitched,5 - 8 Ft.
HB-FCFB13,Land - Individual,land for sale bhaisepati magargau lalitpur 4aana,"Sainbu, Lalitpur, Lalitpur Metropolitan City, Lalitpur",5200000.0,4.0,Pitched,Above 20 Ft.
HB-66D6CB,LandIndividual,CHECKPOST|GHUMAUNE,"Manjushree Marg-1, Kathmandu-15, Kathmandu, Bagmati Pradesh",3000000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-81C991,LandIndividual,THANKOT|CHECKPOST,"Manjushree Marg-1, Kathmandu-15, Kathmandu, Bagmati Pradesh",3600000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-03CEF8,LandIndividual,Land With Old House On Sale At Anamnagar,"Anamnagar Stop, टङ्कप्रसाद सडक, Kathmandu-29, Kathmandu",9800000.0,5.75,Pitched,ThirteenToTwentyFeet
HB-6F7895,LandIndividual,13 Ana Land For Sell On Tinkune,"Tinkune Gairigaun, Kathmandu-14, Kathmandu",70.0,13.0,Near chowk,ThirteenToTwentyFeet
HB-909099,4,4.1 Ana Land For Sale At Sukedhara Nelopul,"St. Davis Academy, Sir Raj Bahadur Road, Ananda Nagar, Mahankal, Budhanilkantha Municipality, Kathmandu",7000000.0,4.1,Land - Individual,Non
HB-43593B,Land - Individual,land for sale bhaisepati height lalitpur 8 aana,"Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",4500000.0,8.0,Pitched,Above 20 Ft.
HB-85899D,Land - Individual,4 ana 2 dam jagga bikri ma at gousingal sanep,"Dynamic Public School, गुसिगाल मार्ग, Lalitpur, Lalitpur Metropolitan City, Lalitpur",6200000.0,4.0,Pitched,9 - 12 Ft.
HB-39E91D,Land - Individual,land for sale tahachal kathamandu 8 aana,"Kalimati, Kathmandu Metropolitan City, Kathmandu",6500000.0,8.0,Pitched,9 - 12 Ft.
HB-CE5ACA,LandIndividual,Land -Sale,"Dahachowk Bridge, Chandragiri-12, Kathmandu",14900000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-93D820,Land - Individual,land for sale kalimati Bafal kathamanbu 6 aana,"Bijay Marg, Kalimati, Kathmandu Metropolitan City, Kathmandu",6700000.0,6.0,Pitched,13 - 20 Ft.
HB-40A792,Land - Individual,land for sale kalimati bafal kathamandu 10.5 aana,"Kathmandu Metropolitan City, Kathmandu",6500000.0,10.0,Pitched,13 - 20 Ft.
HB-9C9FC4,Land - Commercial Use,Comland for sale kalimati kathamanbu 8 aana solati,"Spark Health Homes Hospital, Ganeshman Singh Road, Kalimati, Kathmandu Metropolitan City, Kathmandu",17500000.0,8.0,Pitched,Above 20 Ft.
HB-BB303B,LandPlotted,Land for Sale in Dakshidhara – 4 Aana!,"Dhaksi Futsal, Chandragiri-8, Kathmandu",2500000.0,4.0,Others,ThirteenToTwentyFeet
HB-D8FE91,LandIndividual,5 Aana Land On Sale At Bansbari,"The Steaming Pitcher, Dhapasi Marg, Kathmandu-3, Kathmandu",7000000.0,5.0,Pitched,ThirteenToTwentyFeet
HB-39155D,LandIndividual,Land On Sale Near Samakhusi Chowk,"Samakhushi Chowk, Tokha-10, Kathmandu, Bagmati Pradesh",6500000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-683C63,Land - Individual,land on sale lalitpur ko harshidhe ma,"153/91 Chautara- Harishiddi Marg, Chautara Tole, Lalitpur-24, Lalitpur, Bagmati Pradesh",4500000.0,4.0,Gravel,5 - 8 Ft.
HB-9F38B9,Land - Plotted,land on sale lalitpur ko thaibha ma,"Thaiba Christian church, Godawari-14, Lalitpur, Bagmati Pradesh",3500000.0,4.0,Gravel,13 - 20 Ft.
HB-61E38A,Land - Individual,land on sale lalitpur ko ghodamchaurko,"Damaitar, Godawari-1, Lalitpur, Bagmati Pradesh",3500000.0,4.0,Pitched,13 - 20 Ft.
HB-01E366,Land - Plotted,3 आना land for sale Tallo pasikot Budhanilkantha,"Hattigauda Chowk, Budhanilakantha-8, Kathmandu, Bagmati Pradesh",3500000.0,3.0,Pitched,13 - 20 Ft.
HB-2F50F2,LandPlotted,"3.2 Anna Land for sale Dibayeswori Plan, Bhaktapur","Dibeshwory Party Palace, Madhyapur Thimi-1, Bhaktapur",7000000.0,3.2,Pitched,AboveTwentyFeet
HB-7DC918,Land - Individual,20 aana land for sale Pasikot Budhanilkantha,"Hattigauda Chowk, Budhanilakantha-8, Kathmandu, Bagmati Pradesh",4600000.0,20.0,Pitched,Above 20 Ft.
HB-013613,LandPlotted,"Dhapakhel, sunakoti, jharuwarashi land on sell","F1 soft Tower, Lalitpur-3, Lalitpur",25.35,8.0,Pitched,ThirteenToTwentyFeet
HB-71D2AF,Land - Plotted,4 aana land for sale Chapali Budhanilkantha,"Hattigauda Chowk, Budhanilakantha-8, Kathmandu, Bagmati Pradesh",5600000.0,4.0,Pitched,13 - 20 Ft.
HB-4C6D69,LandIndividual,Land On Sale At Budhanilkantha,"Budhanilkantha, Budhanilakantha-2, Kathmandu",3600000.0,10.0,Gravel,ThirteenToTwentyFeet
HB-B60A13,LandIndividual,Land for Sale at Budanilkantha,"Budanilkantha, Budhanilakantha-1, Kathmandu",4000000.0,7.0,Pitched,ThirteenToTwentyFeet
HB-B4FB3E,Non,4.5 Aana Land For Sale In Bafal,"Bafal, Tahachal Marg, Kathmandu-13, Kathmandu",6500000.0,4.5,LandPlotted,Non
HB-88298E,LandIndividual,Land for Sale at Chundevi Baluwatar,"Chundevi, Kathmandu-15, Kathmandu",6300000.0,4.0,Pitched,NineToTwelveFeet
HB-1C71E4,LandIndividual,Land for Sale at Chundevi,"Chundevi, Kathmandu-15, Kathmandu",7000000.0,6.0,Pitched,ThirteenToTwentyFeet
HB-187DE0,LandIndividual,Land for Sale at Dukhu Chundevi,"Chundevi, Kathmandu-15, Kathmandu",7000000.0,12.0,Pitched,ThirteenToTwentyFeet
HB-F0BA8E,LandPlotted,Land On Sale At Gahana Pokhari,"Gahana Pokhari, Amar Chitrakar Marg, Kathmandu-15, Kathmandu",8200000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-F55029,LandIndividual,Land for Sale at Bhangal,"Bhangal , Valley Public School, Budhanilakantha-8, Kathmandu",3500000.0,3.0,Pitched,ThirteenToTwentyFeet
HB-B5E768,LandIndividual,Land for Sale at Bhangal Height,"Bhangal , Valley Public School, Budhanilakantha-8, Kathmandu",4400000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-7D91DE,LandPlotted,"Land Sale in Bajrabarahi, Jharuwarasi 3-0-3","Jharuwarasi, Godawari-13, Lalitpur, Bagmati Pradesh",2300000.0,3.0,Gravel,ThirteenToTwentyFeet
HB-C24885,8 aana,"Cheaper Land in Chhampi, Lalitpur (छम्पीमा आठ आना)","Chhampi, Godawari-9, Lalitpur",500000.0,8.0,LandIndividual,Non
HB-F1D482,LandIndividual,Budhanilkantha wasik ma 4 aana ramro jagga,"Budhanikantha Entry Gate, Budhanilakantha-3, Kathmandu",2700000.0,4.0,Gravel,ThirteenToTwentyFeet
HB-D39958,LandPlotted,5 anna land for sale at bhaisepati Second Awash,"Bhaisepati, Lalitpur, Lalitpur-18, Lalitpur",5000000.0,5.0,Bhaisepati Second Awash,ThirteenToTwentyFeet
HB-8D7CC6,LandIndividual,18 anna land for sale at bhasiepati,"Bhaisepati, Lalitpur, Lalitpur-18, Lalitpur",4300000.0,18.0,Nearby Karyabinayak colony bhaisepati,ThirteenToTwentyFeet
HB-1524A9,LandPlotted,"3.1 anna land for sale at bhaisepati , lalitpur","Bhaisepati, Lalitpur, Lalitpur-18, Lalitpur",4500000.0,3.1,Back side of qatar embassy and the Wonderland,ThirteenToTwentyFeet
HB-B3758D,LandCommercialUse,Commercial Land for Sale on Dakshinkali Hwy Chobar,"Bamboo House Newari Khaja Ghar, Kirtipur-6, Kathmandu",5990000.0,8.0,Pitched,AboveTwentyFeet
HB-57BF33,Land - Individual,budhanilkantha hight land sale 3 ropani 5 AANA,"Budhanilkantha, Budhanilakantha-3, Kathmandu, Bagmati Pradesh",178500000.0,51.0,Pitched,13 - 20 Ft.
HB-6BFE83,LandIndividual,Land on sale,"Balkot, Madhyapur Thimi-5, Bhaktapur",44.0,4.0,Pitched,ThirteenToTwentyFeet
HB-F092E5,Land - Commercial Use,land for sale jawalakhel lalitpur 8 aana,"Phaikhel Marg, Ekantakuna, Lalitpur, Lalitpur Metropolitan City, Lalitpur",11500000.0,8.0,Pitched,Above 20 Ft.
HB-9FABB3,Land - Individual,land for sale jawalakhel lalitpur 22 aana,"Lalitpur, Lalitpur Metropolitan City, Lalitpur",12500000.0,22.0,Pitched,Above 20 Ft.
HB-B750FC,Land - Individual,land for sale bhaisepati lalitpur 16 aana,"Lalitpur, Lalitpur Metropolitan City, Lalitpur",5200000.0,16.0,Pitched,13 - 20 Ft.
HB-E2E7A9,LandPlotted,Land for sale Lamatra near suvatara school,"Mahalaxmi Municipality Ward 9 Office, Lamatar, Mahalaxmi-9, Lalitpur",22.0,6.0,Gravel,ThirteenToTwentyFeet
HB-7F9743,LandIndividual,Residential Land for Sale in Durga Nagar Colony!,"Durganagar Colony, Sukraraj Marg, Nagarjun-9, Kathmandu",5200000.0,9.0,Others,AboveTwentyFeet
HB-D92D96,Land - Commercial Use,semi commercial 14.5 Anna Land sale imadol,"Ratamakai Chowk, ग्वार्को-लामाटार सडक, Mahalaxmi-1, Lalitpur, Bagmati Pradesh",5600000.0,14.0,Pitched,Above 20 Ft.
HB-476E5F,14 Aana,Land for Sale in Kapan,"Budhanilakantha-11, Kathmandu, Bagmati Pradesh",49000000.0,14.0,LandIndividual,Non
HB-1BAF86,LandIndividual,"Land on sale at Indrayni , Sakhu","Sakhu Prahari Stason - साखु प्रहरी स्टेसन, Sankhu Road, Shankharapur-6, Kathmandu",1800000.0,6.0,Pitched,ThirteenToTwentyFeet
HB-933E17,Land - Individual,"— 8 Aana Land For Sale — 📍Pasikot, 900 M","kapurchowk road, Budhanilakantha-4, Kathmandu, Bagmati Pradesh",4200000.0,8.0,Pitched,Above 20 Ft.
HB-830A70,Land - Individual,commercial Land for sale imadol lalitpur 22 ana,"Krishna Temple, Gwarko-Lamatar Road, Mahalaxmi, Mahalaxmi Municipality, Lalitpur",7500000.0,22.0,Pitched,Above 20 Ft.
HB-AEA35E,LandIndividual,BAKHUNDOLE – 12 AANA COMMERCIAL LAND SALE,"Bakhundole, Lalitpur-1, Lalitpur",15500000.0,12.0,Pitched,ThirteenToTwentyFeet
HB-F1B71F,Land - Individual,imadol land sale,"Timalsina Chowk, Mahalaxmi-1, Lalitpur, Bagmati Pradesh",4600000.0,3.0,Gravel,13 - 20 Ft.
HB-7AEC84,Land - Plotted,sale,"Lalitpur-25, Lalitpur, Bagmati Pradesh",3800000.0,10.0,Pitched,13 - 20 Ft.
HB-30298F,Land - Plotted,sale,"Lalitpur-25, Lalitpur, Bagmati Pradesh",5500000.0,10.0,Pitched,13 - 20 Ft.
HB-0DAFD1,5 anna and 6 anna,2 plots for sale,"Amarsingh Food Hub, Kageshwori Manahora-7, Kathmandu",44000000.0,5.0,LandPlotted,Full
HB-BBE5DA,4.2 aana,⚠️ DEALS LIKE THIS DON’T COME TWICE!!,"Tahakhel, Godawari-10, Lalitpur",1800000.0,4.2,1540 sq ft,LandPlotted
HB-B3AB91,4 aana,⚠️ ONLY A FEW PLOTS LEFT.,"Bhalutar, Mahalaxmi-9, Lalitpur",2500000.0,4.0,1369,LandPlotted
HB-C5EDEF,Land - Agricultural,16 Ropani Land Sale At Dakxinkali Kathmandu,"F22, Dakshinkali, Dakshinkali Municipality, Kathmandu",320000.0,16.0,Gravel,13 - 20 Ft.
HB-08CDDD,LandPlotted,Land for Sale in Lamatar 4aana!,"Lamatar Gym And Fitness, Mahalaxmi-9, Lalitpur",2200000.0,4.0,Others,ThirteenToTwentyFeet
HB-B321B4,LandPlotted,Land for Sale in Lamatar!,"Lamatar Gym And Fitness, Mahalaxmi-9, Lalitpur",2600000.0,3.5,Others,ThirteenToTwentyFeet
HB-9C420C,Non,3 Aana 1 Paisa 3 Dam Land For Sale In Thimi,"Thimi, Madhyapur Thimi-2, Bhaktapur",4300000.0,3.0,LandIndividual,Non
HB-ADCBA7,LandIndividual,Land On Sale At Dhumbarahi Near Ringroad,"Dhumbarahi, Kathmandu-4, Kathmandu",7500000.0,6.5,Pitched,ThirteenToTwentyFeet
HB-A7652F,LandIndividual,Land Sale 0-3-0,"Rani Ban, Kathmandu-3, Kathmandu",4000000.0,3.0,Pitched,ThirteenToTwentyFeet
HB-B7B2AB,Land - Individual,1 ropani land for sale Pasikot Budhanilkantha,"Kholagaal, उत्तर ढोका रोड, Kathmandu-1, Kathmandu, Bagmati Pradesh",4100000.0,16.0,Pitched,Above 20 Ft.
HB-4B42D1,LandPlotted,4 Aana land sale futung Kathmandu,"Futung Nagpokhari, Tarakeshwar, Kathmandu, रत्नपार्क-फुटुङ सडक, Tarakeshwor-9, Kathmandu",10000000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-EDCE43,LandIndividual,Land On Sale At Budhanilkantha,"Budhanilkantha, Budhanilakantha-2, Kathmandu",4200000.0,5.0,Pitched,ThirteenToTwentyFeet
HB-D02185,Land - Individual,Sitapaila chowk ma urgent jagga bikrima,"Nagarjun-4, Kathmandu, Bagmati Pradesh",4500000.0,15.0,Pitched,Above 20 Ft.
HB-890B12,Land - Individual,land for sale jawalakhel lalitpur 19 aana,"न टोल मार्ग पूर्व, Lalitpur, Lalitpur Metropolitan City, Lalitpur",10000000.0,19.0,Pitched,13 - 20 Ft.
HB-A355D0,Land - Individual,land for sale jawalakhel lalitpur 7 aana,"Lalitpur, Lalitpur Metropolitan City, Lalitpur",11500000.0,7.0,Pitched,Above 20 Ft.
HB-9BA81F,Land - Plotted,sale,"Lalitpur-25, Lalitpur, Bagmati Pradesh",5200000.0,5.0,Pitched,Above 20 Ft.
HB-9D9157,Land - Individual,Jagga bikri ma,"जोरपाटी-सुन्दरीजल रोड, Gokarneshwor-2, Kathmandu, Bagmati Pradesh",1700000.0,4.0,Gravel,13 - 20 Ft.
HB-996F7E,Land - Individual,Sasto Jagga Bikri ma,"जोरपाटी-सुन्दरीजल रोड, Gokarneshwor-2, Kathmandu, Bagmati Pradesh",1900000.0,4.0,Gravel,13 - 20 Ft.
HB-CE5931,Land - Individual,commercial land for sale jawalakhel lalitpur,"Damodar Marga, Ekantakuna, Lalitpur, Lalitpur Metropolitan City, Lalitpur",11500000.0,6.0,Pitched,Above 20 Ft.
HB-6775C8,Land - Individual,Commercial land for sale bhanimandal lalitpur 7 aa,"Machindranath Sadak Marga, Dhobighat, Lalitpur, Lalitpur Metropolitan City, Lalitpur",11500000.0,7.0,Pitched,Above 20 Ft.
HB-3034EB,Land - Commercial Use,14 Aana land on sale in near padamsal chowk tarkes,"Tarakeshwor-2, Kathmandu, Bagmati Pradesh",40.0,14.0,Pitched,Above 20 Ft.
HB-D70BED,LandPlotted,Lubhu townplannig mahalaxmi-8 nagarbikas,"Lubhu Down Town, Mahalaxmi-8, Lalitpur",32.0,10.5,Gravel,ThirteenToTwentyFeet
HB-384F79,LandCommercialUse,"5 Ropani land for sale in Chhampi, Godawari.","Chhampi Hp, Lalitpur-15, Lalitpur",44000000.0,5.0,Gravel,ThirteenToTwentyFeet
HB-92F9CA,LandPlotted,"12 Ropani land for sale in Chhampi, Godawari.","Chhampi Hp, Lalitpur-15, Lalitpur",100000000.0,12.0,Gravel,ThirteenToTwentyFeet
HB-19892D,Land - Individual,"Must Buy 4 Aana Land Sale Harisiddhi, Lalitpur","Sangam Basti, Harisiddhi, Lalitpur, Lalitpur Metropolitan City, Lalitpur",3500000.0,4.0,Pitched,13 - 20 Ft.
HB-CC4275,LandIndividual,"Land on sale at Baluwatar,Kathmandu","Baluwatar Organics, थिरबम सडक, Kathmandu-4, Kathmandu",7000000.0,11.0,Pitched,ThirteenToTwentyFeet
HB-BAA1F7,LandIndividual,Land on sale at Sinamangal Gaurigaun,"Sinamangal, Pulchok To Mangalbazar Road, Lalitpur-3, Lalitpur",6750000.0,3.2,Pitched,NineToTwelveFeet
HB-27E75F,LandIndividual,SEMI COMMERCIAL LAND ON SALE AT NEAR CLASSIC TOWER,"Classic Tower, Lalitpur-23, Lalitpur",5500000.0,6.5,Others,ThirteenToTwentyFeet
HB-EB1FE4,Non,"4 Aana Land For Sale In Bhaisepati, Magargaun","Bhaisepati, Lalitpur, Lalitpur-18, Lalitpur",5500000.0,4.0,ThirteenToTwentyFeet,LandIndividual
HB-9FA14E,4 ana 3 dhur,Land 4.75 ana Imadol behind GreenHill City housing,"Imadol, Gwarko-Lamatar, Mahalaxmi-2, Lalitpur",4500000.0,4.0,ThirteenToTwentyFeet,LandPlotted
HB-759DE5,LandPlotted,"Land on sale at Hattiban, Lalitpur","Dhapakhel, Lalitpur-23, Lalitpur",4000000.0,6.5,Pitched,ThirteenToTwentyFeet
HB-7EC42F,Land - Plotted,50 aana land on sale at duwakot bkt,"Kasula Tol, Dobu Marga I, Changunarayan-2, Bhaktapur, Bagmati Pradesh",2100000.0,50.0,Pitched,Above 20 Ft.
HB-67D906,LandIndividual,Imadol's Land on Sale,"Imadol Krishna Mandir Rd, Mahalaxmi-1, Lalitpur",5000000.0,5.0,Pitched,NineToTwelveFeet
HB-43D099,LandPlotted,Land on Sale at Jharuwarashi,"Jharuwarasi Khaja Ghar, Godawari-13, Lalitpur",2050000.0,3.5,Gravel,ThirteenToTwentyFeet
HB-C5770A,LandIndividual,"Land on sale at Bishalnagar,Kathmandu","Bishal Nagar Marg, Bishalnagar Marg, Kathmandu-4, Kathmandu",9500000.0,8.5,Pitched,ThirteenToTwentyFeet
HB-2C2177,LandIndividual,"Land on sale at Basundhara,Kathmandu","Basundhara Banquet, Kathmandu-22, Kathmandu",7500000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-83F707,LandPlotted,Lamatar's Land on Sale,"Lamatar, Mahalaxmi-8, Lalitpur",3050000.0,5.0,Gravel,ThirteenToTwentyFeet
HB-4899E7,LandIndividual,Land in Raniban (Commercial Use),"F1 soft Tower, Lalitpur-3, Lalitpur",4000000.0,3.0,Pitched,ThirteenToTwentyFeet
HB-EFB760,LandIndividual,"Land on sale at Basundhara,Kathmandu","Basundhara Banquet, Kathmandu-22, Kathmandu",6000000.0,6.0,Pitched,ThirteenToTwentyFeet
HB-044352,LandIndividual,Land On Sale At Sanobharyang,"Sano Bhar‍yaad Bas Stap - सानो भर्‍याङ बस स्टप, Nagarjun-2, Kathmandu",7500000.0,22.0,Pitched,AboveTwentyFeet
HB-3C00BF,Semi,JHAMSIKHEL – 10 AANA SEMI-COMMERCIAL LAND,"Jhamsikhel, Lalitpur-3, Lalitpur",100000000.0,10.0,ThirteenToTwentyFeet,LandIndividual
HB-258DE1,Land - Plotted,Land for Sell ( Kirtipur Bhatkeko Paty ),"Gamcha, Kirtipur-9, Kathmandu, Bagmati Pradesh",2800000.0,4.0,Gravel,13 - 20 Ft.
HB-3FA92D,LandIndividual,Godawari Land for SALE,"Gulindaha, Godawari-3, Lalitpur, Bagmati Pradesh",16000000.0,28.5,Pitched,AboveTwentyFeet
HB-649B52,Land - Individual,land for sale bhanimandal lalitpur 8 aana,"Bhanimandal Chowk, Machindra Nath Sadak Uttar, Lalitpur-4, Lalitpur, Bagmati Pradesh",8500000.0,8.0,Pitched,13 - 20 Ft.
HB-0D923D,Land - Plotted,5.5 Ana Plotted Land For Sale@ Shital Height,"Sitapakha, Mahalaxmi, Mahalaxmi Municipality, Lalitpur",5000000.0,5.0,Pitched,Above 20 Ft.
HB-C89562,Non,satungal ma jagga sasto ma urgent,"Satungal Road, Chandragiri-11, Kathmandu, Bagmati Pradesh",2000000.0,7.0,Land - Agricultural,30 years
HB-67C1F3,LandIndividual,Land for Sale Chapali 6.5 Aana,"Chapali Sub Station, Budhanilakantha-8, Kathmandu",5000000.0,6.5,Pitched,AboveTwentyFeet
HB-415EEB,Land - Individual,Jagga Bikrima,"जोरपाटी-सुन्दरीजल रोड, Gokarneshwor-2, Kathmandu, Bagmati Pradesh",2900000.0,16.0,Gravel,13 - 20 Ft.
HB-7BA446,Land - Individual,Jagga bikri,"जोरपाटी-सुन्दरीजल रोड, Gokarneshwor-2, Kathmandu, Bagmati Pradesh",3500000.0,5.0,Pitched,13 - 20 Ft.
HB-EFE0B5,LandIndividual,Land for sale at Dallu,"Amar Chitrakar Marg, Kathmandu-15, Kathmandu",10.0,6.75,Pitched,FiveToEightFeet
HB-5558F4,LandIndividual,land on sale,"Soalteemode, Kathmandu-13, Kathmandu",24000000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-EA011C,LandIndividual,"Land On Sale At Pasikot, Budhanilkantha","Pasikot, Budhanilakantha-4, Kathmandu",3500000.0,8.5,Pitched,ThirteenToTwentyFeet
HB-335762,LandIndividual,Prime Residential Land for Sale in Sanepa!,"Sanepa Height, Ring Road, Lalitpur-3, Lalitpur",6800000.0,3.5,Others,NineToTwelveFeet
HB-32893A,LandIndividual,Prime Residential Land for Sale in Sanepa!,"Sanepa Height, Ring Road, Lalitpur-3, Lalitpur",6800000.0,5.0,Others,NineToTwelveFeet
HB-E5F6FF,LandIndividual,Land On Sale At Baneshwor,"Baneshwor Height, Kathmandu-10, Kathmandu",8500000.0,28.0,Pitched,ThirteenToTwentyFeet
HB-C9FDB2,LandIndividual,Land On Sale At Budhanilkantha,"Budhanilkantha Nepal, Budhanilakantha-6, Kathmandu",2500000.0,6.5,Gravel,ThirteenToTwentyFeet
HB-14CACA,Land - Individual,7 Aana land on sale at balkhu behind the sita pump,"Kathmandu-14, Kathmandu, Bagmati Pradesh",50.0,7.0,Gravel,13 - 20 Ft.
