ad_id,Type,Title,location,Price,Land_Size,Road_Type,Road_Size
HB-56797F,0-8-0-0,"8 AANA LAND ON SALE AT CHANGATHALI, LALITPUR","Changathali (Mahalaxmi), Lalitpur",2600000.0,8.0,LandIndividual,Non
HB-94ACEF,Land - Individual,"3 ropani land for sale, Bansbari Kathmandou","Jal Dhunga Marg, सृजनशील टोल, बसुन्धरा, Kathmandu-03, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44606, नेपाल",7500000.0,48.0,Bansbari Kathmandou,Above 20 Ft.
HB-E519F1,Land - Plotted,Dharmasthali Land,"Tarakeshwar-06, धर्मस्थली, तारकेश्वर नगरपालिका, काठमाडौं, बागमती प्रदेश, 44610, नेपाल",5000000.0,8.0,Pitched,Above 20 Ft.
HB-C402F1,5 Aana,Land for Sale in Radhe radhe bhatbhtini – 5 Anna,"Radhe Radhe, Bhaktapur",5200000.0,5.0,LandIndividual,Full
HB-8E83B3,LandIndividual,"6 ana Land on sale in Narayanthan, Budhanilkantha","budanilkantha, Narayanthan (Budhanilkantha), Kathmandu",5200000.0,6.0,Pitched,ThirteenToTwentyFeet
HB-02F394,LandIndividual,"9 ana Land on sale in Narayanthan, Budhanilkantha","budanilkantha, Budhanilkantha, Kathmandu",4500000.0,9.0,Pitched,ThirteenToTwentyFeet
HB-C8F70B,LandIndividual,"10 ana Land on sale in Budhanilkantha, 13ft Road","budanilkantha, Budhanilkantha, Kathmandu",3500000.0,10.0,Gravel,ThirteenToTwentyFeet
HB-124ABD,LandIndividual,"Land on sale at Maharajgunj,Kathmandu","Maharajgunj, Kathmandu",10000000.0,12.0,Pitched,AboveTwentyFeet
HB-318CCD,LandIndividual,"Land on sale at Naxal,Kathmandu","Bhat Bhateni (Naxal), Kathmandu",8000000.0,16.0,Pitched,ThirteenToTwentyFeet
HB-8255D0,Land - Commercial Use,35 Aana land on sale at chapali height budhanilkan,"गोल्फुटार मुख्य सडक, गोल्फुटार, Budhanilkantha-03, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",6500000.0,35.0,Pitched,Above 20 Ft.
HB-E422BE,4 aana,Land on sale,"dumbarahi, Dhumbarahi, Kathmandu",12500000.0,4.0,LandIndividual,Non
HB-CE87AF,Land - Plotted,"३.५० aana land for sale, Near Euro School Pasikot","खड्कागाउँ, Budhanilkantha-04, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",3100000.0,3.5,Near Euro School n Wada Karyalay,Above 20 Ft.
HB-667268,Land - Commercial Use,"66 aana commercial land for sale, Shitapaila Kathm","Kathmandu Ringroad, Nagarjun-03, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",7500000.0,66.0,????????? ???,Above 20 Ft.
HB-638F1F,2,Lainchaur Ncell Tower Najik 2 Ana Jagga Bikre Ma,"Kaskeli Tahara Marga, Lut Chok, Lainchaur, Kathmandu Metropolitan City, Kathmandu",35000000.0,2.0,Land - Individual,Full
HB-A17A3A,Land - Commercial Use,Maharajgunj Ma 22 Aana Jagga Bikrima,"Gandhari Marg, Narayan Tole, Maharajganj, Kathmandu Metropolitan City, Kathmandu",15500000.0,22.0,Pitched,Above 20 Ft.
HB-52694E,LandIndividual,Attrative land on sale,"Badegaun (Godawari), Lalitpur",6300000.0,3.2,Gravel,NineToTwelveFeet
HB-17B0FE,Land - Plotted,"४.५0 aana land for sale, Tallo Pasikot Budhanilkan","खड्कागाउँ, Budhanilkantha-04, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",31000000.0,4.5,Near Euro School,13 - 20 Ft.
HB-7FBAF3,LandIndividual,"Land on sale at Chandol,Kathmandu","Chandol, Kathmandu",12500000.0,3.9375,Pitched,FiveToEightFeet
HB-BAD25F,Land - Plotted,4/4/4/4 Aana (1 Ropani) land sale at Kathmandu,"Nagarjun-05, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",80000000.0,16.0,Pitched,13 - 20 Ft.
HB-7D4C1A,Land - Plotted,"5 aana land for sale, Bansbari Kathmandou","Modern Educare Montessori Based School, Ganesh Dev Marg, सृजनशील टोल, बसुन्धरा, Kathmandu-03, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44607, नेपाल",5200000.0,5.0,near Gangalal Hospital,13 - 20 Ft.
HB-E3DAA5,Land - Plotted,"8 aana land for sale, Ncell Chauk Budhanilkantha","गोल्फुटार मुख्य सडक, गोल्फुटार, Budhanilkantha-04, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",6000000.0,8.0,Near Ncell Chauk,13 - 20 Ft.
HB-71E621,Land - Plotted,"6 aana land for sale, Ncell Chauk Budhanilkantha","गोल्फुटार मुख्य सडक, गोल्फुटार, Budhanilkantha-04, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",5900000.0,6.0,????? ???,13 - 20 Ft.
HB-507E0A,LandIndividual,Gundu ko jagga sasto ma sale,"Gundu (Ananta), Bhaktapur",1000000.0,9.0,Pitched,ThirteenToTwentyFeet
HB-18A9B4,Land - Commercial Use,टिचिङ अस्पताल अगाडि full commercial जग्गा बिक्रिमा,"T.U. Teaching Hospital, Shree Kanti Marg, नारायण टोल, बसुन्धरा चौकी, Kathmandu-03, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 10378, नेपाल",13500000.0,18.0,Pitched,Above 20 Ft.
HB-1999DC,LandIndividual,"Land on Sale at Baluwatar, code: GJBLOS 3526","Baluwatar, Kathmandu",9900000.0,5.5,Pitched,ThirteenToTwentyFeet
HB-4778E4,8,8 Aana Land With House For Sale At Durbarmarga,"Star Cafe, Seto Dhoka Marg, Narayan Chaur, Kathmandu Metropolitan City, Kathmandu",12000000.0,8.0,Land - Individual,Non
HB-979608,9,9 Aana Land For Sale At Bishalnagar Hadigaun Area,"234, Dhanwantari Marg, Dathu Tol, Kathmandu Metropolitan City, Kathmandu",80000000.0,9.0,Land - Individual,Non
HB-1E9D85,Land - Individual,land on sale bhaisepati lalitapur 4 aana,"Bhaisepati, Duniya Danda Chok, Lalitpur Metropolitan City, Lalitpur",5600000.0,4.0,Pitched,13 - 20 Ft.
HB-A8E823,Land - Individual,Urgent :रानीवनमा जग्गा बिक्रीमा।,"Nagarjun-01, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44601, नेपाल",260000.0,4.0,Gravel,Less Than 5 Ft.
HB-F41A74,Non,"FOR SALE 8 AANA LAND AT KANTI MARGA, TEACHING...","Maharajgunj, Kathmandu",7000000.0,8.0,LandIndividual,8 aana
HB-D4E249,7,Chauni Chakal Ma 7 Aana Jagga Bikre Ma,"Dallu, Chhauni, Kathmandu Metropolitan City, Kathmandu",3800000.0,7.0,Land - Individual,Full
HB-6BF51E,Land - Individual,Dhapakhel,"Dhapakhel, Lalitpur, Lalitpur Metropolitan City, Lalitpur",6000000.0,9.0,No Road,No Road
HB-5C5950,Land - Individual,जग्गा बिक्रिमा,"Changunarayan-06, चाँगुनारायण नगरपालिका, भक्तपुर, बागमती प्रदेश, 44812, नेपाल",2800000.0,7.0,Soil (Mato),Goreto
HB-EE84BF,4,"Land For Sale @ Gwarko,lalitpur 20ft road","Gwarko, Lalitpur",6000000.0,4.236669101533966,LandPlotted,Non
HB-47C10B,LandIndividual,"Land on sale at Ujyaalo Basti,Kathmandu","budanilkantha, Narayanthan (Budhanilkantha), Kathmandu",4000000.0,25.0,Pitched,NineToTwelveFeet
HB-FBF98B,Land - Individual,land for sale in Maitidevi,"Gandaki Bikas Bank limited, डिल्लीबजार मार्ग, घट्टेकुलो, Kathmandu-30, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 00446, नेपाल",50000000.0,5.0,Pitched,Above 20 Ft.
HB-90D38B,Land - Individual,CHYASAL 55 ANA LAND FOR SALE,"Chyasa Dwakha Marga, Bhola Dhoka, Slaughter Area, Lalitpur, Lalitpur Metropolitan City, Lalitpur",5500000.0,55.0,Soil (Mato),13 - 20 Ft.
HB-24BC6E,Land - Individual,4 Ana Land For Sale At Budhanilkantha Bhasanthali,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",2500000.0,4.0,Gravel,Above 20 Ft.
HB-3A6C3F,Land - Individual,gwarko flyover ringroad ma 6 ropani 0,"Quest International College, Deko Marga, भंगिनी नानी, Lalitpur-07, ललितपुर, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44702, नेपाल",7500000.0,96.0,Pitched,Above 20 Ft.
HB-50A96B,LandIndividual,अब बैंकको ब्याज घटेसँगै गर्ने होइन त जग्गामा लगानी,"27DR005, Dakshinkali-01, बोसन , दक्षि‍णकाली नगरपालिका, काठमाडौं, बागमती प्रदेश, 13775, नेपाल",1200000.0,7.0,Pitched,NineToTwelveFeet
HB-8C3681,LandIndividual,Land Sale in Bugmati ( Near Fast Track),"Bungamati (Karyabinayak), Lalitpur",3000000.0,4.0,NoRoad,LessThan5Ft
HB-D7E82A,LandIndividual,4 ana East Face Land on sale in Budhanilkantha,"budanilkantha, Budhanilkantha, Kathmandu",4500000.0,4.0,Pitched,ThirteenToTwentyFeet
HB-E69281,LandIndividual,"11 ana Land on sale in Budhanilkantha, Rudreshwor","budanilkantha, Budhanilkantha, Kathmandu",5800000.0,11.0,Gravel,ThirteenToTwentyFeet
HB-15D03C,4,"LAND 4 sale @Gwarko , Bafal ,Lalitpur","Bafal Marg, Ward 17, ललितपुर, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 14364, नेपाल",6000000.0,4.0029218407596785,Land - Plotted,Non
HB-69F6C9,Land - Individual,land on sell,"Chhaling, Changunarayan-05, Changunarayan, चाँगुनारायण नगरपालिका, भक्तपुर, बागमती प्रदेश, नेपाल",700000.0,29.0,Gravel,13 - 20 Ft.
HB-45B6B9,LandPlotted,6 anna land for sale at bhaisepati,"All Core Lalitpur, Lalitpur",3100000.0,6.0,Nearby Myanmar embassy,NineToTwelveFeet
HB-FB2299,LandIndividual,"Land on sale at Budhanilkantha Wasik,Kathmandu","budanilkantha, Budhanilkantha, Kathmandu",2800000.0,42.0,Pitched,ThirteenToTwentyFeet
HB-FF52F0,Land - Individual,LAND FOR SALE NEW BANESHWOR OM SHANTI CHOWK,"Kumud Devkota Marg, आलोक नगर, ओम शान्ति चोक, Kathmandu-31, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44703, नेपाल",9000000.0,5.0,Pitched,Above 20 Ft.
HB-D0EB8E,6 ana,6 ana land for sale in basbari,"बसुन्धरा, Kathmandu-03, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44606, नेपाल",7000000.0,6.0,LandIndividual,Non
HB-66D5E8,6 ana,6 ana land for sale in basbari.,"Jal Dhunga Marg, सृजनशील टोल, बसुन्धरा, Kathmandu-03, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44606, नेपाल",8000000.0,6.0,LandIndividual,Non
HB-4B1B73,Non,"FOR SALE 5 AANA LAND AT CHAPALI, BHANGAL","chepali, Chapali (Budhanilkantha), Kathmandu",4700000.0,5.0,LandIndividual,5 AANA
HB-612376,commercial+ residential,22 Aana commercial land on sale at swayambhu Kathm,"स्वयम्भू परिकारामा, Dallu, किमडोल, Kathmandu-15, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",8500000.0,22.0,Above 20 Ft.,Land - Commercial Use
HB-7C026F,Land - Commercial Use,23 Aana land on sale at swayambhu Kathmandu,"स्वयम्भू मनोरञ्जन केन्द्र, Kathmandu Ringroad, Nagarjun-04, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",3200000.0,23.0,Pitched,13 - 20 Ft.
HB-F955F8,commercial+residential,commercial 8 Aana land on sale at chamati Kathmand,"चमती, Kathmandu-15, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 20356, नेपाल",7500000.0,8.0,Above 20 Ft.,Land - Plotted
HB-55B6C9,residential+commercial,44 aana land on sale at sanobharyang Kathmandu,"सान्तिनगर, Nagarjun-02, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",4500000.0,44.0,13 - 20 Ft.,Land - Individual
HB-CD2954,commercial,commercial land 17 aana on sale at Thamel Kathmand,"लेखनाथ सडक, लुट चोक, ठमेल, Kathmandu-26, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 25511, नेपाल",22000000.0,17.0,9 - 12 Ft.,Land - Commercial Use
HB-1EEDB8,3,"3 aana house for sale, Near Euro School Hatigauda","Budhanilkantha-06, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",17500000.0,4.967129291453616,Land - Individual,Non
HB-F955DC,Land - Plotted,"3 aana land for sale, Near Bishnumati Chauk","Chasundol, 1, Khatri Colony Road, Budhanilkantha-06, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 44607, नेपाल",3900000.0,3.0,excellent,13 - 20 Ft.
HB-EEDC50,LandIndividual,"Land on Sale at Kapan Chunikhel, GJBLOS 3524","kopan, Kapan, Kathmandu",3900000.0,5.25,Gravel,NineToTwelveFeet
HB-91FCCE,Non,FOR SALE 5 AANA LAND AT HARHAR MAHADEV...,"Kaushaltar Gathaghar Pepsicola Kadaghari Madhyapur Thimi Old Sinamangal, Sano Thimi Area, Bhaktapur",3300000.0,5.0,LandIndividual,5 AANA
HB-392418,Land - Agricultural,"97 aana Land , For Resort and Farmin Phulbari Jhor","Saraswoti Krishi Farm, Tokha Municipality, Kathmandu",500000.0,97.0,Soil (Mato),Goreto
HB-809ED8,Land - Individual,land on sale-5-2- bhaisepati lalitapur,"Bhaisepati, Duniya Danda Chok, Lalitpur Metropolitan City, Lalitpur",6500000.0,5.0,Pitched,Above 20 Ft.
HB-21E669,LandIndividual,land for sale,"Thankot (Chandragiri), Kathmandu",2300000.0,10.5,Soil,NineToTwelveFeet
HB-6A33B2,Land - Plotted,LAND FOR SALE LUVU LAMATAR MEN HAIWAY,"ग्वार्को-लामाटार सडक, भालुटार, लामाटार, Mahalaxmi-08, महालक्ष्मी, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44708, नेपाल",4000000.0,4.0,Gravel,13 - 20 Ft.
HB-2565C8,Land - Individual,Land For Sale at Dukuchhap,"Danuwargau, Godawari, Lalitpur",700000.0,16.0,Soil (Mato),13 - 20 Ft.
HB-C9084C,Land - Individual,"5.50 aana land for sale, Khadka Bhadrakali koridor","खड्कागाउँ, Budhanilkantha-04, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 40607, नेपाल",3200000.0,5.0,Gravel,13 - 20 Ft.
HB-998646,Non,JHAMSIKHEL – 36 ANA LAND FOR SALE,"jamsikhel, Jhamsikhel, Lalitpur",11000000.0,36.0,ThirteenToTwentyFeet,LandIndividual
HB-1D57D3,LandIndividual,"Land On Sale Lokanthali, Bhaktapur near Arniko Hig","All Core Kathmandu, Kathmandu",6500000.0,10.0,Gravel,NineToTwelveFeet
HB-00AE6F,8,Sanepa Chaudary Grp Najik 8 Aana Jagga Bikrema,"Arun Thapa Murti Chowk, Sanepa, Lalitpur, Lalitpur Metropolitan City, Lalitpur",10000000.0,8.0,Land - Individual,Full
HB-A433A8,5,Banasthali Annapurna Chok Jane Bato Ma 5 Ana Jagga,"Chamati, Kathmandu Metropolitan City, Kathmandu",5800000.0,5.0,Land - Individual,Full
HB-BD0919,11,Varities of plotted land on badikhel,"Badegaun (Godawari), Lalitpur",2500000.0,36.070124178232284,LandPlotted,Non
HB-455537,LandIndividual,Land On Sale At Dhapasi Height,"Dhapasi (Tokha), Kathmandu",5000000.0,5.0,Pitched,ThirteenToTwentyFeet
HB-A32EBF,Land - Individual,land on sale sanepa lalitapur 5 aana,"Arun Thapa Murti Chowk, Sanepa, Lalitpur, Lalitpur Metropolitan City, Lalitpur",10000000.0,5.0,Pitched,Above 20 Ft.
HB-6969A0,LandIndividual,"9.2 anna land for sale at kathmandu , Sukhedhara","All Core Kathmandu, Kathmandu",60000000.0,9.2,Just maximum 1 km from Ring Road hotel Mercure,ThirteenToTwentyFeet
HB-D9DB93,LandIndividual,21 Aana Land For Sale In Bhaisipati,"Ekantakuna - Tikabhairab Road, भैसेपाटी, Lalitpur-25, ललितपुर, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 13775, नेपाल",12400000.0,21.0,mediciti hospital,AboveTwentyFeet
HB-43DD5E,Land - Individual,land on sale bhaisepati height lalitapur 3 ropani,"Bhaisepati, Duniya Danda Chok, Lalitpur Metropolitan City, Lalitpur",330000000.0,55.0,Pitched,Above 20 Ft.
HB-C00971,Land - Individual,Residential 11 Aana Land On Sale At Baluwatar Area,"Baluwatar Area, Kathmandu",77000000.0,11.0,Near Malpi City School,9 - 12 Ft.
HB-1945B9,Non,FOR SALE 35 AANA LAND AT SOLTIMODE...,"Kalanki, Kathmandu",9500000.0,35.0,LandIndividual,35 aana
HB-49D254,LandIndividual,"9.2 anna land For sale at kathmandu , Sukhedhara","All Core Kathmandu, Kathmandu",1.0,9.2,NEARBY HOTEL MERCURE,ThirteenToTwentyFeet
HB-EE5654,Land - Individual,3 Aana 3 paisa land on sale at adeswor Kathmandu,"Nagarjun-03, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44601, नेपाल",4000000.0,4.0,Pitched,13 - 20 Ft.
HB-E77E38,Land - Individual,3 Aana 1 paisa land on sale at Saranpur sitapaila,"Nagarjun-05, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",4400000.0,3.0,Pitched,13 - 20 Ft.
HB-9BE07B,Non,11 Aana Commercial Land On Sale At Handigaun Area,"Handigaun Area, Kathmandu",63800000.0,11.0,Above 20 Ft.,Land - Individual
HB-C906D6,LandIndividual,"4 Aana Land On Sale Near Mansingh School, Manmaiju","शिवनगर टोल, Tarakeshwar-10, तारकेश्वर, तारकेश्वर नगरपालिका, काठमाडौं, बागमती प्रदेश, 44610, नेपाल",1234.0,4.0,Pitched,NineToTwelveFeet
HB-EA5174,LandPlotted,"Planning Land on Sale at Dahachowk, GJBLOS 3519","Dahachok (Chandragiri), Kathmandu",1200000.0,4.25,Gravel,ThirteenToTwentyFeet
HB-6D2CE8,LandIndividual,"Land on Sale at Purano Naikap, GJBLOS 3518","old naikap, Purano Naikap (Chandragiri), Kathmandu",2500000.0,14.0,Pitched,AboveTwentyFeet
HB-A801DB,LandIndividual,"Commercial Land on sale at Koteshwor,Kathmandu","Koteshwor, Kathmandu",11200000.0,8.0,Pitched,ThirteenToTwentyFeet
HB-D966CD,LandIndividual,"Commercial Land on sale at Radhe Radhe,Bhaktapur","Radhe Radhe, Bhaktapur",8400000.0,48.0,Pitched,AboveTwentyFeet
HB-DC18C4,3,"3 aana land for sale, Pasikot Budhanilkantha","खड्कागाउँ, Budhanilkantha-04, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",4100000.0,3.0,13 - 20 Ft.,Land - Plotted
HB-DECFA2,Land - Plotted,"4.75 aana land for sale, Dhapashi Height Tokha","Tokha-04, टोखा, टोखा नगरपालिका, काठमाडौं, बागमती प्रदेश, 40607, नेपाल",5500000.0,4.75,excellent,13 - 20 Ft.
HB-7B6AD0,LandPlotted,"Land on Sale at Phutung, GJBLOS 3517","Phutung (Tarkeshwar), Kathmandu",2700000.0,7.1875,Pitched,NineToTwelveFeet
HB-CE0705,LandPlotted,"5.2 anna Land for sale at lalitpur , Bhaisepati","All Core Lalitpur, Lalitpur",6700000.0,5.2,Nearby Bhaisepati Police Station,AboveTwentyFeet
HB-298FAF,Land - Plotted,near iskcon temple narayanthan temple,"Budhanilkantha-02, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",3300000.0,7.0,Gravel,13 - 20 Ft.
HB-6CF319,Land - Individual,"५ aana land for sale, Near Bishnumati Bajar","टोखा चण्डेश्वरि, Tokha-02, टोखा सरस्वती, टोखा नगरपालिका, काठमाडौं, बागमती प्रदेश, 44608, नेपाल",3300000.0,5.0,good,13 - 20 Ft.
HB-4BB973,Land - Plotted,"5 aana commercial land for sale, Chyasundol Bajar","Budhanilkantha-06, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 40607, नेपाल",4500000.0,5.0,good,9 - 12 Ft.
HB-625F4A,excellent,"5 aana land for sale, Chyasundol Bishnumati","Chasundol, 1, Khatri Colony Road, Budhanilkantha-06, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 44607, नेपाल",3500000.0,5.0,13 - 20 Ft.,Land - Plotted
HB-A5153D,Land - Individual,"4 aana land for sale, Chyasundol Bishnumati","Chasundol, 1, Khatri Colony Road, Budhanilkantha-06, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 44607, नेपाल",3500000.0,4.0,excellent,13 - 20 Ft.
HB-71F44E,LandPlotted,"Land on Sale at Thankot Matikhel, GJBLOS 3473","Thankot (Chandragiri), Kathmandu",2700000.0,4.0,Gravel,ThirteenToTwentyFeet
HB-54CA4C,7,Sanepa Jhamsikhel Ma 7 Aana Jagga Bikre Ma,"Arun Thapa Murti Chowk, Sanepa, Lalitpur, Lalitpur Metropolitan City, Lalitpur",9500000.0,7.0,Land - Individual,Full
HB-DD30D1,3,Chamati Townplanning Ma 3 Aana Jagga Bikre Ma,"Dallu, Chamati, Kathmandu Metropolitan City, Kathmandu",7500000.0,3.0,Land - Individual,Full
HB-976138,8,Budhanilkantha Ma 8 Aana Commercial Jagga Bikre Ma,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",8500000.0,8.0,Land - Individual,Full
HB-D95B44,Land - Individual,10 Ana Land For Sale At Basbari Kathmandu,"Bansbari, Kathmandu",4000000.0,10.0,Pitched,13 - 20 Ft.
HB-61C95B,Land - Plotted,LAND FOR SALE SANA GAU LSLITPUR MAHALAXMI 6 NO.,"बोर्चा, Mahalaxmi-06, महालक्ष्मी, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44708, नेपाल",2700000.0,4.0,Gravel,13 - 20 Ft.
HB-9ED648,8,Land for sale at Sanagaun,"ग्वार्को-लामाटार सडक, बोर्चा, Mahalaxmi-06, महालक्ष्मी, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44795, नेपाल",5000000.0,8.0,Land - Individual,Non
HB-5A5803,5,"4.75 aana land for sale, Pasikot Budhanilkantha","NH38, खड्कागाउँ, Budhanilkantha-04, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",4700000.0,4.75,13 - 20 Ft.,Land - Plotted
HB-E0D2A3,6,"6 aana land for sale, Pasikot Budhanilkantha","खड्कागाउँ, Budhanilkantha-04, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",4200000.0,6.0,9 - 12 Ft.,Land - Plotted
HB-679933,Land - Individual,3.25 Ana Land For Sale At Budhanilkantha Pasikot,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",5000000.0,3.0,Pitched,Above 20 Ft.
HB-5F4DB9,Land - Individual,3.5ana Land For Sale At Budhanilkantha Pasikot,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",4500000.0,3.0,Pitched,13 - 20 Ft.
HB-1AE538,Land - Individual,7 Ana Land For Sale At Budhanilkantha Pasikot,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",43000000.0,7.0,Pitched,13 - 20 Ft.
HB-94B87E,Land - Individual,4 Ana Land For Sale At Budhanilkantha Pasikot,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",4350000.0,4.0,Pitched,13 - 20 Ft.
HB-1E2122,Land - Individual,10 Ana Land For Sale At Budhanilkantha Pasikot,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",4500000.0,10.0,Pitched,Goreto
HB-02E815,Land - Individual,8 Ana Land For Sale At Naxal Bhakbathan Kathmandu,"Police Headquarter, Gairidhara Road, Narayan Chaur, Kathmandu Metropolitan City, Kathmandu",17500000.0,8.0,Pitched,Above 20 Ft.
HB-CB3333,Land - Individual,8 Ana Land For Sale At Budhanilkantha Deuwa Chowk,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",4500000.0,8.0,Pitched,Above 20 Ft.
HB-7F5144,Land - Individual,13 Ana Commercial Land For Sale At Baluwatar,"Rastra Bank, 341, Thirbam Sadak, Kirtan Chok, Baluwatar, Kathmandu Metropolitan City, Kathmandu",20000000.0,13.0,Pitched,Above 20 Ft.
HB-5DAEFB,Full,jharuwarashi 3aana 2 paisa total 55lakh only,"Jharuwarasi, Godawari-13, Godawari, ललितपुर, बागमती प्रदेश, 44709, नेपाल",1625000.0,3.0,13 - 20 Ft.,Land - Plotted
HB-3B48DB,Land - Individual,land on sale khumaltra Ullens School lalitapur 5a,"Khumaltar Height Marg, NAST Research Centre, Khumaltar, Lalitpur, Lalitpur Metropolitan City, Lalitpur",5000000.0,5.0,Pitched,13 - 20 Ft.
HB-359963,Semi,FOR SALE 8 ROPANI LAND AT RAVIBHAWAN....,"Ravi Bhawan Soaltee Mode Kuleshwor Teku Chauni Tahachal Bafal, Kalimati Area, Kathmandu",8000000.0,128.0,LandIndividual,8 ROPANI
HB-89259E,Land - Plotted,land on sale bhaisepati magargau lalitapur 10 aana,"Bhaisepati, Duniya Danda Chok, Lalitpur Metropolitan City, Lalitpur",4200000.0,10.0,Gravel,13 - 20 Ft.
HB-6FC8DE,Land - Individual,3 Aana1 paisa land on sale at sitapaila Kathmandu,"Nagarjun-05, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",4500000.0,3.0,Gravel,9 - 12 Ft.
HB-FB1F66,Land - Individual,3 Aana 1 paisa land on sale at sitapaila Kathmandu,"Nagarjun-05, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",3100000.0,3.0,Pitched,13 - 20 Ft.
HB-018E0B,Land - Individual,4 Aana land on sale at Ramkot jayanti gau Kathmand,"Nagarjun-06, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44601, नेपाल",3100000.0,4.0,Pitched,13 - 20 Ft.
HB-98D34A,Land - Individual,14.5 aana land on sale at budhanilkantha Kathmandu,"Budhanilkantha-01, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 22644, नेपाल",3700000.0,14.0,Pitched,13 - 20 Ft.
HB-5C883B,Land - Individual,6 aana 2 paisa land on sale at sitapaila Kathmandu,"Nagarjun-05, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",4600000.0,6.0,Pitched,13 - 20 Ft.
