Price,Location,Road_Access,Facing_Direction,Land_AREA
Rs. 60 Lac/aana,"Setipakha, Lalitpur",20 Feet /Paved,North-East,
Rs. 9.5 Cr,"Gwarko, Lalitpur",22 Feet /Paved,West,9.2 aana
Rs. 43 Lac/aana,"Tikathali, Lalitpur",13 Feet /Paved,East,3.2 aana
Rs. 25 Lac/aana,"Bhaisepati, Lalitpur",10 Feet /Gravelled,North-East,
Rs. 55 Lac/aana,"Harisiddhi, Lalitpur",22 Feet /Paved,North-East,
Rs. 1.55 Cr,"Dhapakhel, Lalitpur",13 Feet /Gravelled,South,3.2 aana
Rs. 2.52 Cr,"Sitapakha, Lalitpur",13 Feet /Gravelled,West,
Rs. 49 Lac/aana,"Imadol, Lalitpur",20 Feet /Paved,South,5.2 aana
Rs. 27 Lac/aana,"Lubhu, Lalitpur",13 Feet /Paved,East,3.2 aana
Rs. 75 Lac/aana,"Naya Bazar, Kathmandu",13 Feet /Black Topped,South,7.2 aana
Rs. 75 Lac/aana,"Dallu, Kathmandu",20 Feet /Black Topped,East,
Rs. 55 Lac/aana,"Nilopool, Kathmandu",16 Feet /Black Topped,North-East,3.3 aana
Rs. 42 Lac/aana,"Imadol, Lalitpur",13 Feet /Paved,West,
Rs. 25 Lac/aana,"Bhatkepati, Kathmandu",13 Feet /Dhalan,South-East,
Rs. 42 Lac/aana,"Bhangal , Kathmandu",13 Feet /Gravelled,West,
Rs. 60 Lac/aana,"Kalanki, Kathmandu",13 Feet /Dhalan,South-West,4.1 aana
Rs. 55 Lac/aana,"Pasikot, Kathmandu",13 Feet /Paved,South,
Rs. 60 Lac/aana,"Kalanki, Kathmandu",,North-East,4.1 aana
Rs. 60 Lac/aana,"Kalanki, Kathmandu",12 Feet /Dhalan,South-West,
Rs. 60 Lac/aana,"Kalanki, Kathmandu",13 Feet /Dhalan,South-East,
Rs. 55 Lac/aana,"Chapali, Kathmandu",13 Feet /Gravelled,South,
Rs. 28 Lac/aana,"Changathali, Lalitpur",12 Feet /Dhalan,East,4.2 aana
Rs. 34 Lac/aana,"Shital Height, Lalitpur",13 Feet /Gravelled,East,
Rs. 25 Lac/aana,"Shital Height, Lalitpur",13 Feet /Gravelled,South-West,6.2 aana
Rs. 45 Lac/aana,"Imadol, Lalitpur",10 Feet /Gravelled,North-East,3.3 aana
Price on call,"New Baneshwor, Kathmandu",12 Feet /Black Topped,South,
Rs. 38 Lac/aana,"Sitapakha, Lalitpur",13 Feet /Paved,East,
Rs. 55 Lac/aana,"Chapali, Kathmandu",24 Feet /Black Topped,North-East,
Rs. 60 Lac/aana,"Budhanilkantha, Kathmandu",12 Feet /Black Topped,East,
Rs. 60 Lac/aana,"Dhungeadda, Kathmandu",13 Feet /Dhalan,North-East,
Rs. 60 Lac/aana,"Dhungeadda, Kathmandu",13 Feet /Dhalan,North-East,
Rs. 50 Lac/aana,"Dhungeadda, Kathmandu",13 Feet /Dhalan,North-East,
Rs. 55 Lac/aana,"Dhungeadda, Kathmandu",13 Feet /Dhalan,South-East,
Rs. 31 Lac/aana,"Salyanthan Road, Kathmandu",13 Feet /Dhalan,North-East,4.2 aana
Rs. 35 Lac/aana,"Shital Height, Lalitpur",15 Feet /Gravelled,East,7.1 aana
Rs. 41 Lac/aana,"Balkot, Bhaktapur",13 Feet /Gravelled,North,
Rs. 30 Lac/aana,"Dadhikot, Bhaktapur",14 Feet /Gravelled,South,6.2 aana
Rs. 25 Lac/aana,"Bishundole, Lalitpur",30 Feet /Paved,West,
Rs. 25 Lac/aana,"Lubhu, Lalitpur",14 Feet /Gravelled,South,4.2 aana
Rs. 15 Lac/aana,"Badikhel, Lalitpur",20 Feet /Gravelled,East,5.2 aana
Rs. 73 Lac/aana,"Satdobato, Lalitpur",26 Feet /Paved,East,
Rs. 40 Lac/aana,"Imadol, Lalitpur",13 Feet /Paved,South-West,2.2 aana
Rs. 52 Lac/aana,"Pasikot, Kathmandu",13 Feet /Paved,South,
Rs. 55 Lac/aana,"Pasikot, Kathmandu",13 Feet /Paved,South,6.1 aana
Rs. 55 Lac/aana,"Pasikot, Kathmandu",13 Feet /Paved,South,5.3 aana
Rs. 38 Lac/aana,"Sanagaun, Lalitpur",13 Feet /Gravelled,South,3.1 aana
Rs. 45 Lac/aana,"Sanagaun, Lalitpur",26 Feet /Gravelled,West,6.2 aana
Rs. 1 Cr/aana,"Sanagaun, Lalitpur",13 Feet /Gravelled,North,2.2 aana
Rs. 48 Lac/aana,"Shital Height, Lalitpur",13 Feet /Dhalan,West,
Rs. 55 Lac/aana,"Pasikot, Kathmandu",20 Feet /Paved,East,
Rs. 45 Lac/aana,"Pasikot, Kathmandu",20 Feet /Paved,North,
Rs. 25 Lac/aana,"Lamatar, Lalitpur",13 Feet /Gravelled,East,
Rs. 65 Lac/aana,"Harisiddhi, Lalitpur",16 Feet /Paved,North-East,
Rs. 46 Lac/aana,"Pasikot, Kathmandu",20 Feet /Black Topped,West,
Rs. 55 Lac/aana,"Pasikot, Kathmandu",20 Feet /Black Topped,South,
Rs. 55 Lac/aana,"Pasikot, Kathmandu",20 Feet /Paved,East,6.3 aana
Rs. 32 Lac/aana,"Dhapakhel, Lalitpur",20 Feet /Gravelled,North,
Rs. 41 Lac/aana,"Imadol, Lalitpur",13 Feet /Paved,South-East,4.2 aana
Rs. 45 Lac/aana,"Imadol, Lalitpur",13 Feet /Paved,South-West,
Rs. 50 Lac/aana,"Imadol, Lalitpur",13 Feet /Paved,South-East,
Rs. 73 Lac/aana,"Satdobato, Lalitpur",26 Feet /Paved,East,
Rs. 65 Lac/aana,"Sunakothi, Lalitpur",26 Feet /Paved,East,
Rs. 35 Lac/aana,"Chapagaun, Lalitpur",12 Feet /Gravelled,North-West,
Rs. 30 Lac/aana,"Lamatar, Lalitpur",13 Feet /Gravelled,East,3.2 aana
Rs. 30 Lac/aana,"Lamatar, Lalitpur",13 Feet /Gravelled,North-East,3.1 aana
Price on call,"Phutung, Kathmandu",4 Feet /Gravelled,South,34.2 aana
Rs. 36.5 Lac/aana,"Imadol, Lalitpur",13 Feet /Paved,South-East,
Rs. 45 Lac/aana,"Ochu Height, Lalitpur",13 Feet /Paved,South-East,3.2 aana
Rs. 75 Lac/aana,"Imadol, Lalitpur",11 Feet /Paved,South-East,
Rs. 24 Lac/aana,"Champadevi, Kathmandu",13 Feet /Dhalan,South-West,3.2 aana
Rs. 42 Lac/aana,"Tyanglafat, Kathmandu",13 Feet /Dhalan,South-East,
Rs. 22 Lac/aana,"Krishna Mandir, Kathmandu",13 Feet /Black Topped,North,
Rs. 39 Lac/aana,"Imadol, Lalitpur",13 Feet /Gravelled,South-West,2.2 aana
Rs. 42 Lac/aana,"Balkot, Bhaktapur",13 Feet /Gravelled,East,
Rs. 49 Lac/aana,"Balkot, Bhaktapur",26 Feet /Paved,West,
Rs. 26 Lac/aana,"Chandragiri, Kathmandu",13 Feet /Dhalan,North-East,
Rs. 32 Lac/aana,"Tinthana, Kathmandu",13 Feet /Dhalan,South-West,4.2 aana
Rs. 32 Lac/aana,"Changathali, Lalitpur",13 Feet /Dhalan,North,4.2 aana
Rs. 40 Lac/aana,"Mulpani, Kathmandu",20 Feet /Dhalan,South,
Price on call,"Bharatpur, Chitwan",8 Meter/Black Topped,North-East,0.13 kattha
Rs. 52 Lac/aana,"Chardobato, Bhaktapur",26 Feet /Black Topped,North-West,
Rs. 33 Lac/aana,"Balkot, Bhaktapur",13 Feet /Soil Stabilized,East,
Rs. 55 Lac/aana,"Thimi, Bhaktapur",13 Feet /Gravelled,South,
Rs. 55 Lac/aana,"Kamerotar, Bhaktapur",20 Feet /Black Topped,South,
Rs. 32 Lac/aana,"Pharping, Kathmandu",28 Feet /Black Topped,East,8.2 aana
Rs. 37 Lac/aana,"Bhaktapur, Bhaktapur",13 Feet /Gravelled,South,3.1 aana
Rs. 42 Lac/aana,"Saraswotikhel, Bhaktapur",42 Feet /Black Topped,West,7.2 aana
Price on call,"Biratnagar, Morang",18 Feet /Black Topped,North-West,
Rs. 60 Lac/aana,"Old Baneshwor, Kathmandu",18 Feet /Dhalan,East,
Rs. 75 Lac/aana,"Pepsicola, Kathmandu",26 Feet /Paved,West,5.2 aana
Rs. 60 Lac/aana,"Pepsicola, Kathmandu",22 Feet /Paved,West,
Rs. 70 Lac/aana,"Pepsicola, Kathmandu",20 Feet /Paved,West,
Rs. 29 Lac/aana,"Lubhu, Lalitpur",13 Feet /Gravelled,North-East,3.1 aana
Rs. 45 Lac/aana,"Gothatar, Kathmandu",20 Feet /Paved,West,4.2 aana
Rs. 43 Lac/aana,"Gothatar, Kathmandu",16 Feet /Paved,East,
Rs. 68 Lac/aana,"Dibyeshwori Townplanning, Bhaktapur",20 Feet /Paved,South-East,
Rs. 1 Cr/aana,"Sanothimi, Bhaktapur",60 Feet /Black Topped,South,
Rs. 60 Lac/aana,"Dibyeshwori Townplanning, Bhaktapur",20 Feet /Paved,South,
Rs. 67 Lac/aana,"Pepsicola, Kathmandu",20 Feet /Paved,South-West,5.1 aana
Rs. 44 Lac/aana,"Gothatar, Kathmandu",13 Feet /Dhalan,South,4.1 aana
Rs. 67 Lac/aana,"Kageshwari Manohara, Kathmandu",12 Feet /Gravelled,South-East,
Rs. 65 Lac/aana,"Pepsicola, Kathmandu",20 Feet /Gravelled,South-East,
Rs. 25 Lac/aana,"Thali, Kathmandu",20 Feet /Gravelled,East,3.2 aana
Rs. 29 Lac/aana,"Bhatkepati, Kathmandu",13 Feet /Gravelled,South-East,
Rs. 42 Lac/aana,"Dhunche Pakha, Bhaktapur",16 Feet /Soil Stabilized,West,3.1 aana
Rs. 38 Lac/aana,"Dhunche Pakha, Bhaktapur",13 Feet /Gravelled,South,3.1 aana
Rs. 50 Lac/aana,"Imadol, Lalitpur",13 Feet /Gravelled,East,4.1 aana
Rs. 25 Lac/aana,"Charghare , Kathmandu",13 Feet /Dhalan,South-West,3.2 aana
Rs. 29 Lac/aana,"Bhatkepati, Kathmandu",13 Feet /Gravelled,South-East,
Rs. 25 Lac/aana,"Bhatkepati, Kathmandu",13 Feet /Dhalan,South-East,4.3 aana
Rs. 20 Lac/aana,"Lamatar, Lalitpur",20 Feet /Gravelled,East,
Rs. 1.2 Cr,"Shivanagar, Chitwan",20 Feet /Black Topped,East,
Rs. 86 Lac/aana,"Old Baneshwor, Kathmandu",20 Feet /Black Topped,South,
Rs. 20 Lac/aana,"Chalnakhel, Kathmandu",10 Feet /Soil Stabilized,East,7.2 aana
Rs. 40 Lac/aana,"Pasikot, Kathmandu",16 Feet /Black Topped,East,35.2 aana
Rs. 28 Lac/aana,"Sanagaun, Lalitpur",10 Feet /Gravelled,East,
Rs. 38 Lac/aana,"Siddhipur, Lalitpur",13 Feet /Gravelled,North-West,
Rs. 32 Lac/aana,"Sanagaun, Lalitpur",20 Feet /Gravelled,South,
Rs. 20 Lac/aana,"Lamatar, Lalitpur",20 Feet /Gravelled,East,
Rs. 6.5 Cr/aana,"Shantinagar, Kathmandu",20 Feet /Paved,East,6.1 aana
Rs. 26 Lac/aana,"Lubhu, Lalitpur",13 Feet /Gravelled,North-West,
Rs. 26 Lac/aana,"Lubhu, Lalitpur",14 Feet /Gravelled,South,
Rs. 37 Lac/aana,"Lubhu, Lalitpur",13 Feet /Gravelled,South,
Rs. 33 Lac/aana,"Lubhu, Lalitpur",13 Feet /Gravelled,South,3.3 aana
Rs. 35 Lac/aana,"Lubhu, Lalitpur",13 Feet /Gravelled,South,3.2 aana
Rs. 75 Lac/aana,"Shantinagar, Kathmandu",20 Feet /Paved,West,8.2 aana
Rs. 70 Lac/aana,"Pepsicola, Kathmandu",26 Feet /Paved,South,
Rs. 60 Lac/aana,"Pepsicola, Kathmandu",20 Feet /Gravelled,East,4.1 aana
Rs. 57 Lac/aana,"Lokanthali, Bhaktapur",20 Feet /Gravelled,West,4.1 aana
Price on call,"Manohara, Kathmandu",20 Feet /Black Topped,East,2.2 aana
Rs. 55 Lac/aana,"Pepsicola, Kathmandu",20 Feet /Paved,North-West,5.2 aana
Rs. 38 Lac/aana,"Bode, Bhaktapur",20 Feet /Gravelled,South,
Rs. 60 Lac/aana,"Bistagaun, Kathmandu",20 Feet /Paved,North-West,
Rs. 21 Lac/aana,"Chalnakhel, Kathmandu",13 Feet /Soil Stabilized,South,
Rs. 26 Lac/aana,"Kirtipur, Kathmandu",13 Feet /Soil Stabilized,South-West,4.1 aana
Rs. 45 Lac/aana,"Balkumari, Lalitpur",13 Feet /Dhalan,South-West,5.2 aana
Rs. 27 Lac/aana,"Bhatkepati, Kathmandu",13 Feet /Dhalan,South-West,
Rs. 26 Lac/aana,"Machhegaun , Kathmandu",13 Feet /Dhalan,South-West,5.2 aana
Rs. 55 Lac/aana,"Pepsicola, Kathmandu",13 Feet /Gravelled,West,4.2 aana
Rs. 70 Lac/aana,"Samakhusi, Kathmandu",13 Feet /Paved,South,4.2 aana
Price on call,"Balkot, Bhaktapur",11 Feet /Paved,East,12.2 aana
Rs. 1.5 Cr/aana,"Lazimpat, Kathmandu",42 Feet /Paved,East,
Rs. 45 Lac/aana,"Bhaisepati, Lalitpur",20 Feet /Paved,West,
Rs. 80 Lac/aana,"Koteshwor, Kathmandu",22 Feet /Paved,South-East,
Rs. 35 Lac/aana,"Sanagaun, Lalitpur",20 Feet /Gravelled,East,3.2 aana
Rs. 30 Lac/aana,"Lubhu, Lalitpur",20 Feet /Gravelled,South,
Rs. 35 Lac/aana,"Lubhu, Lalitpur",20 Feet /Gravelled,West,
Rs. 85 Lac/aana,"Chundevi, Kathmandu",14 Feet /Black Topped,North-East,
Rs. 30 Lac/aana,"Lubhu, Lalitpur",26 Feet /Black Topped,North-West,
Rs. 45 Lac/aana,"Bhaisepati, Lalitpur",16 Feet /Gravelled,North-East,
Rs. 32 Lac/aana,"Tyanglafat, Kathmandu",13 Feet /Dhalan,South-West,4.2 aana
Rs. 30 Lac/aana,"Lubhu, Lalitpur",20 Feet /Gravelled,North-East,3.2 aana
Rs. 38 Lac/aana,"Imadol, Lalitpur",13 Feet /Gravelled,West,
Rs. 28 Lac/aana,"Sanagaun, Lalitpur",6 Feet /Gravelled,East,
Rs. 32 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Gravelled,East,
Rs. 32 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Gravelled,East,4.3 aana
Rs. 37 Lac/aana,"Harisiddhi, Lalitpur",10 Feet /Gravelled,East,
Rs. 32 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Gravelled,East,
Rs. 35 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Gravelled,South,
Rs. 34 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Gravelled,West,
Rs. 40 Lac/aana,"Dhunchepakha, Bhaktapur",13 Feet /Gravelled,South,3.1 aana
Rs. 85 Lac/aana,"Thapagaun, Kathmandu",14 Feet /Black Topped,East,4.2 aana
Rs. 45 Lac/aana,"Budhanilkantha, Kathmandu",13 Feet /Dhalan,East,4.2 aana
Rs. 45 Lac/aana,"Kirtipur, Kathmandu",13 Feet /Dhalan,South-East,5.2 aana
Rs. 50 Lac/aana,"Tyanglafat, Kathmandu",13 Feet /Dhalan,South-West,8.2 aana
Rs. 45 Lac/aana,"Tyanglafat, Kathmandu",13 Feet /Dhalan,South-East,8.2 aana
Price on call,", Dhading",,South,
Rs. 38 Lac/aana,"Tikathali, Lalitpur",13 Feet /Gravelled,North,7.1 aana
Rs. 45 Lac/aana,"Imadol, Lalitpur",13 Feet /Gravelled,North,3.2 aana
Rs. 45 Lac/aana,"Sanagaun, Lalitpur",13 Feet /Gravelled,North,3.2 aana
Rs. 35 Lac/aana,"Sanagaun, Lalitpur",13 Feet /Gravelled,South,
Rs. 40 Lac/aana,"Harisiddhi, Lalitpur",20 Feet /Gravelled,East,4.1 aana
Rs. 38 Lac/aana,"Hattiban, Lalitpur",6 Feet /Gravelled,North,3.2 aana
Rs. 65 Lac/aana,"Bansbari, Kathmandu",13 Feet /Paved,East,
Rs. 90 Lac/aana,"Bishalnagar, Kathmandu",20 Feet /Paved,South-East,
Rs. 1.5 Cr/aana,"Baluwatar, Kathmandu",16 Feet /Paved,South,3.2 aana
Rs. 45 Lac/aana,"Tyanglafat, Kathmandu",13 Feet /Dhalan,South-West,3.1 aana
Rs. 45 Lac/aana,"Tyanglafat, Kathmandu",13 Feet /Dhalan,South-West,
Rs. 60 Lac/aana,"Bansbari, Kathmandu",13 Feet /Black Topped,South,
Rs. 65 Lac/aana,"Bansbari, Kathmandu",13 Feet /Black Topped,East,
Rs. 45 Lac/aana,"Tyanglafat, Kathmandu",13 Feet /Dhalan,South-East,8.2 aana
Rs. 65 Lac/aana,"Khumaltar, Lalitpur",13 Feet /Gravelled,North-East,
Rs. 45 Lac/aana,"Hattiban, Lalitpur",13 Feet /Gravelled,South-East,
Rs. 45 Lac/aana,"Hattiban, Lalitpur",13 Feet /Gravelled,South-East,4.3 aana
Rs. 75 Lac/aana,"Maharajgunj, Kathmandu",20 Feet /Black Topped,West,
Rs. 60 Lac/aana,"Maharajgunj, Kathmandu",13 Feet /Soil Stabilized,West,
Rs. 60 Lac/aana,"Maharajgunj, Kathmandu",13 Feet /Black Topped,East,
Rs. 38 Lac/aana,"Hattiban, Lalitpur",13 Feet /Paved,North-West,
Rs. 35 Lac/aana,"Hattiban, Lalitpur",13 Feet /Gravelled,South,
Rs. 40 Lac/aana,"Tikathali, Lalitpur",13 Feet /Gravelled,North-West,3.2 aana
Rs. 80 Lac/aana,"Sanepa, Lalitpur",13 Feet /Black Topped,South,
Rs. 4.5 Lac/m,"Balkhu, Kathmandu",13 Feet /Black Topped,South,
Rs. 85 Lac/aana,"Lamatar, Lalitpur",12 Feet /Gravelled,North-East,2.2 aana
"Rs. 50,000 /m","Sanepa, Lalitpur",13 Feet /Black Topped,South-West,
Rs. 66 Lac/aana,"Pepsicola, Kathmandu",26 Feet /Paved,South-East,4.2 aana
Rs. 32 Lac/aana,"Dhapakhel, Lalitpur",20 Feet /Gravelled,West,6.1 aana
Rs. 32 Lac/aana,"Dhapakhel, Lalitpur",20 Feet /Gravelled,North,
Rs. 55 Lac/aana,"Khumaltar, Lalitpur",13 Feet /Gravelled,South,
Rs. 33 Lac/aana,"Duwakot, Bhaktapur",16 Feet /Gravelled,West,
Rs. 38 Lac/aana,"Balkot, Bhaktapur",13 Feet /Paved,North,
Rs. 40 Lac/aana,"Balkot, Bhaktapur",22 Feet /Black Topped,East,6.2 aana
Rs. 60 Lac/aana,"Pepsicola, Kathmandu",13 Feet /Paved,South-West,3.2 aana
Rs. 45 Lac/aana,"Deuwa chowk, Kathmandu",22 Feet /Paved,East,
Rs. 6 Lac/kattha,"Bharatpur, Chitwan",12 Meter/Black Topped,North-West,
Rs. 57 Lac/aana,"Khumaltar, Lalitpur",16 Feet /Paved,East,
Rs. 50 Lac/aana,"Hattiban, Lalitpur",13 Feet /Gravelled,South,
Rs. 1.3 Cr/aana,"Dhobichaur, Kathmandu",16 Feet /Black Topped,North,
Rs. 39 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Gravelled,South,4.2 aana
Rs. 21 Lac/aana,"Chhampi, Lalitpur",13 Feet /Gravelled,South-East,
Rs. 40 Lac/aana,"Harisiddhi, Lalitpur",20 Feet /Gravelled,West,3.3 aana
Rs. 38 Lac/aana,"Lubhu, Lalitpur",13 Feet /Gravelled,West,
Rs. 38 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Gravelled,South,
Rs. 55 Lac/aana,"Lokanthali, Bhaktapur",20 Feet /Black Topped,West,
Rs. 57 Lac/aana,"Khumaltar, Lalitpur",13 Feet /Black Topped,West,
Rs. 59 Lac/aana,"Khumaltar, Lalitpur",20 Feet /Gravelled,West,7.2 aana
Rs. 58 Lac/aana,"Khumaltar, Lalitpur",20 Feet /Gravelled,South-East,
Rs. 45 Lac/aana,"Khumaltar, Lalitpur",13 Feet /Gravelled,North-East,4.2 aana
Rs. 40 Lac/aana,"Setipakha, Lalitpur",13 Feet /Gravelled,West,4.3 aana
Rs. 1.5 Lac/m,"Thapathali, Kathmandu",12 Feet /Black Topped,North,
Rs. 38 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Gravelled,South,
Rs. 39 Lac/aana,"Harisiddhi, Lalitpur",20 Feet /Gravelled,South,4.2 aana
Rs. 39 Lac/aana,"Harisiddhi, Lalitpur",20 Feet /Gravelled,South,4.2 aana
Rs. 36 Lac/aana,"Sanagaun, Lalitpur",20 Feet /Gravelled,West,
Rs. 36 Lac/aana,"Sanagaun, Lalitpur",20 Feet /Gravelled,South,
Rs. 90 Lac/aana,"Ratopool, Kathmandu",30 Feet /Black Topped,East,
Rs. 70 Lac/aana,"Maharajgunj, Kathmandu",18 Feet /Black Topped,South-East,
Rs. 45 Lac/aana,"Gatthaghar, Bhaktapur",16 Feet /Gravelled,South,
Rs. 35 Lac/aana,"Thimi, Bhaktapur",13 Feet /Paved,South,
Rs. 38 Lac/aana,"Harisiddhi, Lalitpur",20 Feet /Soil Stabilized,South-East,5.2 aana
Rs. 40 Lac/aana,"Harisiddhi, Lalitpur",20 Feet /Soil Stabilized,South-East,3.1 aana
Rs. 36 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Dhalan,North-East,3.1 aana
Rs. 40 Lac/aana,"Bhadra Basti, Kathmandu",13 Feet /Black Topped,West,
Rs. 70 Lac/aana,"Budhanilkantha, Kathmandu",26 Feet /Black Topped,,
Rs. 40 Lac/aana,"Katunje, Bhaktapur",20 Feet /Black Topped,South-East,12.2 aana
Rs. 85 Lac/aana,"Baluwatar, Kathmandu",13 Feet /Black Topped,East,
Rs. 29 Lac/aana,"Sipadol, Bhaktapur",6 Meter/Dhalan,South-East,
Rs. 55 Lac/aana,"Pasikot, Kathmandu",20 Feet /Black Topped,East,5.1 aana
Rs. 45 Lac/aana,"Tej Vinayak, Kathmandu",13 Feet /Gravelled,South,
Rs. 45 Lac/aana,"Tej Vinayak, Kathmandu",13 Feet /Gravelled,South,
Rs. 60 Lac/aana,"Gothatar, Kathmandu",30 Feet /Paved,West,
Rs. 55 Lac/aana,"Bhaisepati, Lalitpur",22 Feet /Gravelled,West,3.1 aana
Rs. 55 Lac/aana,"Bhaisepati, Lalitpur",22 Feet /Paved,South,
Rs. 75 Lac/aana,"Mahalaxmisthan, Lalitpur",13 Feet /Paved,South-East,5.1 aana
Rs. 49 Lac/aana,"Ochu Height, Lalitpur",22 Feet /Paved,South,3.1 aana
Rs. 50 Lac/aana,"Shital Height, Lalitpur",20 Feet /Paved,North,
Rs. 45 Lac/aana,"Imadol, Lalitpur",13 Feet /Paved,West,
Rs. 37 Lac/aana,"Balkot, Bhaktapur",12 Feet /Paved,West,5.1 aana
Rs. 18 Lac/aana,"Sudal, Bhaktapur",20 Feet /Dhalan,South,3.3 aana
Rs. 1.5 Lac/m,"Naya Basti, Kathmandu",20 Feet /Dhalan,East,
Rs. 70 Lac/aana,"Radhe Radhe, Bhaktapur",30 Meter/Black Topped,West,264.3 aana
Rs. 13 Lac/aana,"Jhor, Kathmandu",12 Feet /Dhalan,South,
Rs. 13 Lac/aana,"Jhor, Kathmandu",,South,
Rs. 29 Lac/aana,"Purano Naikap, Kathmandu",13 Feet /Soil Stabilized,East,
Rs. 40 Lac/aana,"Balkot, Bhaktapur",13 Feet /Gravelled,West,
Rs. 39 Lac/aana,"Balkot, Bhaktapur",13 Feet /Gravelled,East,4.2 aana
Rs. 48 Lac/aana,"Balkot, Bhaktapur",13 Feet /Paved,South,3.3 aana
Rs. 39 Lac/aana,"Balkot, Bhaktapur",16 Feet /Dhalan,West,3.1 aana
Rs. 17 Lac/aana,"Taulung, Kathmandu",20 Feet /Black Topped,South-East,
Rs. 36 Lac/aana,"Harisiddhi, Lalitpur",20 Feet /Gravelled,West,
Rs. 34 Lac/aana,"Harisiddhi, Lalitpur",20 Feet /Gravelled,South,3.2 aana
Rs. 30 Lac/aana,"Dhapakhel, Lalitpur",13 Feet /Paved,North-East,
Rs. 40 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Gravelled,East,4.1 aana
Rs. 30 Lac/aana,"Harisiddhi, Lalitpur",13 Feet /Dhalan,East,
Rs. 23 Lac/aana,"Lamatar, Lalitpur",13 Feet /Gravelled,North,
Rs. 23 Lac/aana,"Lamatar, Lalitpur",13 Feet /Gravelled,North,3.3 aana
Rs. 38 Lac/aana,"Bhaisepati, Lalitpur",13 Feet /Gravelled,South-West,
Rs. 38 Lac/aana,"Shital Height, Lalitpur",13 Feet /Gravelled,South,3.2 aana
Rs. 33.5 Lac/aana,"Imadol, Lalitpur",13 Feet /Gravelled,South,3.2 aana
Rs. 38 Lac/aana,"Shital Height, Lalitpur",13 Feet /Gravelled,East,
Rs. 27 Lac/aana,"Sankhu, Kathmandu",16 Feet /Soil Stabilized,South,
Rs. 26 Lac/aana,"Lubhu, Lalitpur",13 Feet /Gravelled,North,
Rs. 62 Lac/aana,"Lamatar, Lalitpur",26 Feet /Paved,North,
Rs. 32 Lac/aana,"Lubhu, Lalitpur",10 Feet /Gravelled,East,
Rs. 38 Lac/aana,"Shital Height, Lalitpur",13 Feet /Gravelled,South,6.1 aana
Rs. 75 Lac/aana,"Dhungedhara, Kathmandu",13 Feet /Black Topped,South,
Rs. 60 Lac/aana,"Rudreshwor, Kathmandu",16 Feet /Black Topped,West,
Rs. 35 Lac/aana,"Lubhu, Lalitpur",22 Feet /Gravelled,North-West,
Rs. 38 Lac/aana,"Siddhipur, Lalitpur",13 Feet /Gravelled,West,
Rs. 38 Lac/aana,"Tikathali, Lalitpur",13 Feet /Gravelled,North,3.2 aana
Rs. 70 Lac/aana,"Lokanthali, Bhaktapur",30 Feet /Paved,East,10.2 aana
Rs. 48 Lac/aana,"Balkot, Bhaktapur",13 Feet /Paved,South,3.3 aana
Rs. 35 Lac/aana,"Bode, Bhaktapur",26 Feet /Paved,East,
"Rs. 70,000 /m","Tikathali, Lalitpur",20 Feet /Gravelled,South,
Rs. 36 Lac/aana,"Bode, Bhaktapur",20 Feet /Paved,East,
Rs. 30 Lac/aana,"Lubhu, Lalitpur",13 Feet /Gravelled,South,4.2 aana
Rs. 38 Lac/aana,"Sanagaun, Lalitpur",20 Feet /Gravelled,East,
Rs. 37 Lac/aana,"Sanagaun, Lalitpur",12 Feet /Gravelled,East,
Rs. 50 Lac/kattha,"Tandi, Chitwan",,South,2.3 kattha
Rs. 35 Lac/aana,"Sanagaun, Lalitpur",13 Feet /Paved,West,
Rs. 60 Lac/aana,"Bhaisepati, Lalitpur",20 Feet /Black Topped,East,4.3 aana
Rs. 50 Lac/aana,"Imadol, Lalitpur",25 Feet /Paved,South,
Rs. 40 Lac/aana,"Thaiba, Lalitpur",15 Feet /Paved,South,4.2 aana
Rs. 38 Lac/aana,"Hattiban, Lalitpur",22 Feet /Paved,South-West,4.2 aana
Rs. 35 Lac/aana,"Hattiban, Lalitpur",15 Feet /Paved,East,4.2 aana
Price on call,"Bhaisepati, Lalitpur",13 Feet /Black Topped,South,5.1 aana
Rs. 85 Lac/aana,"Mid Baneshwor, Kathmandu",13 Feet /Black Topped,East,6.1 aana
Rs. 55 Lac/aana,"Budhanilkantha, Kathmandu",13 Feet /Black Topped,North,
Rs. 45 Lac/aana,"Nakkhu, Lalitpur",13 Feet /Black Topped,East,
Rs. 35 Lac/aana,"Hattiban, Lalitpur",13 Feet /Paved,West,3.3 aana
Rs. 35 Lac/aana,"Hattiban, Lalitpur",13 Feet /Paved,West,3.3 aana
Rs. 40 Lac/aana,"Hattiban, Lalitpur",12 Feet /Paved,East,
Rs. 40 Lac/aana,"Hattiban, Lalitpur",16 Feet /Paved,North,
