district,property_type,property_face,road_type,furnishing,municipality,ward_no,neighborhood,total_price,land_size_aana,built_up_sqft,house_age,road_width_feet,hospital_m,airport_m,pharmacy_m,bhatbhateni_m,school_m,college_m,public_transport_m,police_station_m,boudhanath_m,ring_road_m,is_corner_plot,neighborhood_encoded,municipality_encoded,log_land,log_built,floor_area_ratio,urban_centrality,amenity_access_score,house_size_score,comm_road_premium,neighborhood_x_district,municipality_x_ward,age_condition_score,ring_road_proximity
1,0,2,0,2,Kathmandu,6.0,Mahankal,33000000.0,3.5,1026.75,12.0,15.0,1000.0,3000.0,90.0,1230.0,100.0,340.0,100.0,324.0,1000.0,1210.0,1,17.147608796592277,17.620749917248713,1.5040773967762742,6.935127225777988,0.8571428571428571,0.06619928826554364,0.799789255942748,10.43096810406042,0.0,17.147608796592277,105.72449950349227,0.23076923076923078,0.14086090748274865
1,1,0,1,1,Tokha,4.0,Tokha,28500000.0,3.37,855.62,0.0,13.0,400.0,4000.0,300.0,500.0,50.0,300.0,300.0,400.0,4000.0,2200.0,0,17.23738480466218,17.31608987311448,1.4747630091074988,6.7529944130291835,0.7418354275359649,0.06253530629898432,0.7716094007827304,9.959066361045046,13.0,17.23738480466218,69.26435949245791,2.0,0.12992636805094504
1,1,7,0,1,Kageshwori Manohara,6.0,Jorpati,29000000.0,3.0,1026.75,1.0,13.0,1000.0,8000.0,378.0,4000.0,1000.0,1000.0,500.0,500.0,3000.0,4000.0,0,17.232311425058544,17.174350741128553,1.3862943611198906,6.935127225777988,1.0,0.05786494077135059,0.6187672695654605,9.614127766745055,13.0,17.232311425058544,103.04610444677132,1.0,0.12056473085830295
1,1,3,0,0,Kageshwori Manohara,6.0,Mulpani,50000000.0,5.0,2125.12,2.0,20.0,1000.0,7000.0,498.0,4000.0,1000.0,1000.0,500.0,500.0,2000.0,4000.0,1,17.174584248119572,17.174350741128553,1.791759469228055,7.6620540013353295,1.241852447041636,0.05831547169951634,0.6113102897843558,13.728557810629285,20.0,17.174584248119572,103.04610444677132,0.3333333333333333,0.12056473085830295
1,1,5,0,2,Kathmandu,14.0,Ravi Bhawan,22000000.0,3.75,1026.75,10.0,4.0,780.0,5800.0,246.0,1260.0,260.0,600.0,186.0,900.0,5330.0,500.0,1,17.346489078291803,17.620749917248713,1.55814461804655,6.935127225777988,0.8,0.06719350090965252,0.70251961104704,10.805931162314073,4.0,17.346489078291803,246.69049884148197,0.2727272727272727,0.1608594760130434
1,1,0,1,1,Tokha,11.0,Tokha,28000000.0,3.5,1026.75,1.0,13.0,400.0,5000.0,300.0,400.0,300.0,600.0,400.0,600.0,4000.0,4000.0,0,17.23738480466218,17.31608987311448,1.5040773967762742,6.935127225777988,0.8571428571428571,0.059482409836398076,0.6841091964222832,10.43096810406042,13.0,17.23738480466218,190.47698860425925,1.0,0.12056473085830295
1,1,0,1,2,Budhanilkantha,7.0,Budhanilkantha,225000000.0,32.0,2000.0,14.0,13.0,500.0,4000.0,100.0,2000.0,500.0,500.0,100.0,1000.0,4000.0,2000.0,0,17.65948418097955,17.57755518264029,3.4965075614664802,7.601402334583733,0.18261504747991233,0.06291008749145735,0.7550770826971502,26.57836074062098,13.0,17.65948418097955,123.04288627848203,0.2,0.13155467320159442
1,1,0,0,2,Budhanilkantha,10.0,Kapan,46000000.0,4.0,1026.75,3.0,13.0,1000.0,3000.0,90.0,1230.0,100.0,260.0,100.0,324.0,2000.0,1210.0,0,17.289342158205557,17.57755518264029,1.6094379124341003,6.935127225777988,0.75,0.06619928826554364,0.799789255942748,11.161656684721018,13.0,17.289342158205557,175.77555182640288,0.75,0.14086090748274865
1,1,2,0,2,Nagarjun,2.0,Swayambhu,33000000.0,4.5,1197.87,9.0,13.0,1000.0,8000.0,90.0,1230.0,100.0,380.0,200.0,344.0,7000.0,1130.0,1,17.460226122700004,17.31717635288628,1.7047480922384253,7.089134725462836,0.7777745312880447,0.062429067746096904,0.7716718549536066,12.085188898853943,13.0,17.460226122700004,34.63435270577256,0.30000000000000004,0.14223016230907937
1,1,0,0,2,Budhanilkantha,10.0,Kapan,19000000.0,2.5,684.5,19.0,8.0,1000.0,3000.0,90.0,1230.0,100.0,260.0,100.0,324.0,2000.0,1210.0,0,17.289342158205557,17.57755518264029,1.252762968495368,6.530148499002369,0.8,0.06619928826554364,0.799789255942748,8.180728218325779,8.0,17.289342158205557,175.77555182640288,0.15000000000000002,0.14086090748274865
1,1,0,1,1,Tokha,3.0,Tokha,32000000.0,4.0,1197.87,6.0,13.0,500.0,4000.0,300.0,600.0,300.0,500.0,200.0,600.0,4000.0,2000.0,0,17.23738480466218,17.31608987311448,1.6094379124341003,7.089134725462836,0.8749963476990503,0.06291008749145735,0.6998611892145269,11.409522193512995,13.0,17.23738480466218,51.948269619343435,0.2857142857142857,0.13155467320159442
1,1,0,0,2,Kathmandu,10.0,Buddhanagar,10000000.0,16.0,1711.25,22.0,20.0,1047.724777370351,6411.389546858908,233.54408212560384,2013.5305135951664,350.3974571586512,676.3367675466839,243.47037422037425,622.3130434782609,7721.97069994574,2717.268754119974,0,17.690600935464648,17.620749917248713,2.833213344056216,7.445563574078014,0.3125,0.05997455495352445,0.6794446510911507,21.094870072096725,20.0,17.690600935464648,176.20749917248713,0.13043478260869565,0.1264582138619795
1,0,0,0,1,Kathmandu,31.0,Old Baneshowr,110000000.0,7.75,1369.0,12.0,26.0,300.0,1000.0,100.0,1000.0,300.0,400.0,100.0,300.0,5000.0,700.0,0,17.869984511057723,17.620749917248713,2.169053700369523,7.222566018822171,0.5161290322580645,0.07428723625605936,0.7837981795261566,15.666133549289405,0.0,17.869984511057723,546.24324743471,0.15384615384615385,0.1526133225995339
1,1,0,0,0,Tokha,4.0,Basundhara,52500000.0,6.0,1711.25,9.0,26.0,200.0,7000.0,100.0,1000.0,100.0,180.4,50.0,300.0,6000.0,300.0,0,17.51277363894056,17.31608987311448,1.9459101490553132,7.445563574078014,0.8333333333333334,0.06867698608928641,0.876254573161496,14.488397724234959,26.0,17.51277363894056,69.26435949245791,0.1,0.1752200244275466
1,1,2,0,2,Tokha,8.0,Tokha,27000000.0,3.0,941.18,10.0,10.0,300.0,8000.0,200.0,300.0,100.0,240.0,300.0,500.0,7000.0,3000.0,1,17.23738480466218,17.31608987311448,1.3862943611198906,6.848196339124917,0.9166593620647674,0.0588442195298682,0.7556807785370152,9.49361596877075,10.0,17.23738480466218,138.52871898491583,0.2727272727272727,0.12489538691450888
1,1,0,1,1,Budhanilkantha,6.0,Budhanilkantha,33500000.0,4.5,1026.75,9.0,16.0,300.0,5000.0,300.0,500.0,300.0,300.0,200.0,500.0,4000.0,11000.0,0,17.65948418097955,17.57755518264029,1.7047480922384253,6.935127225777988,0.6666666666666666,0.05610685330402679,0.7142217376290302,11.822644907575787,16.0,17.65948418097955,105.46533109584173,0.2,0.10746053978060788
1,1,0,1,1,Tokha,3.0,Tokha,28000000.0,3.0,855.62,0.0,13.0,200.0,5000.0,200.0,300.0,200.0,300.0,100.0,400.0,4000.0,2300.0,0,17.23738480466218,17.31608987311448,1.3862943611198906,6.7529944130291835,0.8333284635987339,0.061506318293167064,0.7823640583747027,9.361638075456483,13.0,17.23738480466218,51.948269619343435,2.0,0.12918062259237034
1,1,5,0,1,Budhanilkantha,3.0,Budhanilkantha,58500000.0,6.25,2407.73,3.0,13.0,2000.0,8000.0,50.0,3000.0,200.0,300.0,100.0,100.0,8000.0,200.0,1,17.65948418097955,17.57755518264029,1.9810014688665833,7.786854916632351,1.125600584368152,0.06997593734198229,0.7911301810275586,15.425771027699664,13.0,17.65948418097955,52.73266554792087,0.5,0.18856166434639035
1,1,5,0,1,Budhanilkantha,2.0,Chapali,75000000.0,9.0,3080.25,8.0,26.0,2000.0,8000.0,50.0,4000.0,50.0,200.0,300.0,200.0,8000.0,250.0,1,17.708498521212206,17.57755518264029,2.302585092994046,8.033090637791,1.0,0.0689048109055394,0.8154442539172255,18.49687475324759,26.0,17.708498521212206,35.15511036528058,0.2222222222222222,0.18098063833245323
1,1,2,0,1,Budhanilkantha,5.0,Budhanilkantha,42500000.0,5.0,1711.25,9.0,20.0,500.0,8500.0,500.0,5000.0,500.0,500.0,500.0,500.0,8000.0,8000.0,1,17.65948418097955,17.57755518264029,1.791759469228055,7.445563574078014,1.0,0.055446938405604884,0.6434379040521736,13.340659037593763,20.0,17.65948418097955,87.88777591320144,0.2,0.1112678527400893
1,1,0,0,2,Budhanilkantha,4.0,Budhanilkantha,31000000.0,3.5,855.62,3.0,13.0,1000.0,6000.0,100.0,2000.0,200.0,1000.0,200.0,1000.0,5000.0,3000.0,0,17.65948418097955,17.57755518264029,1.5040773967762742,6.7529944130291835,0.7142815402274861,0.05985736380560177,0.738546277975966,10.157026257193658,13.0,17.65948418097955,70.31022073056116,0.75,0.12489538691450888
1,1,0,1,1,Tokha,3.0,Tokha,35000000.0,4.0,1197.87,9.0,13.0,200.0,4000.0,200.0,300.0,200.0,300.0,300.0,500.0,4000.0,2000.0,0,17.23738480466218,17.31608987311448,1.6094379124341003,7.089134725462836,0.8749963476990503,0.06291008749145735,0.7409050174667177,11.409522193512995,13.0,17.23738480466218,51.948269619343435,0.2,0.13155467320159442
1,1,4,0,2,Kageshwori Manohara,6.0,Mulpani,25000000.0,3.15,2125.12,4.5,16.0,1000.0,7000.0,438.0,3000.0,1000.0,1000.0,1000.0,1000.0,3000.0,4000.0,0,17.174584248119572,17.174350741128553,1.423108334242607,7.6620540013353295,1.9711943603835498,0.05831547169951634,0.5985837097708604,10.903932906717221,16.0,17.174584248119572,103.04610444677132,0.5454545454545454,0.12056473085830295
1,1,4,1,2,Kathmandu,6.0,Boudha,27000000.0,2.62,855.62,3.0,20.0,1000.0,6000.0,778.0,2000.0,1000.0,1000.0,500.0,1000.0,1000.0,2000.0,0,17.59922035638424,17.620749917248713,1.2864740258376797,6.7529944130291835,0.9541928972504585,0.061345614575167004,0.6005422485592057,8.687551908989013,20.0,17.59922035638424,105.72449950349227,0.75,0.13155467320159442
1,1,4,0,1,Kathmandu,9.0,Sinamangal,40000000.0,4.06,2598.935,22.0,10.0,100.0,1000.0,200.0,1000.0,300.0,400.0,100.0,100.0,5000.0,1000.0,0,17.942009540010304,17.620749917248713,1.6213664832993742,7.863241723697068,1.8703631070825852,0.07237194197382685,0.7971398194450003,12.749196580883623,10.0,17.942009540010304,158.5867492552384,0.08695652173913043,0.1447438839476537
1,1,5,0,2,Kathmandu,11.0,Budget_Zone,46500000.0,5.5,1197.88,12.0,13.0,1000.0,2000.0,90.0,1230.0,100.0,390.0,100.0,354.0,4000.0,1250.0,1,17.182697151432865,17.620749917248713,1.8718021769015913,7.089143066616001,0.6363662925825089,0.0678743742079207,0.799789255942748,13.269473424458653,13.0,17.182697151432865,193.82824908973583,0.23076923076923078,0.14021905139881327
1,1,2,0,1,Budhanilkantha,4.0,Budhanilkantha,35000000.0,5.75,1197.87,7.0,20.0,1000.0,7000.0,100.0,2000.0,1000.0,1000.0,100.0,1000.0,6000.0,2000.0,1,17.65948418097955,17.57755518264029,1.9095425048844386,7.089134725462836,0.6086931114428176,0.06077102406814365,0.7228458985663708,13.53700408112356,20.0,17.65948418097955,70.31022073056116,0.25,0.13155467320159442
1,0,3,0,2,Kathmandu,26.0,Ranibari,35000000.0,3.25,855.62,5.0,18.0,1047.724777370351,6411.389546858908,233.54408212560384,2013.5305135951664,350.3974571586512,676.3367675466839,243.47037422037425,622.3130434782609,7721.97069994574,2717.268754119974,1,17.57200453940727,17.620749917248713,1.4469189829363254,6.7529944130291835,0.769226274091139,0.05997455495352445,0.6794446510911507,9.771035807874874,0.0,17.57200453940727,458.13949784846653,0.5,0.1264582138619795
1,1,3,0,2,Kathmandu,26.0,Samakhusi,24000000.0,4.0,1026.75,10.0,4.0,1047.724777370351,6411.389546858908,233.54408212560384,2013.5305135951664,350.3974571586512,676.3367675466839,243.47037422037425,622.3130434782609,7721.97069994574,2717.268754119974,1,17.670450106424845,17.620749917248713,1.6094379124341003,6.935127225777988,0.75,0.05997455495352445,0.6794446510911507,11.161656684721018,4.0,17.670450106424845,458.13949784846653,0.2727272727272727,0.1264582138619795
1,1,1,0,1,Tokha,6.0,Grande Villa,26500000.0,2.75,855.62,1.0,16.0,200.0,7000.0,100.0,500.0,50.0,210.0,100.0,500.0,6000.0,2000.0,0,17.322580609493897,17.31608987311448,1.3217558399823195,6.7529944130291835,0.9090855966531642,0.06077102406814365,0.8762545731614959,8.9258098027893,16.0,17.322580609493897,103.89653923868687,1.0,0.13155467320159442
1,1,0,0,1,Kathmandu,10.0,Baneshwor,38000000.0,3.5,1406.65,24.0,10.0,200.0,200.0,100.0,1000.0,200.0,200.0,200.0,300.0,6000.0,2000.0,0,17.59565971806131,17.620749917248713,1.5040773967762742,7.249676926271517,1.1742878013148284,0.07749110314533612,0.7823640583747027,10.904075198735484,10.0,17.59565971806131,176.20749917248713,0.08,0.13155467320159442
1,1,7,0,2,Kathmandu,4.0,Premium_Zone,115000000.0,11.0,1711.25,17.0,12.0,1000.0,4000.0,140.0,1000.0,100.0,300.0,100.0,504.0,3000.0,730.0,0,18.43160859015897,17.620749917248713,2.4849066497880004,7.445563574078014,0.45454545454545453,0.06716497224387438,0.7801728408764814,18.50153043664577,12.0,18.43160859015897,70.48299966899485,0.16666666666666666,0.15164350948021152
1,1,4,0,1,Kathmandu,1.0,Gyaneshwor,140000000.0,10.0,2053.5,22.0,16.0,100.0,1000.0,100.0,300.0,200.0,200.0,50.0,100.0,4000.0,100.0,0,18.412938251953683,17.620749917248713,2.3978952727983707,7.627787788323465,0.6,0.08677636422649651,0.876254573161496,18.290636279529974,16.0,18.412938251953683,17.620749917248713,0.08695652173913043,0.21667906533553166
1,1,5,0,1,Budhanilkantha,9.0,Mandikatar,26000000.0,3.0,1026.75,4.0,13.0,200.0,5000.0,200.0,200.0,200.0,400.0,300.0,200.0,5000.0,300.0,1,17.331223322468638,17.57755518264029,1.3862943611198906,6.935127225777988,1.0,0.07030122383445463,0.7409050174667177,9.614127766745055,13.0,17.331223322468638,158.1979966437626,0.4,0.1752200244275466
1,1,7,0,1,Kathmandu,14.0,Kuleshwor,80000000.0,10.5,1369.0,4.0,10.0,200.0,7000.0,190.0,1600.0,500.0,500.0,200.0,320.0,5280.0,2210.0,0,17.71961858564627,17.620749917248713,2.4423470353692043,7.222566018822171,0.38095238095238093,0.06040468071446742,0.7283765482341211,17.640012703828685,10.0,17.71961858564627,246.69049884148197,0.4,0.12984989047365092
1,1,0,0,1,Kathmandu,9.0,Tinkune,78000000.0,8.5,1711.25,22.0,13.0,500.0,1000.0,100.0,500.0,220.0,100.0,212.0,220.0,2340.0,200.0,0,17.632259211097136,17.620749917248713,2.2512917986064953,7.445563574078014,0.5882352941176471,0.08188626862296389,0.7493089536823742,16.7621362103251,13.0,17.632259211097136,158.5867492552384,0.08695652173913043,0.18856166434639035
1,1,0,1,1,Tokha,3.0,Tokha,35000000.0,4.0,1129.42,1.0,13.0,500.0,5000.0,300.0,500.0,200.0,400.0,200.0,300.0,4000.0,3500.0,0,17.23738480466218,17.31608987311448,1.6094379124341003,7.030344524065889,0.8249963476990505,0.059958519164956356,0.7132028291333706,11.314903014505113,13.0,17.23738480466218,51.948269619343435,1.0,0.1225369473015127
1,1,0,1,1,Tarkeshwor,1.0,Budhanilkantha,23500000.0,3.5,1026.75,7.0,13.0,400.0,5000.0,300.0,400.0,200.0,300.0,100.0,500.0,4000.0,6500.0,0,17.65948418097955,17.039345547526526,1.5040773967762742,6.935127225777988,0.8571428571428571,0.05781314451899585,0.7472953278930636,10.43096810406042,13.0,17.65948418097955,17.039345547526526,0.25,0.11389896170227155
1,1,0,1,2,Tarkeshwor,1.0,Tarkeshwor,18000000.0,4.0,1197.87,9.0,16.0,400.0,4000.0,300.0,500.0,300.0,300.0,200.0,500.0,4000.0,200.0,0,16.987077590465482,17.039345547526526,1.6094379124341003,7.089134725462836,0.8749963476990503,0.0735423654038426,0.7058362869850785,11.409522193512995,16.0,16.987077590465482,17.039345547526526,0.30000000000000004,0.18856166434639035
1,1,0,1,1,Tarkeshwor,1.0,Budhanilkantha,16000000.0,3.25,1197.87,6.0,16.0,400.0,5000.0,300.0,700.0,300.0,500.0,200.0,500.0,4000.0,200.0,0,17.65948418097955,17.039345547526526,1.4469189829363254,7.089134725462836,1.0769185817834466,0.07235524531751951,0.7058362869850785,10.257403606865273,16.0,17.65948418097955,17.039345547526526,0.2857142857142857,0.18856166434639035
1,1,0,1,1,Tokha,3.0,Tokha,20000000.0,3.5,1197.87,8.0,13.0,400.0,5000.0,400.0,500.0,400.0,500.0,200.0,500.0,4000.0,50.0,0,17.23738480466218,17.31608987311448,1.5040773967762742,7.089134725462836,0.9999958259417718,0.08032632534879935,0.6890653856971751,10.662607303270429,13.0,17.23738480466218,51.948269619343435,0.2222222222222222,0.25433477814404226
1,1,0,1,1,Tokha,3.0,Tokha,25500000.0,2.5,941.18,1.0,13.0,400.0,5000.0,200.0,600.0,200.0,400.0,500.0,100.0,4000.0,200.0,0,17.23738480466218,17.31608987311448,1.252762968495368,6.848196339124917,1.099991234477721,0.07235524531751951,0.704817378489419,8.579166774641244,13.0,17.23738480466218,51.948269619343435,1.0,0.18856166434639035
1,1,5,0,1,Nagarjun,5.0,Kalanki,32500000.0,4.0,1112.31,4.5,13.0,400.0,7740.0,400.0,400.0,50.0,100.0,300.0,500.0,7660.0,1000.0,1,17.250546355419527,17.31717635288628,1.6094379124341003,7.0150928389991805,0.8124981738495252,0.06303961541811302,0.7632239501387788,11.290356374330248,13.0,17.250546355419527,86.58588176443139,0.36363636363636365,0.1447438839476537
1,1,6,0,1,Tokha,3.0,Tokha,25000000.0,3.5,1112.31,7.0,10.0,1000.0,8000.0,200.0,2000.0,200.0,600.0,100.0,1000.0,7000.0,2000.0,1,17.23738480466218,17.31608987311448,1.5040773967762742,7.0150928389991805,0.9285693415423145,0.060281911442519945,0.738546277975966,10.55124257542577,10.0,17.23738480466218,51.948269619343435,0.25,0.13155467320159442
1,1,7,1,1,Budhanilkantha,2.0,Budhanilkantha,35000000.0,3.5,2366.0,0.0,13.0,2000.0,7000.0,100.0,2100.0,180.0,540.0,150.0,370.0,6500.0,2510.0,0,17.65948418097955,17.57755518264029,1.5040773967762742,7.769378609513984,1.975164353542732,0.05994397168555037,0.7399082171205502,11.685746753567061,13.0,17.65948418097955,35.15511036528058,2.0,0.1277394302158713
1,1,5,0,1,Kageshwori Manohara,8.0,Gothatar,33000000.0,4.0,2333.54,16.0,20.0,2000.0,5500.0,400.0,3500.0,500.0,2000.0,300.0,800.0,3600.0,3500.0,1,17.15685712761417,17.174350741128553,1.6094379124341003,7.7555701485542,1.7045580715850985,0.059617888347859305,0.6344687474257794,12.482108629625296,20.0,17.15685712761417,137.39480592902842,0.11764705882352941,0.1225369473015127
1,1,7,1,1,Budhanilkantha,2.0,Budhanilkantha,35000000.0,3.5,2360.0,0.0,13.0,2000.0,7000.0,150.0,2100.0,180.0,540.0,150.0,370.0,6500.0,2510.0,0,17.65948418097955,17.57755518264029,1.5040773967762742,7.766840537085513,1.9701554836689972,0.05994397168555037,0.722540338827522,11.681929296196017,13.0,17.65948418097955,35.15511036528058,2.0,0.1277394302158713
1,0,0,0,2,Kathmandu,15.0,Dallu,58000000.0,3.75,1189.3325,17.0,22.0,1000.0,7000.0,270.0,1800.0,100.0,640.0,100.0,464.0,8000.0,1130.0,0,17.48271979796729,17.620749917248713,1.55814461804655,7.081987958842084,0.9266773800827854,0.06295379554531523,0.7566059043029008,11.034761423140264,0.0,17.48271979796729,264.3112487587307,0.16666666666666666,0.14223016230907937
1,1,4,0,2,Kathmandu,6.0,Boudha,17000000.0,2.5,855.62,17.0,11.0,1000.0,4000.0,90.0,1230.0,100.0,421.8,100.0,364.0,500.0,1330.0,0,17.59922035638424,17.620749917248713,1.252762968495368,6.7529944130291835,0.9999941563184807,0.06456617645316351,0.799789255942748,8.459901327099075,11.0,17.59922035638424,105.72449950349227,0.16666666666666666,0.13901079714141543
1,0,4,0,2,Kathmandu,32.0,Teku,40000000.0,1.75,235.69,32.0,32.0,1000.0,4000.0,80.0,1400.0,100.0,440.0,50.0,208.0,6000.0,1170.0,0,17.536289180454492,17.620749917248713,1.0116009116784799,5.466751268056719,0.3935135135135135,0.06510453553957679,0.843317534083937,5.530170566685663,0.0,17.536289180454492,563.8639973519588,0.09090909090909091,0.141530529416177
1,0,4,0,2,Kathmandu,30.0,Gyaneshwor,55000000.0,4.56,1026.75,13.0,22.0,1000.0,2000.0,90.0,1220.0,100.0,360.0,100.0,344.0,4000.0,830.0,0,18.412938251953683,17.620749917248713,1.715598108262491,6.935127225777988,0.6578947368421053,0.06981274483074985,0.799789255942748,11.897891149104414,0.0,18.412938251953683,528.6224975174614,0.21428571428571427,0.14875131169133526
1,1,2,0,1,Gokarneshwor,4.0,Jorpati,37500000.0,4.5,1232.0975,2.0,12.0,1000.0,7000.0,438.0,4000.0,1000.0,1000.0,500.0,1000.0,3000.0,5000.0,1,17.232311425058544,17.218882479495953,1.7047480922384253,7.117284575463838,0.7999983767551335,0.05756654213502682,0.6146993018362501,12.133177301939948,12.0,17.232311425058544,68.87552991798381,0.6666666666666666,0.1174068144882187
1,1,0,1,1,Kageshwori Manohara,6.0,Mulpani,35000000.0,4.0,2125.12,1.0,20.0,1000.0,7000.0,318.0,3000.0,1000.0,1000.0,100.0,1000.0,5000.0,5000.0,0,17.174584248119572,17.174350741128553,1.6094379124341003,7.6620540013353295,1.5523155588020452,0.05756654213502682,0.6796216211418513,12.331600196866479,20.0,17.174584248119572,103.04610444677132,1.0,0.1174068144882187
1,2,0,1,1,Budhanilkantha,6.0,Budhanilkantha,36500000.0,4.0,1197.87,0.0,26.0,500.0,5000.0,300.0,600.0,500.0,600.0,400.0,700.0,4000.0,100.0,0,17.65948418097955,17.57755518264029,1.6094379124341003,7.089134725462836,0.8749963476990503,0.0761468842704464,0.6637735502372284,11.409522193512995,52.0,17.65948418097955,105.46533109584173,2.0,0.21667906533553166
1,1,7,1,1,Budhanilkantha,2.0,Budhanilkantha,32000000.0,4.0,2761.0,1.0,14.0,500.0,8000.0,200.0,2000.0,500.0,500.0,100.0,200.0,7000.0,2000.0,0,17.65948418097955,17.57755518264029,1.6094379124341003,7.923710333969238,2.016800584368152,0.060281911442519945,0.7269596817080088,12.752719818635958,14.0,17.65948418097955,35.15511036528058,1.0,0.13155467320159442
1,1,0,1,2,Budhanilkantha,6.0,Budhanilkantha,32000000.0,3.5,1197.87,3.0,13.0,400.0,4000.0,300.0,300.0,300.0,500.0,400.0,600.0,4000.0,11000.0,0,17.65948418097955,17.57755518264029,1.5040773967762742,7.089134725462836,0.9999958259417718,0.05681804924618784,0.6841091964222832,10.662607303270429,13.0,17.65948418097955,105.46533109584173,0.75,0.10746053978060788
1,1,5,0,1,Tokha,3.0,Tokha,42500000.0,4.12,1283.43,0.0,20.0,300.0,8000.0,300.0,1000.0,200.0,290.0,100.0,500.0,7000.0,3000.0,1,17.23738480466218,17.31608987311448,1.6331544390514163,7.158070319152175,0.9101888558724036,0.0588442195298682,0.7556807785370152,11.690234316765563,20.0,17.23738480466218,51.948269619343435,2.0,0.12489538691450888
1,1,7,1,2,Budhanilkantha,8.0,Bhangal,23000000.0,3.93,1620.06,10.0,13.0,800.0,7000.0,50.0,1330.0,110.0,320.0,50.0,330.0,6500.0,2010.0,0,17.308560783984085,17.57755518264029,1.5953389880545987,7.39083553523944,1.2044675168256764,0.060752619249936315,0.8705743292643626,11.790888083666857,13.0,17.308560783984085,140.6204414611223,0.2727272727272727,0.1314684552281118
1,1,2,1,2,Tokha,3.0,Tokha,17500000.0,2.5,941.18,7.0,13.0,700.0,7000.0,150.0,1400.0,280.2,300.0,300.0,270.0,6500.0,2360.0,1,17.23738480466218,17.31608987311448,1.252762968495368,6.848196339124917,1.099991234477721,0.06016612295389055,0.7044788606473835,8.579166774641244,13.0,17.23738480466218,51.948269619343435,0.375,0.1287524824573323
1,1,0,1,1,Gokarneshwor,8.0,Gokarneshwor,28500000.0,3.25,1540.13,1.0,14.0,200.0,4200.0,300.0,840.3,350.0,500.0,200.0,1000.0,2000.0,4000.0,0,17.123238757930928,17.218882479495953,1.4469189829363254,7.3402711925666155,1.3846198797550149,0.0601056266951034,0.7229689248219743,10.620777728425296,14.0,17.123238757930928,137.75105983596762,1.0,0.12056473085830295
1,1,0,0,0,Kathmandu,13.0,Chhauni,78000000.0,6.0,1369.0,2.0,20.0,780.0,5800.0,246.0,1260.0,260.0,600.0,186.0,900.0,5330.0,500.0,0,17.518114019064495,17.620749917248713,1.9459101490553132,7.222566018822171,0.6666666666666666,0.06719350090965252,0.70251961104704,14.054464518248091,20.0,17.518114019064495,229.06974892423327,0.3333333333333333,0.1608594760130434
1,1,4,0,1,Kathmandu,31.0,Mid Baneshowr,42500000.0,3.75,1368.94,30.0,18.0,500.0,1000.0,100.0,1000.0,100.0,200.0,300.0,300.0,5000.0,1000.0,0,17.702555079725183,17.620749917248713,1.55814461804655,7.222522222242676,1.0666199172145119,0.07237194197382685,0.7694376311116533,11.253734129309034,18.0,17.702555079725183,546.24324743471,0.06451612903225806,0.1447438839476537
1,1,0,0,0,Kathmandu,7.0,Chabahil,140000000.0,15.0,1369.0,15.0,14.0,300.0,1440.0,300.0,500.0,300.0,500.0,100.0,300.0,700.0,200.0,0,17.79165976437607,17.620749917248713,2.772588722239781,7.222566018822171,0.26666666666666666,0.07951402614916431,0.7423391386181715,20.025205089418627,14.0,17.79165976437607,123.34524942074098,0.0625,0.18856166434639035
1,1,0,0,0,Kathmandu,6.0,Boudha,50000000.0,6.0,2738.0,11.0,14.0,1000.0,7000.0,500.0,2000.0,200.0,700.0,400.0,400.0,1000.0,1300.0,0,17.59922035638424,17.620749917248713,1.9459101490553132,7.915348169263078,1.3333333333333333,0.062403676985789434,0.6609995980906824,15.402556335875417,14.0,17.59922035638424,105.72449950349227,0.08333333333333333,0.13945273350666237
1,1,4,1,2,Budhanilkantha,11.0,Kapan,16500000.0,3.0,855.625,5.0,13.0,3000.0,6000.0,50.0,4240.0,250.0,3000.0,50.0,620.0,5500.0,1910.0,0,17.289342158205557,17.57755518264029,1.3862943611198906,6.753000249905988,0.8333333333333334,0.06151929271278172,0.8145455815350466,9.361646167085883,13.0,17.289342158205557,193.35310700904319,0.5,0.13235598244802624
1,1,0,1,1,Budhanilkantha,6.0,Budhanilkantha,35000000.0,5.0,1197.87,3.0,13.0,300.0,5000.0,100.0,500.0,200.0,500.0,300.0,600.0,4000.0,8000.0,0,17.65948418097955,17.57755518264029,1.791759469228055,7.089134725462836,0.6999970781592403,0.05712746542281154,0.7556807785370152,12.702024272981465,13.0,17.65948418097955,105.46533109584173,0.5,0.1112678527400893
1,1,2,1,2,Budhanilkantha,11.0,Kapan,33500000.0,5.0,3950.0,1.0,13.0,3000.0,6000.0,50.0,4240.0,250.0,3000.0,50.0,620.0,5500.0,1910.0,1,17.289342158205557,17.57755518264029,1.791759469228055,8.281723990411392,2.308254200146092,0.06151929271278172,0.8145455815350466,14.838857381352764,13.0,17.289342158205557,193.35310700904319,1.5,0.13235598244802624
1,1,1,0,2,Budhanilkantha,4.0,Budhanilkantha,38500000.0,5.0,1026.75,3.0,13.0,800.0,7000.0,100.0,3000.0,100.0,500.0,100.0,800.0,6000.0,3000.0,0,17.65948418097955,17.57755518264029,1.791759469228055,6.935127225777988,0.6,0.05931019003388399,0.7996065645467056,12.426079877089,13.0,17.65948418097955,70.31022073056116,0.75,0.12489538691450888
