title,location_raw,floors,price_npr,land_size_aana,buildup_area_sqft,road_width_feet,facing,built_year_bs,built_year_ad,house_age,parking_cars,parking_bikes,bedrooms,bathrooms,amenities,district
Brand new house for sale in Boudha,"Bouddha, Kathmandu",2.5,29500000.0,4.0,,18.0,East,2078.0,2021.0,4.0,,,6.0,4.0,"Parquet, Marbel, Parking, Drainage, Bathroom, Drinking Water",Kathmandu
Residential house for sale at Sanothimi,"Sano thimi, Bhaktapur",3.5,21500000.0,3.2,1883.0,16.0,North-West,2077.0,2020.0,5.0,,,5.0,3.0,"Drainage, Bathroom, Drinking Water, Parking",Bhaktapur
Bungalow house for sale at Dhumbarahi,"Dhumbarahi, Kathmandu",2.5,95000000.0,10.0,,17.5,North-West,2068.0,2011.0,14.0,,,4.0,4.0,"Drainage, Bathroom, Drinking Water, Parking",Kathmandu
House for rent at Buddhanagar,"Buddhanagar, Kathmandu",3.5,128000.0,7.0,,20.0,South,2077.0,2020.0,5.0,,,4.0,3.0,"Drainage, Bathroom, Drinking Water, Parking, Power Backup",Kathmandu
House for sale in Satungal,"Satungal, Kathmandu",2.5,18500000.0,3.2,,13.0,West,2059.0,2002.0,23.0,,,6.0,4.0,"Bathroom, Drinking Water, Drainage, Parking, Parquet",Kathmandu
Beautiful house for sale in Gurjudhara ,"Gurjudhara, Kathmandu",2.5,16500000.0,2.5,,13.0,West,2078.0,2021.0,4.0,,,5.0,3.0,"Parking, Bathroom, Drinking Water, Drainage",Kathmandu
Brand new house for sale in Naikap,"Naikap, Kathmandu",2.5,21000000.0,3.1,,13.0,South,2074.0,2017.0,8.0,,,4.0,4.0,"Parking, Bathroom, Drinking Water",Kathmandu
Beautiful house for sale in Dhungeadda,"Dhungeadda, Kathmandu",2.5,33000000.0,3.5,,13.0,North,2078.0,2021.0,4.0,,,5.0,4.0,"Bathroom, Drinking Water, Parking, Drainage, Power Backup, Garden, Parquet, Marbel",Kathmandu
"Bunglow for sale near Grande Hospital, Tokha, Kathmandu","Grande Hospital, Kathmandu",2.5,70000000.0,8.2,1711.25,18.0,West,2074.0,2017.0,8.0,,,5.0,6.0,"Earthquake Resistant, Parquet, CC Camera, Power Backup, Parking, Drinking Water, Bathroom, Drainage, Power Backup, Water Purifier, Garden",Kathmandu
Brand new house for sale in Golfutar,"Golfutar, Kathmandu",2.5,29500000.0,5.1,,12.0,East,2072.0,2015.0,10.0,,,6.0,3.0,"Parking, Drainage, Bathroom, Drinking Water, Marbel",Kathmandu
House for sale at Sukedhara,"Sukedhara, Kathmandu",2.5,30000000.0,4.0,,12.0,South,2077.0,2020.0,5.0,,,4.0,4.0,"Drainage, Bathroom, Drinking Water, Parking, Marbel",Kathmandu
Brand new house for sale in Chandol,"Chandol, Kathmandu",,90000000.0,9.0,,26.0,East,2075.0,2018.0,7.0,,,,,"Drainage, Bathroom, Drinking Water, Parking, Power Backup, Marbel",Kathmandu
Beautiful house for rent in Baluwatar,"Baluwatar, Kathmandu",1.0,175000.0,32.0,2700.0,45.0,,2078.0,2021.0,4.0,,,4.0,3.0,"Marbel, Sofa, Power Backup, Dining Room, AirCon, Garden, Bed Room, Parking, Playground, Drainage, Bathroom",Kathmandu
Residential House on Sale at Gatthaghar,"Gatthaghar, Bhaktapur",3.5,30000000.0,4.0,2500.0,13.0,West,2075.0,2018.0,7.0,,,5.0,5.0,"Earthquake Resistant, Marbel, Power Backup, Parking, Drinking Water, Bathroom, Drainage, Power Backup",Bhaktapur
"New house for sale at Pasikot, Budhanilkantha","Pasikot, Kathmandu",2.5,36000000.0,5.0,,13.0,North,2077.0,2020.0,5.0,,,5.0,4.0,"Parking, Marbel, Drainage, Bathroom, Drinking Water, Earthquake Resistant, Modular Kitchen, Internet, Parquet",Kathmandu
"Duplex house on sale in Magargaun, Bhaisepati","Bhaisepati, Lalitpur",3.5,49500000.0,5.3,3200.0,16.0,North-East,2075.0,2018.0,7.0,,,7.0,8.0,"Drainage, Bathroom, Drinking Water, Garden, Parking, Internet, Marbel",Lalitpur
Full furnished bungalow on rent in Sitapaila,"Sitapaila, Kathmandu",2.5,400000.0,48.0,,13.0,South-East,2071.0,2014.0,11.0,,,5.0,4.0,"Garden, Drainage, Bathroom, Drinking Water, Marbel, AirCon, Playground, Power Backup, Power Backup, Swimming Pool",Kathmandu
"House on sale in Suryakot Marga, Koteshwor","Koteshwor, Kathmandu",3.5,60000000.0,9.2,,20.0,South-East,2078.0,2021.0,4.0,,,7.0,4.0,"Marbel, Drainage, Bathroom, Drinking Water, Power Backup, Parking, Garden",Kathmandu
"House on sale in Jyotinagar, Kapan","Jyotinagar, Kathmandu",2.5,28800000.0,4.1,,16.0,,2076.0,2019.0,6.0,,,,,"Drainage, Bathroom, Drinking Water, Marbel, Power Backup, Parking, Internet",Kathmandu
Brand new full furnished house on sale in Mahankal,"Panitanki, Kathmandu",3.5,37000000.0,4.0,,14.0,East,2068.0,2011.0,14.0,,,8.0,7.0,"Drainage, Bathroom, Drinking Water, Parking, Earthquake Resistant, Marbel",Kathmandu
"House for sale at Bhangal, Kapan","Bhangal , Kathmandu",2.5,21000000.0,3.2,,13.0,,2077.0,2020.0,5.0,,,,,"Drainage, Bathroom, Drinking Water, Power Backup, Internet, Marbel",Kathmandu
Brand new house for sale at Baluwakhani,"Baluwakhani, Kathmandu",2.5,33500000.0,5.0,,14.0,East,2059.0,2002.0,23.0,,,,,"Bathroom, Drinking Water, Drainage, Parking, Power Backup, Internet",Kathmandu
"Brand new house on sale in Nikhileshwor Colony, Baluwakhani","Nikhileshwor, Kathmandu",2.5,24000000.0,3.2,,16.0,West,2070.0,2013.0,12.0,,,5.0,4.0,"Earthquake Resistant, Power Backup, Bathroom, Drinking Water, Drainage, Parking",Kathmandu
"House on sale near Transport Office, Gurjudhara","Gurjudhara, Kathmandu",2.5,29000000.0,6.0,2870.0,10.0,South-East,2076.0,2019.0,6.0,,,5.0,3.0,"Parking, Marbel, Bathroom, Drainage, Drinking Water",Kathmandu
House for sale at Naikap,"Naikap, Kathmandu",1.0,8500000.0,3.1,650.0,32.0,West,2074.0,2017.0,8.0,,,2.0,1.0,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
House for sale at Baniyatar,"Baniyatar, Kathmandu",2.5,19500000.0,3.0,,12.0,West,2060.0,2003.0,22.0,,,4.0,4.0,"Bathroom, Drainage, Marbel, Parking",Kathmandu
"New house on sale in Kapan, Paiyutar","Paiyuntar, Kathmandu",1.0,13500000.0,3.2,,13.0,East,2070.0,2013.0,12.0,,,2.0,1.0,"Bathroom, Drainage, Earthquake Resistant, Marbel, Parking",Kathmandu
"Brand new full furnished house for sale in Padamsal, Tarkeshwor","Padamsal, Kathmandu",3.0,24000000.0,3.2,,13.0,West,2078.0,2021.0,4.0,,,5.0,4.0,"Bathroom, Drainage, Parking, Drinking Water, Power Backup, Parquet, Power Backup, Dining Room, Modular Kitchen, Sofa, Marbel",Kathmandu
Home for sale at Imadol,"Imadol, Lalitpur",2.0,17000000.0,2.2,,13.0,South,2077.0,2020.0,5.0,,,3.0,3.0,"Earthquake Resistant, Marbel, Power Backup, Drinking Water, Power Backup, TV, Parking, Modular Kitchen, Bathroom, Drainage",Lalitpur
House for sale in Dhalko,"Khichapokhari, Kathmandu",4.0,35500000.0,5.3,,10.0,West,2065.0,2008.0,17.0,,,7.0,4.0,"Drinking Water, Drainage, Bathroom, Parking",Kathmandu
Houses on sale in Land price in Galkopakha,"Galkopakha, Kathmandu",,1.1,38.0,9000.0,65.0,West,,,,,,,,"Drainage, Bathroom, Drinking Water, Parking, Garden",Kathmandu
"House on Sale at 2km from Machapokhari, Balaju","Paiyatar, Kathmandu",2.5,17500000.0,3.0,1026.75,13.0,South-East,2070.0,2013.0,12.0,,,11.0,3.0,"Marbel, Parquet, Fridge, Sofa, Dining Room, Water Purifier, Washing Machine, Bed Room, Iron, Internet, Drinking Water",Kathmandu
House for sale in Boudha,"Bouddha, Kathmandu",4.0,67500000.0,9.2,,11.0,North-East,2068.0,2011.0,14.0,,,8.0,6.0,"Parquet, Fridge, Sofa, Power Backup, Dining Room, MiCrowave, AirCon, Water Purifier, Washing Machine, Bed Room, Iron",Kathmandu
Beautiful bungalow on rent in Bhaisepati,"Bhaisepati, Lalitpur",3.5,75000.0,3.2,,20.0,North-West,2072.0,2015.0,10.0,,,4.0,5.0,"Drinking Water, Bathroom, Drainage, Parking, Garden, Internet, Power Backup",Lalitpur
"Bungalow on rent in Continental Homes, Narayantar","Narayantar, Kathmandu",2.5,60000.0,6.0,2000.0,15.0,North,2077.0,2020.0,5.0,,,4.0,4.0,"Marbel, AirCon, Power Backup, Bathroom, Drainage, Drinking Water, Parking, Garden",Kathmandu
Commercial building on sale at Putalisadak,"Putalisadak, Kathmandu",5.5,44000000.0,1.2,3848.92,10.0,West,2061.0,2004.0,21.0,,,,7.0,"Bathroom, Drainage",Kathmandu
"House on sale near American Embassy, Maharajgunj","Maharajgunj, Kathmandu",3.0,75000000.0,8.1,,14.0,East,2074.0,2017.0,8.0,,,6.0,8.0,"Drainage, Bathroom, Drinking Water, Garden, Parking",Kathmandu
Beautiful house on sale in Lubhu,"Lubhu, Lalitpur",2.5,29000000.0,3.0,1040.0,20.0,South,2078.0,2021.0,4.0,,,4.0,3.0,"Earthquake Resistant, Parquet, Dining Room, MiCrowave, Water Purifier, Bed Room, Garden, Modular Kitchen, Parking, Playground, Internet",Lalitpur
"Brand new house on sale near Karuna Hospital, Bhangal","Bhangal , Kathmandu",2.5,17500000.0,3.0,,13.0,North-West,2072.0,2015.0,10.0,,,4.0,4.0,"Drainage, Bathroom, Drinking Water, Parking",Kathmandu
Full furnished house on sale in Bhangal,"Bhangal , Kathmandu",2.5,21000000.0,3.2,,20.0,North,2077.0,2020.0,5.0,,,4.0,5.0,"Drinking Water, Bathroom, Drainage, Marbel, Parking",Kathmandu
Brand new house on sale in Jyotinagar,"Jyotinagar, Kathmandu",2.5,33500000.0,5.3,,13.0,West,2075.0,2018.0,7.0,,,4.0,4.0,"Parquet, Marbel, Drinking Water, Bathroom, Drainage, Parking",Kathmandu
Residential house for sale at Dhapasi,"Dhapasi, Kathmandu",2.5,19500000.0,3.0,,12.0,East,2071.0,2014.0,11.0,,,5.0,3.0,"Drinking Water, Bathroom, Drainage, Parking",Kathmandu
Full furnished house for sale in Hattiban,"Hattiban, Lalitpur",3.0,50000000.0,5.5,2100.0,16.0,South,2078.0,2021.0,4.0,,,5.0,4.0,"Earthquake Resistant, Marbel, Parquet, Sofa, Dining Room, Power Backup, Bed Room, Modular Kitchen, Parking, Playground, Drinking Water",Lalitpur
Beautiful bungalow on sale in Nakhipot,"Nakhipot, Lalitpur",3.0,60000000.0,8.2,1711.25,15.0,South-East,2075.0,2018.0,7.0,,,6.0,6.0,"Earthquake Resistant, Power Backup, Garden, Drinking Water, Parking, Drainage, Bathroom, Marbel",Lalitpur
House on rent in Purano Naikap,"Purano Naikap, Kathmandu",3.0,60000.0,6.57,2250.0,13.0,South-West,,,,,,,,"Bathroom, Drainage, Parking",Kathmandu
"Modern designed house on sale in Megha City, Tokha","Megha City, Kathmandu",3.5,29900000.000000004,3.2,3000.0,13.0,South-East,2075.0,2018.0,7.0,,,5.0,5.0,"Bathroom, Drainage, Parking, Marbel, Drinking Water, Water Purifier, Garden, Earthquake Resistant, Power Backup",Kathmandu
Residential house for sale in Sitapaila,"Sitapaila, Kathmandu",2.5,20000000.0,3.0,,11.0,,,,,,,,,"Drainage, Bathroom, Drinking Water, Parking, Marbel",Kathmandu
"House on sale in Setipakha, Imadol","Setipakha, Lalitpur",2.5,22500000.0,4.1,,12.0,South,,,,,,,,"Bathroom, Drainage, Marbel, Parking",Lalitpur
Bungalow house on sale in Jarankhu,"Jarankhu, Kathmandu",2.5,65000000.0,16.0,,12.0,West,2077.0,2020.0,5.0,,,5.0,3.0,"Drinking Water, Bathroom, Drainage, Parking, Garden, Power Backup, Marbel",Kathmandu
Exclusive property for sale in Boudha,"Bouddha, Kathmandu",4.0,200000000.0,11.0,,12.0,West,,,,,,,,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
Beautiful spacious semi bunglow on sale at Pasikot,"Pasikot, Kathmandu",2.5,24000000.0,4.0,2000.0,20.0,South-East,2074.0,2017.0,8.0,,,5.0,2.0,"Earthquake Resistant, Marbel, Power Backup, Garden, Modular Kitchen, Parking, Bathroom, Drainage, Internet, Drinking Water, TV",Kathmandu
Full furnished residential house for sale at Jaya Bageshwori,"Jaya Bageshwori, Kathmandu",3.0,38500000.0,4.0,3100.0,18.0,North,2061.0,2004.0,21.0,,,5.0,5.0,"Marbel, Fridge, Sofa, Power Backup, Dining Room, AirCon, Bed Room, Parking, TV, Drinking Water, Internet",Kathmandu
Beautiful house on sale in Sallaghari,"Sallaghari, Bhaktapur",2.5,37500000.0,6.1,,20.0,North-East,2074.0,2017.0,8.0,,,4.0,4.0,"Drinking Water, Bathroom, Drainage, Parking, Marbel",Bhaktapur
Bungalow house on sale in Golfutar height,"Golfutar, Kathmandu",2.5,110000000.0,9.0,,12.0,South,2078.0,2021.0,4.0,,,4.0,3.0,"Drainage, Bathroom, Garden, Drinking Water, Parking, Marbel, Parquet",Kathmandu
Brand new bungalow house on sale in Dhungedhara,"Dhungedhara, Kathmandu",2.5,55000000.0,6.0,,13.0,South-East,2072.0,2015.0,10.0,,,5.0,3.0,"Marbel, Bathroom, Drainage, Parking",Kathmandu
House on sale in land price in Raniban,"Raniban, Kathmandu",2.5,3500000.0,32.0,,18.0,West,2077.0,2020.0,5.0,,,5.0,3.0,"Garden, Bathroom, Drainage, Parking, Drinking Water, Marbel",Kathmandu
House for rent at Chundevi height,"Chundevi, Kathmandu",2.5,750000.0,48.0,,13.0,,2075.0,2018.0,7.0,,,4.0,4.0,"Drainage, Parquet, Parking, Garden, Marbel",Kathmandu
Beautiful house for sale at Kapan,"Kapan, Kathmandu",4.0,25000000.0,3.0,,10.0,North-East,2071.0,2014.0,11.0,,,,,"Power Backup, Washing Machine, Water Purifier, Modular Kitchen, Parking, Bed Room, Sofa, Marbel, Bathroom, Drainage",Kathmandu
"Beautiful house on sale at Dhaneshwor, Tokha","Dhaneshwor, Kathmandu",1.0,13500000.0,3.0,968.752,13.0,East,2075.0,2018.0,7.0,,,2.0,1.0,"Earthquake Resistant, Marbel, Water Purifier, Parking, Drinking Water, Bathroom, Drainage",Kathmandu
"House on sale in Tulsipur, Dang","Tulsipur, Dang",1.0,8000000.0,8.3,,20.0,North,2072.0,2015.0,10.0,,,2.0,2.0,"Marbel, Drainage, Bathroom, Drinking Water, Parking",Unknown
Full furnished house for sale at Bafal,"Bafal, Kathmandu",2.5,70000000.0,9.2,3000.0,13.0,East,2060.0,2003.0,22.0,,,3.0,4.0,"Marbel, Parking, Drinking Water, Bathroom, Drainage, Sofa, Bed Room",Kathmandu
Residential house for sale at Baluwatar,"Baluwatar, Kathmandu",5.0,40000000.0,3.1,2700.0,14.0,East,2076.0,2019.0,6.0,,,3.0,5.0,"Marbel, Parquet, Drainage, Bathroom, Drinking Water, Parking",Kathmandu
"House for sale at Srijananagar, Bhaktapur","Srijananagar, Bhaktapur",3.0,22500000.0,3.2,1026.75,20.0,North-West,2069.0,2012.0,13.0,,,7.0,3.0,"Marbel, Modular Kitchen, Parking, Drinking Water, Bathroom, Drainage, Earthquake Resistant, Internet, Power Backup",Bhaktapur
Houses for sale at Baniyatar,"Baniyatar, Kathmandu",,65000000.0,7.0,,15.0,North,,,,,,,,"Drinking Water, Bathroom, Drainage",Kathmandu
House for sale in Bagdol,"Bagdol, Lalitpur",2.5,29000000.0,5.0,,15.0,South,2072.0,2015.0,10.0,,,4.0,4.0,"Marbel, Parking, Drinking Water, Bathroom, Modular Kitchen, Drainage",Lalitpur
Brand new house on sale in Baluwakhani,"Baluwakhani, Kathmandu",2.5,26000000.0,4.2,,15.0,North,2077.0,2020.0,5.0,,,5.0,4.0,"Drinking Water, Bathroom, Drainage, Parking, Marbel",Kathmandu
Brand new house on sale at Ekatabasti,"Ekatabasti, Kathmandu",2.5,33000000.0,5.3,,13.0,South,2075.0,2018.0,7.0,,,3.0,3.0,"Bathroom, Drainage, Drinking Water, Parking",Kathmandu
House on sale in Mandikhatar Phaat,"Mandikhatar, Kathmandu",2.5,21000000.0,3.0,,13.0,North,2071.0,2014.0,11.0,,,6.0,5.0,"Drinking Water, Bathroom, Drainage, Parking",Kathmandu
"House for sale at Bhangal, Budhanilkantha","Bhangal , Kathmandu",2.5,23500000.0,4.0,,16.0,East,2075.0,2018.0,7.0,,,4.0,4.0,"Parking, Drinking Water, Bathroom, Drainage, Marbel",Kathmandu
"House for sale near Karuna Hospital, Kapan","Kapan, Kathmandu",1.0,11200000.000000002,3.0,,10.0,East,2072.0,2015.0,10.0,,,2.0,1.0,"Drinking Water, Bathroom, Drainage, Parking",Kathmandu
"House on sale at Bhangal, Budhanilkantha","Bhangal , Kathmandu",1.0,13500000.0,3.2,,13.0,North-West,2060.0,2003.0,22.0,,,2.0,1.0,"Drinking Water, Drainage, Parking",Kathmandu
"House for sale near Ekatabasti road, Sukedhara","Sukedhara, Kathmandu",2.5,17000000.0,2.2,,13.0,North,2076.0,2019.0,6.0,,,4.0,4.0,"Earthquake Resistant, Marbel, Bathroom, Drainage, Parking, Internet",Kathmandu
Residential house for sale in Lubhu,"Lubhu, Lalitpur",2.5,15000000.0,3.1,201.66,11.0,South,2069.0,2012.0,13.0,,,5.0,3.0,"Drainage, Bathroom, Parking",Lalitpur
"House on sale at Ram Mandir, Kapan","Ram Mandir, Kathmandu",4.0,37500000.0,3.5,,26.0,North-East,2077.0,2020.0,5.0,,,5.0,4.0,"Earthquake Resistant, Marbel, Drainage, Drinking Water, Parking, Bathroom",Kathmandu
Land and building for sale at Sanothimi highway,"Sano thimi, Bhaktapur",4.0,50000000.0,8.0,1500.0,20.0,East,2065.0,2008.0,17.0,,,6.0,6.0,"Bathroom, Drainage, Drinking Water",Bhaktapur
Villa on sale in Chapali Budhanilkantha,"Chapali, Kathmandu",2.5,39000000.0,5.0,,18.0,North,2071.0,2014.0,11.0,,,6.0,8.0,"Drainage, Bathroom, Drinking Water, Internet, Parking, Garden",Kathmandu
"House on sale in Aakasedhara, Kapan","Aakasedhara, Kathmandu",2.5,19000000.0,4.0,,10.0,North,2071.0,2014.0,11.0,,,5.0,3.0,"Parking, Drinking Water, Bathroom, Drainage",Kathmandu
"House on sale in Paiyatar, Tarkeshwor","Paiyatar, Kathmandu",2.5,22000000.0,4.2,,12.0,East,2077.0,2020.0,5.0,,,6.0,4.0,"Earthquake Resistant, Marbel, Fridge, Sofa, Dining Room, Water Purifier, Bed Room, Garden, Modular Kitchen, Parking, Internet",Kathmandu
"Commercial house for rent in Chabahil, Shantigoreto","Chabahil, Kathmandu",,200000.0,7.6,2600.0,16.0,South,,,,,,,,"Bathroom, Drainage, Parking, Drinking Water",Kathmandu
"Bungalow house for sale at Ganesh Chowk, Budhanilkantha","Ganesh Chowk, Kathmandu",2.5,32500000.0,4.2,,13.0,South,2075.0,2018.0,7.0,,,4.0,4.0,"Drinking Water, Drainage, Parking, Bathroom, Parquet",Kathmandu
"House on sale near Gothatar Bridge, Nayabasti","Naya Basti, Kathmandu",3.0,28000000.0,5.0,,10.0,East,2078.0,2021.0,4.0,,,7.0,5.0,"Parking, Drinking Water, Bathroom, Drainage",Kathmandu
House for sale near Thankot Highway,"Thankot, Kathmandu",2.5,16500000.0,4.0,,13.0,North,2078.0,2021.0,4.0,,,4.0,4.0,"Drinking Water, Drainage, Parking, Marbel",Kathmandu
House for rent or sale in Hattiban,"Hattiban, Lalitpur",1.0,38000000.0,9.0,1400.0,20.0,South-West,2074.0,2017.0,8.0,,,2.0,2.0,"Marbel, Bathroom, Drinking Water, Drainage, Garden, Parking, Internet",Lalitpur
Full furnished house on sale in Hattiban,"Hattiban, Lalitpur",2.5,32500000.0,3.2,,20.0,West,2078.0,2021.0,4.0,,,3.0,3.0,"Bathroom, Drainage, Parking, Marbel",Lalitpur
House for sale in Gaurighat,"Gaurighat, Kathmandu",5.0,60000000.0,7.0,4148.0,10.0,South,2077.0,2020.0,5.0,,,9.0,7.0,"Drinking Water, Bathroom, Drainage, Parking",Kathmandu
Residential house on sale in Lolang Height,"Lolang, Kathmandu",2.0,15500000.0,3.0,,18.0,North,2068.0,2011.0,14.0,,,6.0,3.0,"Drainage, Drinking Water, Bathroom, Parking, Marbel",Kathmandu
Brand new residential house for sale in Goldhunga,"Goldhunga, Kathmandu",2.0,15000000.0,3.0,,13.0,South,2065.0,2008.0,17.0,,,5.0,4.0,"Bathroom, Drinking Water, Drainage, Parking",Kathmandu
Bungalow house on sale at Pasikot,"Pasikot, Kathmandu",2.0,75000000.0,12.0,,12.0,North,2075.0,2018.0,7.0,,,3.0,3.0,"Marbel, Bathroom, Drinking Water, Drainage, Parking",Kathmandu
Bungalow house for sale at Pasikot,"Pasikot, Kathmandu",3.5,60000000.0,9.0,5000.0,16.0,East,2078.0,2021.0,4.0,,,6.0,5.0,"Drainage, Bathroom, Drinking Water, Parking",Kathmandu
"House on sale at Sahayoginagar, Koteshwor","Koteshwor, Kathmandu",2.5,27500000.0,2.2,,12.0,East,2078.0,2021.0,4.0,,,6.0,4.0,"Marbel, Drainage, Bathroom",Kathmandu
Residential house for sale at Bhangal,"Bhangal , Kathmandu",2.5,22000000.0,4.1,,13.0,North-West,2075.0,2018.0,7.0,,,5.0,4.0,"Drainage, Bathroom, Drinking Water, Parking, Marbel, Power Backup",Kathmandu
"House on sale near Saibaba Chowk, Tokha","Sai Baba chowk, Kathmandu",2.5,25000000.0,4.0,,13.0,East,2078.0,2021.0,4.0,,,6.0,3.0,"Drinking Water, Bathroom, Drainage, Parking, Power Backup, Marbel",Kathmandu
"House on sale located at Dhapasi, Greenland","Greenland Chowk, Kathmandu",2.5,45000000.0,9.0,,10.0,East,2077.0,2020.0,5.0,,,7.0,4.0,"Earthquake Resistant, Marbel, Parquet, Fridge, Power Backup, Dining Room, Bed Room, Garden, Playground, Parking, Bathroom",Kathmandu
"House for sale near Bajrabarahi, Godawari","Bajrabarahi, Lalitpur",,5300000.0,2.3,,20.0,East,,,,,,,,"Bathroom, Drinking Water, Drainage",Lalitpur
"House on sale near Fresh Farms, Sundarbasti","Sundarbasti, Kathmandu",2.5,20000000.0,3.2,,12.0,South,2071.0,2014.0,11.0,,,6.0,3.0,"Marbel, Parquet, Drainage, Bathroom, Parking",Kathmandu
"House for sale near Sheetal Height, Imadol","Imadol, Lalitpur",2.5,21000000.0,3.0,,20.0,East,2075.0,2018.0,7.0,,,5.0,4.0,"Bathroom, Drainage, Parking, Marbel",Lalitpur
"House for sale in Chapali, Budhanilkantha","Chapali, Kathmandu",2.5,44000000.0,5.0,,12.0,North-West,2078.0,2021.0,4.0,,,5.0,4.0,"Parquet, Bathroom, Drinking Water, Drainage, Parking, Power Backup",Kathmandu
"House for sale at Vinayak Colony, Bhaisepati","Bhaisepati, Lalitpur",2.5,40000000.0,4.0,,16.0,North,2078.0,2021.0,4.0,,,3.0,3.0,"Drinking Water, Bathroom, Drainage, Parking, Power Backup, Playground, Swimming Pool, Marbel",Lalitpur
Bunglow house for rent in Naya Thimi,"Naya Thimi, Bhaktapur",2.0,150000.0,14.0,,20.0,East,,,,,,6.0,4.0,"Parquet, Marbel, Drinking Water, Bathroom, Parking, Garden",Bhaktapur
"Bungalow house for rent in Aakasedhara, Kapan","Aakasedhara, Kathmandu",2.5,120000.0,8.3,2800.0,20.0,North-East,,,,,,5.0,4.0,"Bathroom, Drainage, Parking, Garden, Marbel",Kathmandu
"Commercial building for rent in Thado Dhunga, Lalitpur","Thado Dhunga, Lalitpur",4.0,400000.0,9.0,6400.0,13.0,East,2068.0,2011.0,14.0,,,,7.0,"Power Backup, Marbel, Bathroom, Drainage, Parking, Drinking Water, Earthquake Resistant",Lalitpur
"House on sale near Awas Marga, Bhaisepati","Bhaisepati, Lalitpur",2.5,36000000.0,5.0,,15.0,East,2058.0,2001.0,24.0,,,4.0,4.0,"Power Backup, Parquet, Drainage, Bathroom, Parking, Internet",Lalitpur
"House on sale near Chundevi Temple, Katunje","Katunje, Bhaktapur",4.0,25000000.0,4.0,1026.75,14.0,East,2075.0,2018.0,7.0,,,7.0,,"Earthquake Resistant, Marbel, Internet, Drinking Water, Bathroom, TV, Drainage, Parking, Garden, Power Backup",Bhaktapur
"House for sale near Downtown Residency, Imadol","Imadol, Lalitpur",2.5,18000000.0,2.3,,13.0,North,2078.0,2021.0,4.0,,,4.0,3.0,"Bathroom, Drainage, Garden, Parking, Internet, Marbel",Lalitpur
House for sale in Saraswotinagar,"Saraswotinagar, Kathmandu",2.5,40000000.0,7.0,,13.0,North-East,2078.0,2021.0,4.0,,,4.0,4.0,"Marbel, Bathroom, Drinking Water, Drainage, Garden, Parking",Kathmandu
Brand new house on sale in Imadol,"Imadol, Lalitpur",2.5,23500000.0,3.2,,16.0,East,2074.0,2017.0,8.0,,,6.0,4.0,"Drainage, Bathroom, Parking, Internet, Garden, Marbel",Lalitpur
Bungalow house for sale in Banasthali,"Banasthali, Kathmandu",2.5,70000000.0,11.0,,20.0,East,2078.0,2021.0,4.0,,,4.0,5.0,"Drinking Water, Bathroom, Drainage, Parking, Marbel",Kathmandu
"Luxurious villa for rent in Awas Marga, Bhaisepati","Bhaisepati, Lalitpur",2.5,200000.0,17.0,5476.0,30.0,North,2077.0,2020.0,5.0,,,6.0,4.0,"Bathroom, Drinking Water, Drainage, Garden, Parking, Internet, Parquet, Marbel, Modular Kitchen",Lalitpur
Bungalow on sale in Bhimsengola,"Bhimsengola, Kathmandu",2.5,65000000.0,7.2,,16.0,North,2068.0,2011.0,14.0,,,4.0,4.0,"Marbel, Bathroom, Drinking Water, Drainage, Parking, Garden",Kathmandu
"Bungalow on sale in Special Chowk, Budhanilkantha","Special chowk, Kathmandu",2.5,62500000.0,10.0,,12.0,North-East,2077.0,2020.0,5.0,,,5.0,3.0,"Drinking Water, Bathroom, Drainage, Parking",Kathmandu
Brand new house on sale in Chandol,"Chandol, Kathmandu",2.5,34000000.0,4.0,,16.0,West,2078.0,2021.0,4.0,,,4.0,3.0,"Parquet, Marbel, Bathroom, Drinking Water, Drainage, Parking, Power Backup",Kathmandu
Bungalow house for rent at Bhaisepati,"Bhaisepati, Lalitpur",2.0,300000.0,39.0,,15.0,North,2078.0,2021.0,4.0,,,4.0,2.0,"Bathroom, Drinking Water, Drainage, Garden, Parking",Lalitpur
"House for sale near SBI Bank, Bhaisepati","Bhaisepati, Lalitpur",2.5,24500000.0,3.2,,13.0,North,2074.0,2017.0,8.0,,,4.0,5.0,"Marbel, Bathroom, Drinking Water, Drainage, Parking",Lalitpur
House on sale at Hattiban,"Hattiban, Lalitpur",2.5,26000000.0,6.1,,15.0,South,2078.0,2021.0,4.0,,,8.0,3.0,"Bathroom, Drinking Water, Drainage, Parking",Lalitpur
Brand new house for sale in Kadaghari,"Kadaghari, Kathmandu",2.5,24000000.0,3.0,,13.0,South-West,2078.0,2021.0,4.0,,,6.0,3.0,"Bathroom, Drinking Water, Drainage, Parking",Kathmandu
House for sale at Machhapokhari,"Machhapokhari, Kathmandu",2.5,49000000.0,7.0,,12.0,North,2078.0,2021.0,4.0,,,6.0,3.0,"Drainage, Bathroom, Parking",Kathmandu
"House for sale at Sundarbasti, Bhangal","Bhangal , Kathmandu",2.5,18500000.0,3.1,,13.0,North-West,2074.0,2017.0,8.0,,,5.0,3.0,"Drainage, Bathroom, Drinking Water, Parking, Marbel",Kathmandu
