title,location_raw,floors,price_npr,land_size_aana,buildup_area_sqft,road_width_feet,facing,built_year_bs,built_year_ad,house_age,parking_cars,parking_bikes,bedrooms,bathrooms,amenities,district
"House for sale in Sundarbasti, Bhangal","Sundarbasti, Kathmandu",2.5,20000000.0,3.1,,13.0,North,2071.0,2014.0,11.0,,,5.0,5.0,"Drainage, Bathroom, Drinking Water, Parking, Marbel",Kathmandu
Bungalow for sale in Dhobighat,"Dhobighat, Lalitpur",3.0,35000000.0,3.0,,17.0,East,2062.0,2005.0,20.0,,,5.0,4.0,"Earthquake Resistant, Marbel, Parquet, Power Backup, Garden, Modular Kitchen, Parking, Internet, Bathroom, Drainage",Lalitpur
House for sale in Sipadol,"Sipadol, Bhaktapur",2.5,22000000.0,4.1,2472.35,13.0,South,2077.0,2020.0,5.0,,,5.0,3.0,"Earthquake Resistant, Marbel, Garden, Parking, Internet, Drinking Water, Bathroom",Bhaktapur
House for sale in Bansbari,"Bansbari, Kathmandu",2.5,52000000.0,7.2,,20.0,West,2076.0,2019.0,6.0,,,6.0,3.0,"Bathroom, Drinking Water, Drainage, Garden",Kathmandu
"House for sale in Gursingal, Kupandol","Kupandole, Lalitpur",3.5,80000000.0,17.2,,9.0,South-West,2076.0,2019.0,6.0,,,9.0,4.0,"Marbel, Bathroom, Drinking Water, Drainage, Garden, Parking",Lalitpur
House with business on sale at Kalopool,"Kalopool, Kathmandu",,60000000.0,9.1,1369.0,40.0,North,,,,,,,,"Bathroom, Drainage, Parking",Kathmandu
"House on sale in Tathali, Bhaktapur","Tathali, Bhaktapur",3.0,19000000.0,4.2,,12.5,North-West,2078.0,2021.0,4.0,,,8.0,3.0,"Bathroom, Drinking Water, Drainage, Parking",Bhaktapur
"House for sale in Bhatkepati, Kirtipur","Bhatkepati, Kathmandu",2.5,25000000.0,6.0,2045.0,20.0,North,2062.0,2005.0,20.0,,,4.0,4.0,"Drainage, Bathroom, Drinking Water, Parking",Kathmandu
"Commercial house for rent near British Camp, Manbhawan","Manbhawan, Lalitpur",3.0,119000.0,3.0,3000.0,17.5,South-East,2068.0,2011.0,14.0,,,,3.0,"Bathroom, Drainage",Lalitpur
"House for sale in Dadhikot, Bhaktapur","Dadhikot, Bhaktapur",3.5,25000000.0,4.0,2610.0,20.0,South-East,2078.0,2021.0,4.0,,,12.0,4.0,"Drainage, Drinking Water, Bathroom, Marbel",Bhaktapur
"Brand new house for rent near Saptarishi Temple, Bhaisepati","Bhaisepati, Lalitpur",2.5,150000.0,14.0,,20.0,South-East,2063.0,2006.0,19.0,,,5.0,4.0,"Bathroom, Drainage, Garden, Parking, Parquet, Internet, Power Backup",Lalitpur
Furnished house for rent in Gokarna,"Gokarna, Kathmandu",2.5,180000.0,40.0,3000.0,15.0,South,2072.0,2015.0,10.0,,,3.0,4.0,"Drinking Water, Bathroom, Drainage, Parking, Garden, Parquet, Internet",Kathmandu
"Bungalow for rent near Chinese Embassy, Baluwatar","Baluwatar, Kathmandu",2.5,400000.0,14.0,,18.0,North,2073.0,2016.0,9.0,,,4.0,5.0,"Drinking Water, Bathroom, Drainage, Parking, Power Backup, Water Purifier, Garden",Kathmandu
Commercial house for rent in Dhobighat,"Dhobighat, Lalitpur",2.0,150000.0,,,15.0,North-West,2072.0,2015.0,10.0,,,2.0,2.0,"Drainage, Bathroom, Parking",Lalitpur
"House on sale in RKD Colony, Dhungeadda","Dhungeadda, Kathmandu",2.5,29800000.0,4.1,,13.0,South-West,2078.0,2021.0,4.0,,,7.0,4.0,"Bathroom, Drinking Water, Drainage, Garden, Parking, Power Backup, Parquet",Kathmandu
"Brand new house on sale in Kantipur Colony, Kusunti","Kusunti, Lalitpur",2.5,31000000.0,4.3,,20.0,South-East,2065.0,2008.0,17.0,,,4.0,4.0,"Drinking Water, Bathroom, Drainage, Parking, Garden, Internet",Lalitpur
"House on sale near Malpot Office, Chabahil","Chabahil, Kathmandu",3.0,32000000.0,4.2,,20.0,West,2076.0,2019.0,6.0,,,8.0,6.0,"Drinking Water, Bathroom, Drainage, Parking, Marbel",Kathmandu
"Full furnished house on sale in Padma Colony, Sitapaila","Sitapaila, Kathmandu",2.5,27000000.0,3.2,1474.69,20.0,South,2078.0,2021.0,4.0,,,4.0,4.0,"Power Backup, Gym, Drinking Water, Water Purifier, Drainage, Bathroom, Parking, Internet, Garden, Swimming Pool, Marbel",Kathmandu
"Bungalow house for sale in Radhe Radhe, Bhaktapur","Radhe Radhe, Bhaktapur",2.5,27000000.0,4.3,2905.0,20.0,East,2077.0,2020.0,5.0,,,4.0,4.0,"Bathroom, Drainage, Parking",Bhaktapur
House for sale in Imadol,"Imadol, Lalitpur",3.5,23000000.0,4.0,,13.0,South-East,2076.0,2019.0,6.0,,,6.0,4.0,"Marbel, Bathroom, Drainage, Parking",Lalitpur
House on sale in land price at Chhauni,"Chhauni, Kathmandu",1.0,5500000.0,5.0,,13.0,South,2076.0,2019.0,6.0,,,2.0,2.0,"Drainage, Bathroom, Parking, Marbel",Kathmandu
"House on sale at Pasikot, Budhanilkantha","Pasikot, Kathmandu",2.5,38000000.0,5.0,,15.0,East,2062.0,2005.0,20.0,,,4.0,4.0,"Drainage, Bathroom, Drinking Water, Parking, Earthquake Resistant",Kathmandu
"Brand new bungalow for rent in Khanepani Height, Bhaisepati","Bhaisepati, Lalitpur",2.5,400000.0,32.0,3000.0,20.0,East,2068.0,2011.0,14.0,,,4.0,5.0,"Drainage, Bathroom, Drinking Water, Garden, Parking, Internet, Marbel, Modular Kitchen",Lalitpur
"House for sale in Phulbari Marga, Nakhu","Nakkhu, Lalitpur",2.5,23000000.0,3.0,,13.0,West,2078.0,2021.0,4.0,,,3.0,3.0,"Drainage, Bathroom, Drinking Water, Parking, Internet, Garden, Marbel",Lalitpur
Brand new house on sale in Golfutar,"Golfutar, Kathmandu",1.0,16000000.0,4.0,,13.0,South-East,2074.0,2017.0,8.0,,,3.0,1.0,"Marbel, Bathroom, Drinking Water, Drainage, Parking",Kathmandu
"House for sale in Nakhudole, Lalitpur","Nakkhu, Lalitpur",2.5,30000000.0,4.0,,14.0,South,2078.0,2021.0,4.0,,,4.0,4.0,"Drinking Water, Bathroom, Drainage, Parking, Garden, Internet",Lalitpur
Bungalow on sale in Jarankhu,"Jarankhu, Kathmandu",2.5,65000000.0,16.0,,12.0,West,2077.0,2020.0,5.0,,,5.0,3.0,"Bathroom, Drinking Water, Drainage, Parking, Garden, Power Backup",Kathmandu
Bungalow house on rent for office purpose at Pulchowk,"Pulchowk, Lalitpur",3.5,989000.0,15.94,5456.0,20.0,South,2068.0,2011.0,14.0,,,4.0,4.0,"Drainage, Bathroom, Garden, Parking, Parquet",Lalitpur
"House on sale in Sundarbasti, Golfutar","Sundarbasti, Kathmandu",2.5,25000000.0,4.0,,12.0,South-East,2062.0,2005.0,20.0,,,4.0,2.0,"Drainage, Bathroom, Drinking Water, Marbel",Kathmandu
Commercial building on sale in Basundhara,"Basundhara, Kathmandu",6.0,150000000.0,7.1,,17.0,South,2068.0,2011.0,14.0,,,4.0,4.0,"Earthquake Resistant, Marbel, Bathroom, Drainage, Parking",Kathmandu
Residential bungalow on sale at Bhaisepati,"Bhaisepati, Lalitpur",2.5,42500000.0,5.0,,12.5,North,2078.0,2021.0,4.0,,,4.0,5.0,"Drainage, Bathroom, Drinking Water, Parking, Parquet, Marbel, AirCon, Garden",Lalitpur
Brand new house on sale at Kusunti,"Kusunti, Lalitpur",2.5,27500000.0,4.0,,15.0,South,2074.0,2017.0,8.0,,,5.0,3.0,"Bathroom, Drinking Water, Drainage, Parking, Parquet",Lalitpur
"Bungalow for rent at Siddhartha Colony, Budhanilkantha","Siddhartha Colony, Kathmandu",2.5,300000.0,25.0,,18.0,South,2078.0,2021.0,4.0,,,4.0,4.0,"Bathroom, Drinking Water, Drainage, Parking, Garden, Parquet",Kathmandu
Bungalow house on rent in Sanepa,"Sanepa, Lalitpur",2.5,250000.0,19.0,,15.0,North,2078.0,2021.0,4.0,,,9.0,2.0,"Marbel, Bathroom, Drinking Water, Drainage, Parking, Garden",Lalitpur
House for rent in Sanobharyang,"Sanobharyang, Kathmandu",2.5,100000.0,13.0,,15.0,South,2078.0,2021.0,4.0,,,6.0,,"Drainage, Bathroom, Drinking Water, Parking, Garden",Kathmandu
Full furnished house for rent in Bhaisepati,"Bhaisepati, Lalitpur",2.5,85000.0,,,15.0,,2064.0,2007.0,18.0,,,5.0,4.0,"Drainage, Bathroom, Drinking Water, Parking",Lalitpur
"House on sale near Aawas Marga, Bhaisepati","Bhaisepati, Lalitpur",2.5,36000000.0,5.0,,13.0,South,2064.0,2007.0,18.0,,,4.0,4.0,"Parking, Drainage, Bathroom, Drinking Water, Power Backup, Internet, Garden, Parquet",Lalitpur
Brand new house for sale in Nakkhu,"Nakkhu, Lalitpur",2.5,23000000.0,3.0,,13.0,North,2054.0,1997.0,28.0,,,3.0,3.0,"Bathroom, Drinking Water, Drainage, Parking, Internet, Marbel, Parquet",Lalitpur
"House for sale near Civil Homes, Dhapakhel","Dhapakhel, Lalitpur",2.5,29000000.0,4.0,,20.0,South,2074.0,2017.0,8.0,,,7.0,5.0,"Bathroom, Drinking Water, Parking, Internet, Garden, Marbel",Lalitpur
Residential house for sale in Thankot,"Thankot, Kathmandu",2.5,13500000.0,3.2,,13.0,East,,,,,,,,"Drainage, Bathroom, Drinking Water, Parking",Kathmandu
Residential house for sale at Imadol,"Imadol, Lalitpur",2.5,25000000.0,5.2,,13.0,West,2068.0,2011.0,14.0,,,7.0,3.0,"Drainage, Bathroom, Drinking Water, Parking",Lalitpur
"House for sale in Ranibari, Samakhusi","Samakhusi, Kathmandu",3.5,34000000.0,6.1,,15.0,West,2077.0,2020.0,5.0,,,10.0,4.0,"Earthquake Resistant, Power Backup, Water Purifier, Garden, Parking, Internet, Drinking Water, Bathroom, Drainage",Kathmandu
House on sale at Sukedhara,"Sukedhara, Kathmandu",4.0,28000000.0,3.1,,25.0,West,2078.0,2021.0,4.0,,,10.0,3.0,"Drainage, Drinking Water, Internet, Parking, Bathroom",Kathmandu
Residential house for sale in Imadol,"Imadol, Lalitpur",2.5,29500000.0,5.3,,16.0,East,2078.0,2021.0,4.0,,,6.0,4.0,"Bathroom, Drinking Water, Drainage, Garden, Parking, Parquet, Marbel",Lalitpur
"House on sale in Nayabazar, Bhaisepati","Bhaisepati, Lalitpur",2.5,33500000.0,5.0,,13.0,South-West,2074.0,2017.0,8.0,,,5.0,3.0,"Marbel, Bathroom, Drinking Water, Drainage, Parking",Lalitpur
"Residential house on sale in Ganesh Chowk, Budhanilkantha","Ganesh Chowk, Kathmandu",2.5,22500000.0,4.0,,12.0,East,2078.0,2021.0,4.0,,,,,"Drainage, Bathroom, Drinking Water, Parking, Marbel, Parquet",Kathmandu
"Brand new house for sale near Grande Hospital, Dhapasi","Dhapasi, Kathmandu",2.5,37500000.0,4.0,,13.0,North-East,2078.0,2021.0,4.0,,,5.0,,"Parquet, Marbel, Bathroom, Drinking Water, Drainage, Parking, Power Backup",Kathmandu
Bungalow house for sale at Sukedhara,"Sukedhara, Kathmandu",2.5,45000000.0,6.2,,12.0,East,2078.0,2021.0,4.0,,,,,"Drinking Water, Bathroom, Drainage, Parking, AirCon, Marbel",Kathmandu
"Brand new hotel on lease in Kalanki, near Makalu Petrol Pump","Kalanki, Kathmandu",7.0,500000.0,7.2,14000.0,15.0,South,2074.0,2017.0,8.0,,,,,"Bathroom, Drainage, Parking, Marbel",Kathmandu
"Brand new house on sale in Lubhu, Changathali","Lubhu, Lalitpur",2.5,19500000.0,3.2,,14.0,East,,,,,,,,"Internet, Drainage, Bathroom, Drinking Water, Marbel",Lalitpur
"Brand new house on sale in Sallaghari, Bhaktapur","Sallaghari, Bhaktapur",2.5,25000000.0,4.0,,13.0,South-West,2062.0,2005.0,20.0,,,6.0,3.0,"Earthquake Resistant, Marbel, Power Backup, Modular Kitchen, Drinking Water, Bathroom, Drainage",Bhaktapur
"House on rent in Bhotebahal, Kathmandu","Bhote Bahal, Kathmandu",2.5,149000.0,16.0,,15.0,South-West,2077.0,2020.0,5.0,,,5.0,3.0,"Drinking Water, Bathroom, Drainage, Garden, Parking",Kathmandu
House on rent in Dhapakhel,"Dhapakhel, Lalitpur",2.5,40000.0,3.0,,18.0,South,2069.0,2012.0,13.0,,,3.0,,"Bathroom, Drinking Water, Drainage, Garden, Parking",Lalitpur
House for rent in Gyaneshwor,"Gyaneshwor, Kathmandu",2.5,275000.0,18.0,,15.0,East,,,,,,,3.0,"Drainage, Bathroom, Parking",Kathmandu
Bungalow house for rent in Sanepa,"Sanepa, Lalitpur",2.5,280000.0,24.0,,15.0,South,,,,,,4.0,3.0,"Parquet, Bathroom, Drinking Water, Drainage, Garden, Parking, Power Backup",Lalitpur
Bungalow house for rent in Manbhawan,"Manbhawan, Lalitpur",2.5,190000.0,24.0,,15.0,West,2077.0,2020.0,5.0,,,6.0,4.0,"Bathroom, Drinking Water, Drainage, Parking, Garden, Parquet, Marbel",Lalitpur
Flat system house for rent in Banasthali,"Banasthali, Kathmandu",5.0,150000.0,8.2,,15.0,South,,,,,,,,"Bathroom, Drainage, Parking",Kathmandu
"House for rent in Setipakha, Imadol","Setipakha, Lalitpur",2.5,55000.0,4.0,2700.0,15.0,East,2072.0,2015.0,10.0,,,7.0,3.0,"Marbel, Bathroom, Drinking Water, Drainage, Parking",Lalitpur
Bungalow house for rent in Bhaisepati,"Bhaisepati, Lalitpur",2.0,200000.0,16.0,,15.0,West,2073.0,2016.0,9.0,,,6.0,5.0,"Drainage, Drinking Water, Bathroom, Parking, Garden, Power Backup",Lalitpur
"House for sale in Chandragiri - 1, Srijana Chowk","Srijana Chowk, Kathmandu",2.5,16000000.0,3.3,,8.0,East,2072.0,2015.0,10.0,,,5.0,3.0,"Marbel, Bathroom, Drinking Water, Drainage, Parking, Power Backup",Kathmandu
Bungalow house for rent in Dhobighat,"Dhobighat, Lalitpur",2.5,200000.0,4.0,,14.0,West,2072.0,2015.0,10.0,,,4.0,4.0,"Drainage, Bathroom, Drinking Water, Parking, AirCon, Marbel",Lalitpur
Beautiful house for rent in Thapathali,"Thapathali, Kathmandu",2.5,170000.0,10.0,,15.0,South-West,2073.0,2016.0,9.0,,,4.0,4.0,"Bathroom, Drinking Water, Drainage, Parking, Garden",Kathmandu
House for rent in Satdobato,"Satdobato, Lalitpur",2.0,70000.0,7.2,,15.0,East,2063.0,2006.0,19.0,,,4.0,2.0,"Bathroom, Drainage, Parking",Lalitpur
House for rent in Nakkhu,"Nakkhu, Lalitpur",3.5,150000.0,7.0,,15.0,East,2072.0,2015.0,10.0,,,4.0,4.0,"Bathroom, Drinking Water, Drainage, Parking, Marbel",Lalitpur
House for rent in Shankhamul,"Shankhamul, Kathmandu",2.5,100000.0,7.0,,15.0,South,2073.0,2016.0,9.0,,,6.0,2.0,"Garden, Parking, Drainage, Bathroom, Drinking Water",Kathmandu
House for rent in Bhanimandal,"Bhanimandal, Lalitpur",2.5,160000.0,10.0,,16.5,East,2078.0,2021.0,4.0,,,8.0,5.0,"Drainage, Garden, Bathroom, Drinking Water, Parking, Marbel, Parquet",Lalitpur
Commercial house for rent in Bakhundol,"Bakhundole, Lalitpur",4.5,300000.0,16.0,,15.0,North,2078.0,2021.0,4.0,,,,8.0,"Drainage, Bathroom, Drinking Water, Parking, Garden, Marbel",Lalitpur
Full furnished house on rent at Bhaisepati,"Bhaisepati, Lalitpur",2.5,150000.0,12.0,,15.0,North,2065.0,2008.0,17.0,,,5.0,4.0,"Bathroom, Drinking Water, Drainage, Parking, Power Backup, Garden, Parquet, AirCon",Lalitpur
House for rent in Jawalakhel,"Jawalakhel, Lalitpur",2.5,100000.0,,,15.0,West,2076.0,2019.0,6.0,,,,,"Drainage, Bathroom, Drinking Water, Parking, Garden",Lalitpur
Residential house on sale in Dhungedhara,"Dhungedhara, Kathmandu",2.5,27500000.0,4.0,3500.0,13.0,North,2078.0,2021.0,4.0,,,5.0,6.0,"Drainage, Bathroom, Drinking Water, Parking, Marbel",Kathmandu
Bungalow house for rent in Thapathali,"Thapathali, Kathmandu",2.5,500000.0,22.0,,15.0,West,2077.0,2020.0,5.0,,,5.0,6.0,"Bathroom, Drinking Water, Drainage, Garden, Parking, Marbel",Kathmandu
"Full furnished house for rent in Vinayak Colony, Bhaisepati","Bhaisepati, Lalitpur",2.5,100000.0,5.2,,17.0,West,,,,,,4.0,,"Parquet, Bathroom, Drinking Water, Drainage, Parking",Lalitpur
House for rent in Hattiban,"Hattiban, Lalitpur",2.5,75000.0,5.0,2085.0,20.0,North,2074.0,2017.0,8.0,,,5.0,4.0,"Drainage, Bathroom, Drinking Water, Parking",Lalitpur
Residential house for sale in Sukedhara,"Sukedhara, Kathmandu",2.5,16000000.0,2.3,1500.0,13.0,North,2078.0,2021.0,4.0,,,5.0,3.0,"Drainage, Bathroom, Drinking Water, Parking",Kathmandu
Bungalow for rent in Jhamsikhel,"Jhamsikhel, Lalitpur",2.5,400000.0,16.0,,15.0,North,2077.0,2020.0,5.0,,,7.0,,"Bathroom, Drinking Water, Drainage, Parking, Garden, Marbel",Lalitpur
"House on sale in Kapan, near Karuna Hospital","Kapan, Kathmandu",1.0,11800000.0,3.0,,15.0,West,2068.0,2011.0,14.0,,,,,"Drinking Water, Bathroom, Drainage, Parking",Kathmandu
"Residential house for sale in Aryal Gaun, Mulpani","Mulpani, Kathmandu",2.5,14000000.0,3.0,,8.0,West,2062.0,2005.0,20.0,,,5.0,3.0,"Marbel, Bathroom, Drainage, Parking, Earthquake Resistant, Internet",Kathmandu
"Bungalow on sale near American Embassy, Maharajgunj","Maharajgunj, Kathmandu",2.5,60000000.0,7.0,,15.0,West,2068.0,2011.0,14.0,,,5.0,6.0,"Earthquake Resistant, Garden, Drainage, Bathroom, Drinking Water, Parking, Parquet",Kathmandu
"Bungalow on sale in Mandikhatar, CRD Colony","Mandikhatar, Kathmandu",2.5,57500000.0,9.2,,15.0,East,2078.0,2021.0,4.0,,,4.0,,"Bathroom, Drinking Water, Drainage, Parking, Garden, Marbel",Kathmandu
"Residential house for sale in Sukedhara, near Ekatabasti road","Sukedhara, Kathmandu",2.5,27000000.0,4.0,,13.0,South,2074.0,2017.0,8.0,,,,,"Earthquake Resistant, Drinking Water, Bathroom, Drainage, Parking, Internet",Kathmandu
"Brand new house on sale in Dahachowk, Chandragiri","Dahachowk, Kathmandu",2.5,18000000.0,2.4,2000.0,18.0,West,2078.0,2021.0,4.0,,,4.0,3.0,"Earthquake Resistant, Modular Kitchen, Parking, Playground, Drinking Water, Bathroom, Drainage, Parquet, Marbel",Kathmandu
Brand new house on sale in Kapan,"Kapan, Kathmandu",2.5,31000000.0,5.0,,13.0,West,2078.0,2021.0,4.0,,,,,"Drainage, Bathroom, Drinking Water, Parking",Kathmandu
"House for sale in Vinayak Colony, Bhaisepati","Bhaisepati, Lalitpur",2.5,57500000.0,5.2,3000.0,19.0,South,2078.0,2021.0,4.0,,,5.0,4.0,"Drainage, Bathroom, Drinking Water, Parking, Garden, Power Backup, Water Purifier, Parquet, Playground, Swimming Pool, Marbel",Lalitpur
Residential bungalow on rent in Bhaisepati,"Bhaisepati, Lalitpur",2.5,250000.0,20.0,,20.0,South,2064.0,2007.0,18.0,,,5.0,6.0,"Drinking Water, Bathroom, Drainage, Parking, Internet, Garden",Lalitpur
"House for sale in Thecho, Godawari","Thecho, Lalitpur",3.5,27500000.0,5.3,,12.0,South,2064.0,2007.0,18.0,,,7.0,5.0,"Drinking Water, Bathroom, Drainage, Parking",Lalitpur
Brand new house on sale in Nakhipot,"Nakhipot, Lalitpur",2.5,23500000.0,3.1,1959.0,15.0,East,2054.0,1997.0,28.0,,,4.0,4.0,"Bathroom, Drainage, Garden, Parking, Internet, Drinking Water, Marbel",Lalitpur
"Brand new bungalow house for sale in Shuva Homes, Tokha","Tokha, Kathmandu",2.5,32500000.0,4.0,,22.0,North,2074.0,2017.0,8.0,,,3.0,,"Marbel, Bathroom, Drinking Water, Drainage, Garden, Parking",Kathmandu
Brand new house on sale in Sitapaila,"Sitapaila, Kathmandu",2.5,21500000.0,3.2,,13.0,East,,,,,,,,"Bathroom, Drinking Water, Drainage, Parking, Marbel",Kathmandu
Residential house on sale in Sukedhara,"Sukedhara, Kathmandu",2.5,40000000.0,5.2,,14.0,West,2068.0,2011.0,14.0,,,,,"Earthquake Resistant, Garden, Parking, Parquet, Marbel, Drinking Water, Bathroom, Power Backup, Drainage, Modular Kitchen",Kathmandu
Residential house for sale in Dhapasi,"Dhapasi, Kathmandu",3.0,30000000.0,4.0,2400.0,28.0,South-West,2077.0,2020.0,5.0,,,5.0,5.0,"Drainage, Bathroom, Drinking Water, Parking, Marbel",Kathmandu
"Bungalow for sale in Deuba Chowk, Budhanilkantha","Deuwa chowk, Kathmandu",2.5,47000000.0,6.0,,15.0,North,2078.0,2021.0,4.0,,,4.0,5.0,"Marbel, Parquet, Garden, Bathroom, Power Backup, Drainage, Drinking Water, Parking",Kathmandu
Commercial house on sale in Shankhamul,"Shankhamul, Kathmandu",5.5,51000000.0,3.0,,12.0,East,2078.0,2021.0,4.0,,,12.0,6.0,"Bathroom, Drinking Water, Drainage, Parking",Kathmandu
"Traditionally designed heritage home for sale at Kamalbinayak Town Planning, Bhaktapur ","Kamalbinayak, Bhaktapur",4.5,39900000.0,4.2,3711.0,13.0,South-West,2074.0,2017.0,8.0,,,9.0,6.0,"Marbel, Bathroom, Drinking Water, Drainage, Parking",Bhaktapur
"House on sale in Mahadevtar, Tokha","Mahadevtar, Kathmandu",3.5,42500000.0,7.2,,12.0,East,2078.0,2021.0,4.0,,,14.0,7.0,"Bathroom, Drainage, Power Backup, Parking",Kathmandu
"Bungalow on rent in CG Hills, Hattigauda","Hattigaunda, Kathmandu",2.5,174000.0,8.18,2800.0,18.0,East,2078.0,2021.0,4.0,,,5.0,5.0,"Drainage, Bathroom, Drinking Water, Garden, Parking, Marbel, Modular Kitchen, AirCon",Kathmandu
Residential house on sale in Khumaltar,"Khumaltar, Lalitpur",2.5,28500000.0,5.0,,13.0,North-East,2074.0,2017.0,8.0,,,4.0,5.0,"Drainage, Bathroom, Drinking Water, Parking",Lalitpur
"House on rent in Aawas Marga, Bhaisepati","Bhaisepati, Lalitpur",2.5,200000.0,4.0,,17.0,East,,,,,,7.0,9.0,"Bathroom, Drinking Water, Drainage, Parking, Internet, Marbel",Lalitpur
"House on sale at Rudreshwor, Budhanilkantha","Rudreshwor, Kathmandu",2.5,26000000.0,5.1,,16.0,South,2062.0,2005.0,20.0,,,,,"Drinking Water, Bathroom, Drainage",Kathmandu
"Brand new house for sale in Kapan, Ram Mandir","Ram Mandir, Kathmandu",2.5,28500000.0,5.0,,16.0,North,2077.0,2020.0,5.0,,,6.0,4.0,"Drainage, Bathroom, Drinking Water, Parking, Parquet, Marbel",Kathmandu
Commercial house on sale in Bagbazar,"Bagbazar, Kathmandu",5.0,26000000.0,2.0,,20.0,East,2060.0,2003.0,22.0,,,4.0,4.0,"Bathroom, Drainage, Drinking Water",Kathmandu
House on sale in Khusibu Townplanning,"Khusibu, Kathmandu",2.5,22500000.0,2.2,,13.0,East,2072.0,2015.0,10.0,,,6.0,3.0,"Drainage, Bathroom, Drinking Water",Kathmandu
House for sale in Chhauni,"Chhauni, Kathmandu",2.5,31000000.0,4.2,,14.0,North,2073.0,2016.0,9.0,,,4.0,3.0,"Marbel, Bathroom, Drinking Water, Drainage, Parking",Kathmandu
"House on sale in Chhauni, Kimdol","Chhauni, Kathmandu",2.5,85000000.0,12.2,,12.0,East,2077.0,2020.0,5.0,,,5.0,5.0,"Marbel, Bathroom, Drinking Water, Drainage, Parking, Garden",Kathmandu
"House for sale in Setipakha, Imadol","Setipakha, Lalitpur",2.5,22500000.0,4.1,,12.0,East,2074.0,2017.0,8.0,,,5.0,3.0,"Marbel, Drainage, Power Backup, Parking, Drinking Water, Bathroom",Lalitpur
"Brand new house on sale in High Vision Colony, Gurjudhara","Gurjudhara, Kathmandu",2.5,15500000.0,3.0,,13.0,West,2072.0,2015.0,10.0,,,4.0,4.0,"Drinking Water, Bathroom, Drainage, Parking, Marbel",Kathmandu
"Luxurious bungalow on sale in Hattigauda, Budhanilkantha","Hattigaunda, Kathmandu",2.5,32500000.0,4.0,,15.0,East,2073.0,2016.0,9.0,,,5.0,5.0,"Parquet, Drainage, Bathroom, Drinking Water, Parking, Garden",Kathmandu
Luxurious bungalow for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",3.5,100000000.0,12.0,,13.0,West,2072.0,2015.0,10.0,,,6.0,8.0,"Parquet, Drainage, Bathroom, Drinking Water, Parking, Gym, Garden",Kathmandu
House on sale near Tinkune,"Tinkune, Kathmandu",2.5,45000000.0,4.2,,16.0,East,2072.0,2015.0,10.0,,,6.0,4.0,"Bathroom, Drainage, Parking",Kathmandu
House and land on sale in Kirtipur,"Kirtipur, Kathmandu",3.0,28500000.0,10.0,2395.75,15.0,West,2073.0,2016.0,9.0,,,6.0,4.0,"Bathroom, Drinking Water, Drainage",Kathmandu
Commercial/Residential bungalow for rent in Bhaisepati,"Bhaisepati, Lalitpur",3.0,250000.0,13.0,5000.0,30.0,East,2063.0,2006.0,19.0,,,4.0,4.0,"Bathroom, Drinking Water, Drainage, Parking, Modular Kitchen, Garden",Lalitpur
Residential house on sale in Sanepa,"Sanepa, Lalitpur",2.5,68000000.0,8.0,,10.0,South-East,2072.0,2015.0,10.0,,,6.0,6.0,"Drinking Water, Bathroom, Drainage, Parking, Garden, Parquet",Lalitpur
Brand new house on sale in Ekatabasti,"Ekatabasti, Kathmandu",2.5,29700000.000000004,4.1,,16.0,,2073.0,2016.0,9.0,,,,,"Drinking Water, Bathroom, Drainage, Internet, Parking, Earthquake Resistant, Marbel, Power Backup",Kathmandu
