category,ad_id,title,location_raw,district,neighborhood,road_type,raw_price,land_size_aana,price_per_aana,calculated_total_price,is_price_suspect,is_price_outlier,is_rate_outlier,is_large_plot
land,HB-704083,4 AANA 1 PAISA 2 DAM LAND FOR SALE AT GODAMCHAUR,"Godamchaur (Godawari), Lalitpur",Lalitpur,Godawari,Unknown,1800000.0,4.023228634039445,1800000.0,7241811.541271002,False,False,False,False
land,HB-B28053,"5 AANA LAND FOR SALE AT BHAISEPATI, LALITPUR","bhaisipati, Bhaisepati / Sainbu, Lalitpur",Lalitpur,Bhaisepati,Unknown,17500000.0,5.0,17500000.0,87500000.0,False,False,False,False
land,HB-C6125F,5 AANA 1 PAISA 2 DAM LAND FOR SALE AT CHANDRAGIRI,"chandagiri, Chandragiri, Kathmandu",Kathmandu,Chandagiri,Unknown,3000000.0,5.0,3000000.0,15000000.0,False,False,False,False
land,HB-58DFA3,tokha land,"R&Y Computer Parts and Mobile Center, टोखा सादक, Tokha-10, टोखा, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 21775, नेपाल",Kathmandu,R&Y Computer Parts And Mobile Center,Above 20 Ft,8300000.0,48.0,8300000.0,398400000.0,False,False,False,False
land,HB-FD518D,Residential land for sale at Thasikhel Manbhawan,"tasikhel, Thasikhel, Lalitpur",Lalitpur,Tasikhel,Unknown,7500000.0,6.0,7500000.0,45000000.0,False,False,False,False
land,HB-69EB52,थैबमा सस्तों मूल्यमा जग्गा,"Thaiba, Godawari, Lalitpur",Lalitpur,Thaiba,13-20 Ft,2200000.0,3.0,2200000.0,6600000.0,False,False,False,False
land,HB-925915,Land for sale in Chandol,"Chandol, Kathmandu",Kathmandu,Chandol,Pitched Road,6500000.0,22.0,6500000.0,143000000.0,False,False,False,False
land,HB-94A311,Land for sale in mandikatar,"mandhikatar, Mandikatar (Dhumbarahi), Kathmandu",Kathmandu,Mandhikatar,Unknown,5000000.0,8.0,5000000.0,40000000.0,False,False,False,False
land,HB-EF5E1D,"38 AANA LAND FOR SALE AT SOALTEEMOD, KATHMANDU","kalmati, Soaltee Mode (Kalimati), Kathmandu",Kathmandu,Kalmati,Unknown,11700000.0,38.0,11700000.0,444600000.0,False,False,False,False
land,HB-F2070B,Land for sale in Hattigauda,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",Kathmandu,Budhanilkantha,Unknown,3900000.0,4.0,3900000.0,15600000.0,False,False,False,False
land,HB-975E64,"Land on sale at Banshbari, Kathmandu","basbari, Bansbari, Kathmandu",Kathmandu,Bansbari,Pitched Road,2900000.0,9.0,2900000.0,26100000.0,False,False,False,False
land,HB-E5896B,Commercial land for sale near aatmagyan,"Samakhusi, Kathmandu",Kathmandu,Samakhusi,Above 20 Ft,10000000.0,12.5,10000000.0,125000000.0,False,False,False,False
land,HB-AB5C65,Land for sale in Bansbari,"basbari, Bansbari, Kathmandu",Kathmandu,Bansbari,Pitched Road,5500000.0,4.5,5500000.0,24750000.0,False,False,False,False
land,HB-E3F65B,"4 AANA 2 DAM LAND FOR SALE AT GODAMCHAUR, LALITPUR","Godamchaur (Godawari), Lalitpur",Lalitpur,Godawari,Unknown,1800000.0,4.0,1800000.0,7200000.0,False,False,False,False
land,HB-41134B,5Aana 2Paisa Land on Sale at Khadka Bhadrakali,"kadka bhadrakali budanilkantha, Khadka Bhadrakali (Budhanilkantha), Kathmandu",Kathmandu,Kadka Bhadrakali Budanilkantha,Pitched Road,4000000.0,2.5,4000000.0,10000000.0,False,False,False,False
land,HB-CB3A36,"34ana land on sale in Newbaneshor,ktm","सुरुचि टोल, मिनभवन, Kathmandu-31, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44617, नेपाल",Kathmandu,सुरुचि टोल,Above 20 Ft,13000000.0,34.0,13000000.0,442000000.0,False,False,False,False
land,HB-1D639A,32 Ana Land For Sale At Basbari Kathmandu,"Bansbari, Kathmandu",Kathmandu,Bansbari,13-20 Ft,5800000.0,35.0,5800000.0,203000000.0,False,False,False,False
land,HB-E27C9A,residential land in naxal,"Police Headquarter, गैरीधारा रोड, नारायण चौर, Kathmandu-01, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 00975, नेपाल",Kathmandu,Police Headquarter,9-12 Ft,8500000.0,9.0,8500000.0,76500000.0,False,False,False,False
land,HB-64AA13,Land for sale in bhaktapur Kaushaltar,"Kaushaltar, Bhaktapur",Bhaktapur,Kaushaltar,Pitched Road,5400000.0,6.0,5400000.0,32400000.0,False,False,False,False
land,HB-C8ED9B,2 ROPANI FOR SALE AT LELE,"Badegaun (Godawari), Lalitpur",Lalitpur,Godawari,Unknown,600000.0,8.0,600000.0,4800000.0,False,False,False,False
land,HB-EA0110,17 ROPANI LAND FOR SALE AT LELE,"Thecho Lele Jharuwarasi Chapagaun , Bajrabarahi Area, Lalitpur",Lalitpur,Thecho Lele Jharuwarasi Chapagaun,Unknown,600000.0,6.839999999999999,600000.0,4103999.9999999995,False,False,False,False
land,HB-6450A2,Land for sale in baneshwor sankamul.,"new baneshwar naya baneswor sankhamul, Shankhamul (New Baneshwor), Kathmandu",Kathmandu,Baneshwar,Pitched Road,9000000.0,4.0,9000000.0,36000000.0,False,False,False,False
land,HB-74C1A4,Land for sale in budhanilkantha,"budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,6600000.0,17.0,6600000.0,112200000.0,False,False,False,False
land,HB-E2F6F0,Land For Sale,"Thankot (Chandragiri), Kathmandu",Kathmandu,Chandragiri,Pitched Road,8400000.0,48.0,8400000.0,403200000.0,False,False,False,False
land,HB-91DC54,Land on Sale at Sinamangal code no: GJBLOS 3280,"Sinamangal, Kathmandu",Kathmandu,Sinamangal,Pitched Road,7000000.0,5.625,7000000.0,39375000.0,False,False,False,False
land,HB-28C980,"Land on Sale at Dadhikot, code: GJBLOS 3357","Dadhikot (Ananta), Bhaktapur",Bhaktapur,Dadhikot,Above 20 Ft,3500000.0,4.0,3500000.0,14000000.0,False,False,False,False
land,HB-DA5B91,"Land for sale in budhanilkantha, pasikot","budanilkantha, Pasikot (Budhanilkantha), Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,4500000.0,30.0,4500000.0,135000000.0,False,False,False,False
land,HB-420F6E,gujeyswori planning,"Panch Ghumti Marg, माइजु बहल, चाबहिल, Kathmandu-07, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44660, नेपाल",Kathmandu,माइजु बहल,Above 20 Ft,7000000.0,8.0,7000000.0,56000000.0,False,False,False,False
land,HB-B8C48E,"5aana land for sale, Basundhara kathmandu","नारायण टोल, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",Kathmandu,नारायण टोल,13-20 Ft,6200000.0,5.0,6200000.0,31000000.0,False,False,False,False
land,HB-7E4176,old banglow on sale baneswer,"The Everest Hotel Kathmandu, राधा मोहन मार्ग, सुरुचि टोल, नया बानेश्वर, Kathmandu-31, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44703, नेपाल",Kathmandu,राधा मोहन मार्ग,Above 20 Ft,12000000.0,21.0,12000000.0,252000000.0,False,False,False,False
land,HB-BFF279,2 Ropani Land on sale at Tarakeshwar kavresthali.,"Dharmasthali (Tarkeshwar), Kathmandu",Kathmandu,Thali,Unknown,1900000.0,32.0,1900000.0,60800000.0,False,False,False,False
land,HB-F4F8CA,residential land north face,"The Everest Hotel Kathmandu, राधा मोहन मार्ग, सुरुचि टोल, नया बानेश्वर, Kathmandu-31, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44703, नेपाल",Kathmandu,राधा मोहन मार्ग,9-12 Ft,11000000.0,8.0,11000000.0,88000000.0,False,False,False,False
land,HB-3390B6,mid baneswer resi cum com ghaderi ghar,"Online Bazaar Nepal, Surya Bikram Gyawali Marga, नया बानेश्वर, Kathmandu-31, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44703, नेपाल",Kathmandu,नया बानेश्वर,Above 20 Ft,11500000.0,5.0,11500000.0,57500000.0,False,False,False,False
land,HB-698279,lampati ravivawon resi land,"Samajik Marg, कलंकी, Kathmandu-14, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44614, नेपाल",Kathmandu,Kalanki,9-12 Ft,7500000.0,8.0,7500000.0,60000000.0,False,False,False,False
land,HB-48A4D2,For sell land at basbari,"basbari, Bansbari, Kathmandu",Kathmandu,Bansbari,Above 20 Ft,7000000.0,8.0,7000000.0,56000000.0,False,False,False,False
land,HB-AC4ACF,"40 Anna Land on sale at Uttar Dhoka, Kathmandu","Tangal Bhat Bhateni Baluwatar Naxal Lazimpat, Gairidhara Area, Kathmandu",Kathmandu,Baluwatar,Pitched Road,9000000.0,40.0,9000000.0,360000000.0,False,False,False,False
land,HB-1E152A,9 Ana Land For Sale At Raniban Kathmandu,"Raniban (Nagarjun), Kathmandu",Kathmandu,Nagarjun,13-20 Ft,4500000.0,9.0,4500000.0,40500000.0,False,False,False,False
land,HB-B6ADA2,sinamangal residence,"भीमसेन गोला, सिनामंगल, Kathmandu-09, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44703, नेपाल",Kathmandu,भीमसेन गोला,13-20 Ft,7000000.0,6.0,7000000.0,42000000.0,False,False,False,False
land,HB-B02859,VARIOUS PLOTS FOR SALE AT GODAWARI GODAMCHAUR,"Godamchaur (Godawari), Lalitpur",Lalitpur,Godawari,Unknown,1500000.0,5.0,1500000.0,7500000.0,False,False,False,False
land,HB-963B58,Land on Sale at Kumarigal Gaurighat GJBLOS 3352,"Jorpati Makalbari Narayantar Chabahil Gaurighat Kumarigal Baudha, Boudha Area, Kathmandu",Kathmandu,Chabahil,Pitched Road,6500000.0,17.25,6500000.0,112125000.0,False,False,False,False
land,HB-EA050E,Land on Sale at Maijubahal Chabahil GJBLOS 3353,"chabil cabahil, Chabahil, Kathmandu",Kathmandu,Chabil Cabahil,Above 20 Ft,6000000.0,14.125,6000000.0,84750000.0,False,False,False,False
land,HB-001FD8,"19 Aana land for Sale, Bansnari Kathmandou","नारायण गोपाल चोक, बसुन्धरा, Kathmandu-03, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44606, नेपाल",Kathmandu,नारायण गोपाल चोक,9-12 Ft,4750000.0,19.0,4750000.0,90250000.0,False,False,False,False
land,HB-8B95A4,8 ana land on sale in Makalbari - 13ft Dhalan Road,"Makalbari (Jorpati), Kathmandu",Kathmandu,Makalbari,Gravel Road,4000000.0,8.0,4000000.0,32000000.0,False,False,False,False
land,HB-9F0329,Land sale at Duwakot Bhaktapur,"Duwakot (Changunarayan), Bhaktapur",Bhaktapur,Duwakot,Unknown,17640000.0,1.6875,17640000.0,29767500.0,False,False,False,False
land,HB-62131E,बिकृमा,"Sankhu Road, Shankharapur-06, Shankharapur, काठमाडौं, बाग्मती प्रदेश, 44603, नेपाल",Kathmandu,Shankharapur,Unknown,6600000.0,4.090577063550037,6600000.0,26997808.619430244,False,False,False,False
land,HB-62D4E7,Bhaisepati Lalitpur,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",Lalitpur,Bhaisepati,Above 20 Ft,5600000.0,7.3,5600000.0,40880000.0,False,False,False,False
land,HB-CF0280,Land For Sale At Budhanilkantha,"Golphutar, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Golphutar,13-20 Ft,3500000.0,7.0,3500000.0,24500000.0,False,False,False,False
land,HB-7EC8C4,Land For Sale At Budhanilkantha,"Golphutar, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Golphutar,13-20 Ft,3400000.0,7.0,3400000.0,23800000.0,False,False,False,False
land,HB-5D5CD6,6 Ana Land For Sale At Budhanilkantha pasikot,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,13-20 Ft,2500000.0,6.0,2500000.0,15000000.0,False,False,False,False
land,HB-2BB0B7,6 Ana Land For Sale At Budhanilkantha Pasikot,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,13-20 Ft,3800000.0,6.0,3800000.0,22800000.0,False,False,False,False
land,HB-9D354A,Pulchowk Ma 24 Aana Jagga Bikrima,"Dept of Water Induced Disaster Prevention (DWIDP), Pulchok Marg, Pulchowk, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Dept Of Water Induced Disaster Prevention,13-20 Ft,11000000.0,24.0,11000000.0,264000000.0,False,False,False,False
land,HB-AE1DD6,Kritipur Ma 7 Ropani Jagga Bikrima,"Samocha, Chobhar, Kirtipur Municipality, Kathmandu",Kathmandu,Samocha,13-20 Ft,3500000.0,84.0,3500000.0,294000000.0,False,False,False,True
land,HB-F3D1E6,Ekantakuma Ma 24 Aana Jagga Bikrima,"Jawalakhel Yekantakuna Sadak, Dhobighat, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Jawalakhel Yekantakuna Sadak,Above 20 Ft,8500000.0,24.0,8500000.0,204000000.0,False,False,False,False
land,HB-E914CA,Kupondole Ma Residential 10 Aana Jagga Bikrima,"Upendra Marg, Bakhundol, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Bakhundol,9-12 Ft,6500000.0,10.0,6500000.0,65000000.0,False,False,False,False
land,HB-761473,Bishalnagarma 5 Ropani Jagg Bikrima,"Tyangal, Kathmandu, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Tyangal,Above 20 Ft,12500000.0,80.0,12500000.0,1000000000.0,False,True,False,True
land,HB-09FFD5,50 lakh samma ka ghaderi,"लामाटार, Mahalaxmi-09, महालक्ष्मी, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44708, नेपाल",Lalitpur,लामाटार,9-12 Ft,5000000.0,3.0,5000000.0,15000000.0,False,False,False,False
land,HB-2BEB5C,plotted jagga bikrima,"Alliant Insurance Brokrers, 303, थापाथली सडक, थापाथली, Kathmandu-11, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 00779, नेपाल",Kathmandu,Alliant Insurance Brokrers,13-20 Ft,1750000.0,3.0,1750000.0,5250000.0,False,False,False,False
land,HB-575B2B,"Land on Sale at Pasikot, Budhanilkantha","budanilkantha, Pasikot (Budhanilkantha), Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,4200000.0,7.5,4200000.0,31500000.0,False,False,False,False
land,HB-3AA439,khokana 4 ana sell,"Khokana Karyabinayak Marg, Khokana, Lalitpur-21, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44700, नेपाल",Lalitpur,Khokana,Unknown,1500000.0,4.0,1500000.0,6000000.0,False,False,False,False
land,HB-A56B73,4 Aana 3 paisa land on sale at sitapaila kathmandu,"Nagarjun-04, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44620, नेपाल",Kathmandu,Nagarjun,9-12 Ft,3200000.0,5.0,3200000.0,16000000.0,False,False,False,False
land,HB-718FBF,Harisiddhi height ma sasto jagga,"Lalitpur Metropolitan City, Lalitpur",Lalitpur,Lalitpur Metropolitan,13-20 Ft,2100000.0,4.0,2100000.0,8400000.0,False,False,False,False
land,HB-284318,TIKABHAIRAB Land For Sale [0-13-1-0] -Goreto Bato,"Baluwatar, Kathmandu",Kathmandu,Baluwatar,Gravel Road,300000.0,13.25,300000.0,3975000.0,False,False,True,False
land,HB-3F4BDE,"Land for Sale at Bistachhap, CHAPAKHARKA 0-14-0-0","Alliant Insurance Brokrers, 303, थापाथली सडक, थापाथली, Kathmandu-11, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 00779, नेपाल",Kathmandu,Alliant Insurance Brokrers,Gravel Road,200000.0,14.0,200000.0,2800000.0,False,False,True,False
land,HB-715E9A,"4.2 aana land For Sale At Khumaltar , Lalitpur","Khumaltar, Lalitpur",Lalitpur,Khumaltar,Unknown,6300000.0,4.0,6300000.0,25200000.0,False,False,False,False
land,HB-3E57DF,15 Ana Land For Sale Urgent At Budhanilkantha,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,Above 20 Ft,2200000.0,15.0,2200000.0,33000000.0,False,False,False,False
land,HB-5E6EC9,4 ana land on sale in Narayanthan - South face,"budanilkantha, Narayanthan (Budhanilkantha), Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,6000000.0,4.0,6000000.0,24000000.0,False,False,False,False
land,HB-EF8A08,17 ana Land for sale at nagadaha dhapakhel,"Dhapakhel, Lalitpur",Lalitpur,Dhapakhel,Unknown,1700000.0,16.99926953981008,1700000.0,28898758.217677135,False,False,False,False
land,HB-C47ED9,2 Ropani Land on sale at baluwatar Kathmandu.,"Baluwatar, Kathmandu",Kathmandu,Baluwatar,Unknown,9000000.0,32.0,9000000.0,288000000.0,False,False,False,False
land,HB-E70BE5,31 aana land on sale at naxal kathmandu.,"Naxal, Kathmandu",Kathmandu,Naxal,Unknown,10000000.0,31.0,10000000.0,310000000.0,False,False,False,False
land,HB-DB14EA,6 aana 2paisa Land Sale in Tikathali (Changathali),"Imadol Tikathali Siddhipur Sanagau Mahalaxmisthan Lubhu Lamatar Changathali, Mahalaxmi Area, Lalitpur",Lalitpur,Imadol,Unknown,2700000.0,6.0,2700000.0,16200000.0,False,False,False,False
land,HB-0705C2,"Prime 3 aana Land Available in Syuchatar, Kalanki","suchatar, Syuchatar (Kalanki), Kathmandu",Kathmandu,Suchatar,Unknown,4200000.0,3.0,4200000.0,12600000.0,False,False,False,False
land,HB-48A39B,"Land for Sale at Tikathali, Mahalaxmi Nagarpalika","Tikathali (Mahalaxmi), Lalitpur",Lalitpur,Tikathali,Unknown,2700000.0,6.5,2700000.0,17550000.0,False,False,False,False
land,HB-5F8FD3,For sell land at baluwatar,"Baluwatar, Kathmandu",Kathmandu,Baluwatar,Pitched Road,8500000.0,7.5,8500000.0,63750000.0,False,False,False,False
land,HB-B2F56D,For sell land at lagimpart,"Kathmandu City, Kathmandu",Kathmandu,Kathmandu City,Pitched Road,6500000.0,11.0,6500000.0,71500000.0,False,False,False,False
land,HB-DC780B,5.5 AANA LAND FOR SALE AT SATDOBATO KHUMALTAR,"Satdobato, Lalitpur",Lalitpur,Satdobato,Unknown,6000000.0,5.0,6000000.0,30000000.0,False,False,False,False
land,HB-66939F,Land on Sale at Baneshwor,"naya baneshwar, New Baneshwor, Kathmandu",Kathmandu,Baneshwar,Above 20 Ft,12500000.0,10.0,12500000.0,125000000.0,False,False,False,False
land,HB-E48033,land for sale jhor,"Boudeshwor Higher Secondary School, F80, Phulbāri, Tokha-01, टोखा नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 40607, नेपाल",Kathmandu,Phulbāri,13-20 Ft,2000000.0,4.0,2000000.0,8000000.0,False,False,False,False
land,HB-09CC3A,2 ropani land on sale at dhapasi marga,"Dhapasi (Tokha), Kathmandu",Kathmandu,Tokha,Pitched Road,5500000.0,32.0,5500000.0,176000000.0,False,False,False,False
land,HB-4A8B40,Land on Sale at Baikhu Goldhunga code GJBLOS 2793,"lolang, Goldhunga (Tarkeshwar), Kathmandu",Kathmandu,Lolang,Pitched Road,2300000.0,53.0,2300000.0,121900000.0,False,False,False,True
land,HB-2AB046,another big land maligau,"322, Hadigaun Marg, किसान टोल, Kathmandu-05, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 00975, नेपाल",Kathmandu,किसान टोल,Above 20 Ft,8500000.0,33.0,8500000.0,280500000.0,False,False,False,False
land,HB-DD4CE5,maligau land,"3, Maligaun Marg, किसान टोल, Kathmandu-05, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 00975, नेपाल",Kathmandu,किसान टोल,13-20 Ft,8000000.0,49.0,8000000.0,392000000.0,False,False,False,False
land,HB-9ADD1F,"1 Ropani Land on sale at Budanilkantha, Kathmandu","budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,4250000.0,16.0,4250000.0,68000000.0,False,False,False,False
land,HB-15D24E,For sell land at baluwatar,"Baluwatar, Kathmandu",Kathmandu,Baluwatar,Pitched Road,6500000.0,6.0,6500000.0,39000000.0,False,False,False,False
land,HB-57A190,8 AANA LAND FOR SALE AT SANEPA,"Sanepa, Lalitpur",Lalitpur,Sanepa,Unknown,7500000.0,8.0,7500000.0,60000000.0,False,False,False,False
land,HB-84F860,6 AANA LAND FOR SALE AT NAKHIPOT,"Nakhipot, Lalitpur",Lalitpur,Nakhipot,Unknown,5000000.0,5.99853907962016,5000000.0,29992695.3981008,False,False,False,False
land,HB-BB24FF,Residential Land on Sale at Budhanilkantha,"budanilkantha, Budhanilkantha, Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,3700000.0,3.5,3700000.0,12950000.0,False,False,False,False
land,HB-2FBE9F,Hanuman chowk GOKARNA najik main road ma jagga,"All Core Kathmandu, Kathmandu",Kathmandu,All Core Kathmandu,Above 20 Ft,4500000.0,8.0,4500000.0,36000000.0,False,False,False,False
land,HB-B48325,For sell land at dhahachook ktm,"Thankot (Chandragiri), Kathmandu",Kathmandu,Chandragiri,Pitched Road,1700000.0,240.0,1700000.0,408000000.0,False,False,False,True
land,HB-AD028A,5.5 ana land on sale in Budhanilkantha -16ft road,"Hattigaunda Bhangal Chapali Chunikhel Hepali Height Italitar Khadka Bhadrakali Narayanthan Mahankhal Pasikot Golfutar Budanilkantha, Budhanilkantha Area, Kathmandu",Kathmandu,Golfutar,Pitched Road,4500000.0,5.5,4500000.0,24750000.0,False,False,False,False
land,HB-9C9BC5,Land For Sale at Doleshwor,"Suryabinayak, Bhaktapur",Bhaktapur,Suryabinayak,Above 20 Ft,3000000.0,3.5,3000000.0,10500000.0,False,False,False,False
land,HB-9E89A2,Land on sale chapali,"chepali, Chapali (Budhanilkantha), Kathmandu",Kathmandu,Chepali,Pitched Road,4500000.0,4.1,4500000.0,18450000.0,False,False,False,False
land,HB-809074,Land on sale,"Bhaktapur City, Bhaktapur",Bhaktapur,Bhaktapur City,Above 20 Ft,3500000.0,6.75,3500000.0,23625000.0,False,False,False,False
land,HB-CBCC6D,5 Aana Land on sale lalitpur,"अर्पाच, Mahalaxmi-06, महालक्ष्मी, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44708, नेपाल",Lalitpur,अर्पाच,Above 20 Ft,2800000.0,5.0,2800000.0,14000000.0,False,False,False,False
land,HB-6E8257,8 Aana 2 paisa Land For sale at Bhaisepati,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",Lalitpur,Bhaisepati,Unknown,18000000.0,6.0,18000000.0,108000000.0,False,False,False,False
land,HB-FE9B81,28 Aana land sale at dhibighat inside ringroad,"Dhobighat, Lalitpur",Lalitpur,Dhobighat,Above 20 Ft,8000000.0,28.0,8000000.0,224000000.0,False,False,False,False
land,HB-808178,7 Aana residential land sale jhamsikhel,"jamsikhel, Jhamsikhel, Lalitpur",Lalitpur,Jhamsikhel,Pitched Road,10000000.0,7.0,10000000.0,70000000.0,False,False,False,False
land,HB-20DCE1,2 Ropani land sale ringroad touch sanepa,"Sanepa, Lalitpur",Lalitpur,Sanepa,Above 20 Ft,15000000.0,32.0,15000000.0,480000000.0,False,False,True,False
land,HB-C23946,URGENT LAND for SALE at IMADOL,"Mahalaxmi-02, पौडेगाउँ, ललितपुर महानगरपालिका, ललितपुर, बाग्मती प्रदेश, 44795, नेपाल",Lalitpur,Mahalaxmi,Pitched Road,4200000.0,2.5,4200000.0,10500000.0,False,False,False,False
land,HB-44E118,6 Ana Land For Sale At Budhanilkantha Pasikot,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,9-12 Ft,4200000.0,6.0,4200000.0,25200000.0,False,False,False,False
land,HB-7D780A,4 Aana 1 Dam Land for Sale at Jharuwasi,"Thecho Lele Jharuwarasi Chapagaun , Bajrabarahi Area, Lalitpur",Lalitpur,Thecho Lele Jharuwarasi Chapagaun,Unknown,2300000.0,4.099342585829072,2300000.0,9428487.947406866,False,False,False,False
land,HB-1056F6,10 aana land on sale at bhetghat chok Hattigauda,"धरमपुर, Budhanilkantha-07, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44607, नेपाल",Kathmandu,धरमपुर,Above 20 Ft,7500000.0,10.0,7500000.0,75000000.0,False,False,False,False
land,HB-B7EE79,5 aana 1 paisa on sale at raniban town planning.20,"Nagarjun-01, नागार्जुन नगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44601, नेपाल",Kathmandu,Nagarjun,Above 20 Ft,6500000.0,5.0,6500000.0,32500000.0,False,False,False,False
land,HB-24F4C5,"2Plots of 5/5ana Land on Sale at Chysindol, Tokha","Tokha, Kathmandu",Kathmandu,Tokha,Pitched Road,4000000.0,5.0,4000000.0,20000000.0,False,False,False,False
land,HB-11EB48,"For Sale: 7.25 aana Land in Duwakot, Bhaktapur !!!","Duwakot (Changunarayan), Bhaktapur",Bhaktapur,Duwakot,Unknown,3200000.0,7.25,3200000.0,23200000.0,False,False,False,False
land,HB-7386E3,18 Aana land on sale at chhauni swayambhu kathmand,"छाउनी, Kathmandu-15, काठमाडौं, काठमाडौँ महानगरपालिका, काठमाडौं, बाग्मती प्रदेश, 44620, नेपाल",Kathmandu,छाउनी,Above 20 Ft,12000000.0,18.0,12000000.0,216000000.0,False,False,False,False
land,HB-646A04,"sankhu jane bato, khulaltar ma 35 aana jagga bikri","salinadi road, Shankharapur, Kathmandu",Kathmandu,Shankharapur,Unknown,1300000.0,35.0,1300000.0,45500000.0,False,False,False,False
land,HB-DDF5A7,Land For Sale At Budhanilkantha Ganesh Chowk,"Golphutar, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Golphutar,Above 20 Ft,3000000.0,4.0,3000000.0,12000000.0,False,False,False,False
land,HB-E0C6B0,6 aana/4 aana land sale at dhobighat malpokhari,"Dhobighat, Lalitpur",Lalitpur,Dhobighat,Above 20 Ft,4500000.0,6.0,4500000.0,27000000.0,False,False,False,False
land,HB-E3F8EB,Beautiful land on Sale in Satungal,"Satungal (Chandragiri), Kathmandu",Kathmandu,Chandragiri,Pitched Road,3800000.0,4.5,3800000.0,17100000.0,False,False,False,False
land,HB-FF930F,Beautiful land on Sale in Thankot,"Thankot (Chandragiri), Kathmandu",Kathmandu,Chandragiri,Unknown,2700000.0,3.0,2700000.0,8100000.0,False,False,False,False
land,HB-275D8C,Beautiful land on Sale in Thankot,"Thankot (Chandragiri), Kathmandu",Kathmandu,Chandragiri,Unknown,2700000.0,3.4375,2700000.0,9281250.0,False,False,False,False
land,HB-82BAE7,"Beautiful land on Sale in Dauradipo, Satungal","Satungal (Chandragiri), Kathmandu",Kathmandu,Chandragiri,Pitched Road,3800000.0,3.5,3800000.0,13300000.0,False,False,False,False
land,HB-BFFC40,4 ana land on sale in Budhanilkantha - 20ft road,"Hattigaunda Bhangal Chapali Chunikhel Hepali Height Italitar Khadka Bhadrakali Narayanthan Mahankhal Pasikot Golfutar Budanilkantha, Budhanilkantha Area, Kathmandu",Kathmandu,Golfutar,Pitched Road,6000000.0,4.0,6000000.0,24000000.0,False,False,False,False
