ad_id,title,location_raw,district,neighborhood,road_type,raw_price,land_size_aana,price_per_aana,calculated_total_price,is_price_suspect,is_price_outlier,is_rate_outlier,is_large_plot
HB-ABFF87,"SALE - 4.5 Aana Near Basantapur, KTM","Yogbir Singh Marg, Naradevi, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Naradevi,13-20 Ft,33750000.0,4.0,8437500.0,33750000.0,False,False,False,False
HB-B75707,"Land on Sale at Dhapasi, code: GJBLOS 3549","Dhapasi, Tokha-6, Kathmandu",Kathmandu,Dhapasi,Pitched Road,5200000.0,3.5,1485714.2857142857,5200000.0,False,False,False,False
HB-1AE176,"Land for sale at Mid Baneshwor,Batisputali","Mid Baneshor, Basuki Marg, Kathmandu-31, Kathmandu",Kathmandu,Mid Baneshor,Pitched Road,8000000.0,20.0,8000000.0,160000000.0,False,False,False,False
HB-BAB783,"Land and house for sale at Bhaisipati, lalitpur","Bhaisepati, Lalitpur-18, Lalitpur",Lalitpur,Bhaisepati,,8000000.0,25.0,8000000.0,200000000.0,False,False,False,False
HB-AB9933,21 anna land on sell at dadhikot bhaktapur,"Dadhikot, Suryabinayak-4, Bhaktapur",Bhaktapur,Dadhikot,Above 20 Ft,2200000.0,21.0,2200000.0,46200000.0,False,False,False,False
HB-1C4CD6,3 ANA 1 PAISA LAND FOR SALE KHUMALTAR NEAR ULLENS,"HARIBOL TRADERS, 452, Janani Marg Purba, विशाल चोक, नखिपोट, Duniya Danda Chok, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44700, नेपाल",Lalitpur,Haribol Traders,13-20 Ft,6500000.0,3.0,2166666.6666666665,6500000.0,False,False,False,False
HB-BE95AC,Naya Naikap 3 anna Land on Sale,"Naikap, Tribhuvan Rajpath, Chandragiri-14, Kathmandu",Kathmandu,Naikap,Pitched Road,3600000.0,3.0,1200000.0,3600000.0,False,False,False,False
HB-F5C567,सस्तोमा जग्गा सुनाकोठी,"Chibahal, Lalitpur-26, Duniya Danda Chok, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44700, नेपाल",Lalitpur,Chibahal,,1700000.0,5.0,1700000.0,8500000.0,False,False,False,False
HB-40099B,Land For Sell ( Soltimod Tahachal ),"Soaltee Hotel, Redcross Road, कालिमाटी, Kathmandu-13, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44614, नेपाल",Kathmandu,Soaltee Hotel,Above 20 Ft,8800000.0,14.0,8800000.0,123200000.0,False,False,False,False
HB-54CB8B,10 aana land for sale Hepali height Budhanilkantha,"धरमपुर, Budhanilkantha-07, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 44607, नेपाल",Kathmandu,धरमपुर,13-20 Ft,5200000.0,10.0,5200000.0,52000000.0,False,False,False,False
HB-5EB1B0,"Land For Sale At Tokha, Kathmandu","Tokha, Tokha-3, Kathmandu",Kathmandu,Tokha,,3800000.0,7.994156318480643,3800000.0,30377794.010226443,False,False,False,False
HB-355715,"Land on Sale at Phutung tarkeswor, GJBLOS 3463","Phutung Bus Stop, Ratna Park - Phutang Sadak, Tarakeshwor-9, Kathmandu",Kathmandu,Phutung Bus Stop,Pitched Road,2850000.0,4.0,2850000.0,11400000.0,False,False,False,False
HB-E12485,"Land on sale at Gairedhara ( Naxal), Kathmandu","Naxal, Sama Marga, Kathmandu-1, Kathmandu",Kathmandu,Naxal,Pitched Road,6200000.0,6.75,6200000.0,41850000.0,False,False,False,False
HB-1CDD9D,18 Aana Land On Sale At Budhanilkantha Near BNKS,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,13-20 Ft,99000000.0,18.0,5500000.0,99000000.0,False,False,False,False
HB-05120D,Bhaktapur sirutar height ma sasto jagga 20 feet ro,"The Burger House And Crunchy Fried Chicken- Balkot Bhaktapur, Kaushaltar-Balkot, Suryabinayak-2, Bhaktapur",Bhaktapur,The Burger House And Crunchy Fried Chicken,,3000000.0,6.428049671292914,3000000.0,19284149.013878744,False,False,False,False
HB-E8F0AC,"Land For Sale In Lubhu, Near Mahalaxmi","Lubhu, Mahalaxmi-8, Lalitpur",Lalitpur,Lubhu,Gravel Road,2500000.0,5.0,2500000.0,12500000.0,False,False,False,False
HB-DF7A8C,"Sainbu (Bhaisepati), Land on Sale","Bhaisepati, Lalitpur-18, Lalitpur",Lalitpur,Bhaisepati,Pitched Road,5500000.0,6.5,5500000.0,35750000.0,False,False,False,False
HB-78B67A,Land Sell In Panchdev Colony. Bhaktapur Nikosera,"Hindunagar Road, Duwakot, Changunarayan Municipality, Bhaktapur",Bhaktapur,Duwakot,13-20 Ft,32.0,5.0,3200000.0,16000000.0,False,False,False,False
HB-E1FE8F,9 Ana Land For Sale At Budhanilkantha Ganesh Chowk,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,13-20 Ft,2800000.0,9.0,2800000.0,25200000.0,False,False,False,False
HB-B776F9,Sanepa Kharibot Chok Najik 6 Aana 2 Paisa Bikrema,"Arun Thapa Murti Chowk, Sanepa, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Sanepa,Full Road,10500000.0,6.0,1750000.0,10500000.0,False,False,False,False
HB-EAE694,Lalitpur Kupandol Najik Ghar Sahit 7 Aana Jagga,"Upendra Marg, Bakhundol, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Bakhundol,Full Road,8000000.0,7.0,1142857.142857143,8000000.0,False,False,False,False
HB-2E4D59,Sanepa Imperial Najik Ghr Sahit 8 Aana Jagga,"Arun Thapa Murti Chowk, Sanepa, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Sanepa,Full Road,9500000.0,8.0,1187500.0,9500000.0,False,False,False,False
HB-ED8E8B,Khumaltar Height Sambang Chok Najik 21 Ana Jagga,"Dhapakhel Marg, Airawa Tol, Hattiban, Duniya Danda Chok, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Airawa Tol,Full Road,4500000.0,21.0,4500000.0,94500000.0,False,False,False,False
HB-F52B86,Maharajgunj Sambala Hotel Najik 4 Ropani Jagga,"T.U. Teaching Hospital, Shree Kanti Marg, Narayan Tole, Basundhara Chauki, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Narayan Tole,Full Road,7000000.0,64.0,7000000.0,448000000.0,False,False,False,True
HB-9E076F,Gangalal Hospital Najik 5 Aana Jagga Bikrema,"T.U. Teaching Hospital, Shree Kanti Marg, Narayan Tole, Basundhara Chauki, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Narayan Tole,Full Road,7500000.0,5.0,1500000.0,7500000.0,False,False,False,False
HB-5972DB,"Land on sale at Budhanilkantha,Kathmandu","Budhanilkantha, Budhanilakantha-8, Kathmandu",Kathmandu,Budhanilkantha,Above 20 Ft,5000000.0,3.5,1428571.4285714286,5000000.0,False,False,False,False
HB-701617,: Land on Sale at Chhampi,"Chhampi, Godawari-9, Lalitpur",Lalitpur,Chhampi,Pitched Road,900000.0,34.0,900000.0,30600000.0,False,False,False,False
HB-9BC7F3,"Land on sale at Dhumbharai Height,Kathmandu","Dhumbharai Marg, Kathmandu, Kathmandu",Kathmandu,Dhumbharai Marg,Pitched Road,23000000.0,4.5,5111111.111111111,23000000.0,False,False,False,False
HB-880C19,"Land on sale at Baluwatar,Kathmandu","Baluwatar, Kathmandu-4, Kathmandu",Kathmandu,Baluwatar,Above 20 Ft,9500000.0,7.75,1225806.4516129033,9500000.0,False,False,False,False
HB-256EE0,Land for sale in ram Mandir kapan,"Ram Mandir Chowk ,kapan ( राममन्दिर चोक , कपन ), Budhanilakantha-11, Kathmandu",Kathmandu,Kapan,,4800000.0,6.0,4800000.0,28800000.0,False,False,False,False
HB-017859,commercial 5 Ropani land sale sanobharyang Kathman,"सानो भर्यांङ, Nagarjun-02, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",Kathmandu,सानो भर्यांङ,Above 20 Ft,7500000.0,80.0,7500000.0,600000000.0,False,True,False,True
HB-EB1EF1,19 aana A1 land for sale Bansbari Kathmandu,"201/23, Milijuli Marg, नारायण गोपाल चोक, बसुन्धरा, Kathmandu-04, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44606, नेपाल",Kathmandu,नारायण गोपाल चोक,9-12 Ft,8500000.0,19.0,8500000.0,161500000.0,False,False,False,False
HB-8AC74E,9 ANA COMMERCIAL LAND FOR SALE BADEGAUN LALITPUR,"Zoom Fitness, Satdobato-Godawari Road, ठैबा, Godawari-03, Godawari, ललितपुर, बागमती प्रदेश, 44709, नेपाल",Lalitpur,Zoom Fitness,Above 20 Ft,6500000.0,9.0,6500000.0,58500000.0,False,False,False,False
HB-89CC65,Highly commercial Land for sale at Jhamsikhel,"Jhamsikhel, Lalitpur-3, Lalitpur",Lalitpur,Jhamsikhel,,12500000.0,16.0,12500000.0,200000000.0,False,False,False,False
HB-52224E,"3 ana Land on sale in Chunikhel, Budhanilkantha","Chunikhel, Budhanilakantha-13, Kathmandu",Kathmandu,Chunikhel,Gravel Road,3000000.0,3.0,1000000.0,3000000.0,False,False,False,False
HB-ED9078,Land on sale at Chapagaun,"Chapagaun Hp, Lalitpur-15, Lalitpur",Lalitpur,Chapagaun Hp,Above 20 Ft,1700000.0,3.0,1700000.0,5100000.0,False,False,False,False
HB-2D352B,Chapali Chok Najik 4 Aana Jagga Bikre Ma,"chautara drinking water tank, chautara bridge, Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Chautara Drinking Water Tank,Full Road,5500000.0,4.0,1375000.0,5500000.0,False,False,False,False
HB-59CBD4,"Land For Sale in Kirtipur, Chardhara","Kirtipur, Ajaya Marga, Kirtipur-6, Kathmandu",Kathmandu,Kirtipur,Gravel Road,2700000.0,4.3125,2700000.0,11643750.0,False,False,False,False
HB-6B7F9F,10 Ana Land For Sale At Budhanilkantha KTM,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,Above 20 Ft,4700000.0,10.0,4700000.0,47000000.0,False,False,False,False
HB-E201E6,17 Aana Land For Sale At Budhanilkantha KTM,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,Above 20 Ft,4800000.0,17.0,4800000.0,81600000.0,False,False,False,False
HB-2267E7,Land near satungal bishnudevi mandir. 9828134892,"Alliant Insurance Brokrers, 303, थापाथली सडक, थापाथली, Kathmandu-11, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 00779, नेपाल",Kathmandu,Alliant Insurance Brokrers,Above 20 Ft,2400000.0,4.0,2400000.0,9600000.0,False,False,False,False
HB-9BDE04,Handkerchief Land On Sale,"Ashram galli, Basnetgaun, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Ashram Galli,13-20 Ft,4900000.0,6.0,4900000.0,29400000.0,False,False,False,False
HB-D65403,"Commercial Land on Sale Sampang Chowk, GJBLOS 3544","Sampang Chowk, Lalitpur-14, Lalitpur",Lalitpur,Sampang Chowk,Above 20 Ft,12500000.0,16.0,12500000.0,200000000.0,False,False,False,False
HB-8CF1DA,10 Ana Land For Sale At Budhanilkantha Deuwa,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,13-20 Ft,6000000.0,10.0,6000000.0,60000000.0,False,False,False,False
HB-192529,Land on sale at Chhampi,"Chhampi, Godawari-9, Lalitpur",Lalitpur,Chhampi,Pitched Road,1800000.0,4.0,1800000.0,7200000.0,False,False,False,False
HB-869D28,5 aana land for sale Hatigauda Budhanilkantha,"धरमपुर, Budhanilkantha-07, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 44607, नेपाल",Kathmandu,धरमपुर,Above 20 Ft,3500000.0,5.0,3500000.0,17500000.0,False,False,False,False
HB-5437D9,12 Aana Land With 14ft Road On Sale At Pasikot,"Pasikot (Budhanilkantha), Kathmandu",Kathmandu,Budhanilkantha,13-20 Ft,39600000.0,12.0,3300000.0,39600000.0,False,False,False,False
HB-FD2DED,7 aana land for sale Hatigauda Budhanilkantha,"Chasundol, 1, Khatri Colony Road, Budhanilkantha-06, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 44607, नेपाल",Kathmandu,Chasundol,13-20 Ft,3500000.0,7.0,3500000.0,24500000.0,False,False,False,False
HB-59FCB6,Land on sale Mahalaxmi,"Mahalaxmi Nagarpalika Imadol, Mahalaxmi-3, Lalitpur",Lalitpur,Mahalaxmi,Gravel Road,3000000.0,4.0,3000000.0,12000000.0,False,False,False,False
HB-B34329,"Land on Sale at Dhapasi, code: GJBLOS 2858","Dhapasi, Tokha, Tokha-4, Kathmandu",Kathmandu,Dhapasi,Pitched Road,5500000.0,6.5625,5500000.0,36093750.0,False,False,False,False
HB-9B79FB,Land on sale at Bhaisepati,"Bhaisepati, Lalitpur-18, Lalitpur",Lalitpur,Bhaisepati,Pitched Road,3500000.0,4.0,3500000.0,14000000.0,False,False,False,False
HB-26CF90,pandu bazar height ma sasto 7 aana jaggaa bikrima,"Pandu Bazaar, Suryabinayak-6, Bhaktapur",Bhaktapur,Pandu Bazaar,,25200000.0,7.0,3600000.0,25200000.0,False,False,False,False
HB-3C7D5B,Budhanilkantha Ma 5 Ropani Jagga Bikre Ma,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,Full Road,2800000.0,80.0,2800000.0,224000000.0,False,False,False,True
HB-2895A6,"Dhapakhel, Land on Sale","Dhapakhel, Lalitpur-23, Lalitpur",Lalitpur,Dhapakhel,Pitched Road,3000000.0,4.0,3000000.0,12000000.0,False,False,False,False
HB-907B1D,Mantri qwater Sainbu Aawas Sangai ko Jagga,"Bhaisepati, Lalitpur, Lalitpur-18, Lalitpur",Lalitpur,Bhaisepati,Above 20 Ft,60.0,4.5625,6000000.0,27375000.0,False,False,False,False
HB-CECDAF,Ghar Jagga Bikrima,"Nabil Bank, Machchhegaun Branch Branch, Kirtipur-9, Kathmandu",Kathmandu,Nabil Bank,,23.0,6.5,2300000.0,14950000.0,False,False,False,False
HB-9A93D3,"7 Anna Land for Sale @Sunakothi, near civil home","Civil Homes III, Thecho, Godawari-12, Godawari, ललितपुर, बागमती प्रदेश, 44700, नेपाल",Lalitpur,Civil Homes Iii,9-12 Ft,3700000.0,7.0,3700000.0,25900000.0,False,False,False,False
HB-478D2B,"Land For Sale in Padma Colony, Nagarjun","Padma Colony - I Phase, Nagarjun-5, Kathmandu",Kathmandu,Padma Colony,Pitched Road,3800000.0,3.0,1266666.6666666667,3800000.0,False,False,False,False
HB-C7BBC4,residential 4 Aana land on sale at Ramkot Kathmand,"Nagarjun-06, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44601, नेपाल",Kathmandu,Nagarjun,13-20 Ft,2800000.0,4.0,2800000.0,11200000.0,False,False,False,False
HB-AEE615,9 Aana Land For Sale At Raniban Pani Tanky Area,"Balaju Bypass, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Balaju,Above 20 Ft,6500000.0,9.0,6500000.0,58500000.0,False,False,False,False
HB-DDFC6E,11 Aana Land For Sale At Raniban Pani tanky Area,"Balaju Bypass, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Balaju,Above 20 Ft,6500000.0,11.0,6500000.0,71500000.0,False,False,False,False
HB-571D99,9 Aana Land For Sale Raniban Pani Tanky Area,"Nagarjun Municipality, Kathmandu",Kathmandu,Nagarjun,Above 20 Ft,5600000.0,9.0,5600000.0,50400000.0,False,False,False,False
HB-B8849C,6 Ana Land For Sale At Raniban Pani Tanky Area,"Raniban (Nagarjun), Kathmandu",Kathmandu,Nagarjun,Above 20 Ft,5700000.0,6.0,5700000.0,34200000.0,False,False,False,False
HB-AF9D9D,5 Ana Land For Sale At Raniban Pani Tanky Area,"Balaju Bypass, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Balaju,Above 20 Ft,7300000.0,5.0,1460000.0,7300000.0,False,False,False,False
HB-E3CD29,"Bhaisepati, Land on Sale","Bhaisepati, Lalitpur-18, Lalitpur",Lalitpur,Bhaisepati,,3700000.0,3.0,1233333.3333333333,3700000.0,False,False,False,False
HB-5B677B,Land for sale at soltee mode.,"Soltee Mode ( Kathmandu Nepal), Soltimode, Kathmandu-13, Kathmandu",Kathmandu,Soltimode,Pitched Road,8500000.0,13.0,8500000.0,110500000.0,False,False,False,False
HB-BE4A40,land on sale bhaisepati lalitpur 5 aana,"सैंबु , Lalitpur-18, Duniya Danda Chok, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 13775, नेपाल",Lalitpur,सैंबु,Above 20 Ft,5100000.0,5.0,1020000.0,5100000.0,False,False,False,False
HB-500EDE,16 Aana Land For Sale @ Khumaltar MainRoad Touched,"Sampang Chowk, Lalitpur-14, Lalitpur",Lalitpur,Sampang Chowk,,105.0,16.0,10500000.0,168000000.0,False,False,False,False
HB-47E85C,"Land on sale at Pasikot Budhanilkantha,KTM","Pasikot, Budhanilakantha-4, Kathmandu",Kathmandu,Pasikot,Gravel Road,3500000.0,9.0,3500000.0,31500000.0,False,False,False,False
HB-DB3E0D,"Land on sale at Tokha chandeshwori,Kathmandu","Tokha Chandeshwari, Tokha-2, Kathmandu",Kathmandu,Tokha,Pitched Road,2800000.0,20.0,2800000.0,56000000.0,False,False,False,False
HB-4D743B,6 anna Commercial land for sale at khumaltar,"Lalitpur, Lalitpur-3, Lalitpur",Lalitpur,Unknown,Above 20 Ft,10000000.0,6.0,1666666.6666666667,10000000.0,False,False,False,False
HB-BB04EB,THULO BHANGAL CHOK NAJIKAI 4.5 ANNA JAGGA SALE MA,"Bhangal, Budhanilakantha-8, Kathmandu",Kathmandu,Bhangal,,4300000.0,4.5,4300000.0,19350000.0,False,False,False,False
HB-80E2D3,"Land on sale at Tallo Baluwatar,Kathmandu","Baluwatar, Kathmandu-4, Kathmandu",Kathmandu,Baluwatar,Pitched Road,11000000.0,25.0,11000000.0,275000000.0,False,False,False,False
HB-E2D17F,11 ana Land on sale in Budhanilkantha Highway,"Ganesh Chowk, Budhanilakantha-11, Kathmandu",Kathmandu,Budhanilkantha,Gravel Road,5500000.0,11.0,5500000.0,60500000.0,False,False,False,False
HB-37DB08,"Land on Sale Indrayani Shankharapur, GJBLOS 3539","Indrayani, Shankharapur-9, Kathmandu",Kathmandu,Indrayani,Pitched Road,2500000.0,7.5,2500000.0,18750000.0,False,False,False,False
HB-3139C5,"Land for Resort on Sale at Ramkot, GJBLOS 3525","Ramkot, Nagarjun-6, Kathmandu",Kathmandu,Ramkot,,1500000.0,148.0,1500000.0,222000000.0,False,False,False,True
HB-D80825,8 aanaa land on sale mandikhatar ektabasti,"नवमार्ग, Rudramati Chowk, मन्डीकाटार, Budhanilkantha-09, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 44606, नेपाल",Kathmandu,नवमार्ग,13-20 Ft,5500000.0,8.0,5500000.0,44000000.0,False,False,False,False
HB-D4AAEF,Land On Sale At Hattigaunda near euro school,"Hattigauda, Golphutar Main Sadak, Budhanilakantha-7, Kathmandu",Kathmandu,Hattigauda,Pitched Road,4500000.0,6.0,4500000.0,27000000.0,False,False,False,False
HB-199AF4,"6 Aana 1 Paisa 1 Daam Jagga Bikrima in Pasikot, Bu","Pasikot Futsal, Budhanilakantha-4, Kathmandu",Kathmandu,Pasikot Futsal,,4800000.0,6.0,4800000.0,28800000.0,False,False,False,False
HB-631D65,"4 aana land for sale,Gangabu Tokha","दिपज्योति, सामाखुसी, Tokha-09, टोखा, टोखा नगरपालिका, काठमाडौं, बागमती प्रदेश, 00971, नेपाल",Kathmandu,दिपज्योति,,5500000.0,4.0,1375000.0,5500000.0,False,False,False,False
HB-40B98A,Land on sale at Tokha,"Gossip Beauty Parlour, Cosmetics And Gift Shop, Suryabinayak-5, Bhaktapur",Bhaktapur,Gossip Beauty Parlour,Pitched Road,3350000.0,6.0,3350000.0,20100000.0,False,False,False,False
HB-B4D589,"Land Sale Baniyatar Dhaneshwor, GJBLOS 3538","Baniyatar, Tokha-11, Kathmandu",Kathmandu,Baniyatar,Above 20 Ft,6500000.0,4.6875,1386666.6666666667,6500000.0,False,False,False,False
HB-84311B,"Land On Sale, 4.75 Aana in Chandragiri (property)","Naya Naikap, Chandragiri Municipality, Kathmandu",Kathmandu,Naya Naikap,9-12 Ft,16000000.0,4.75,3368421.052631579,16000000.0,False,False,False,False
HB-8D637A,"property on sale at Tinkune , kathmandu","रिंग रोड, गैरी गाउँ, Kathmandu-09, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44703, नेपाल",Kathmandu,रिंग रोड,,32000000.0,3.7983929875821767,8424615.384615384,32000000.0,False,False,False,False
HB-92CBCD,Land On Sale at Bhaisepati,"Bhaisepati,lalitpur",Lalitpur,Bhaisepati,,3800000.0,4.5,3800000.0,17100000.0,False,False,False,False
HB-FAE990,कलंकी रामकोट मा ४ आना जग्गा बिक्रिमा,"Nagarjun, Nagarjun Municipality, Kathmandu",Kathmandu,Nagarjun,Above 20 Ft,3000000.0,4.0,3000000.0,12000000.0,False,False,False,False
HB-8E8E18,ललितपुर लुभु आकर्षक जग्गा बिक्रिमा,"Lubhu, Mahalaxmi, Mahalaxmi Municipality, Lalitpur",Lalitpur,Lubhu,Above 20 Ft,2800000.0,3.0,2800000.0,8400000.0,False,False,False,False
HB-C65B67,मात्र ५० लाखमा घडेरी बिक्रीमा,"Bisankhunarayan, Godawari, Lalitpur",Lalitpur,Bisankhunarayan,Above 20 Ft,1500000.0,3.0,1500000.0,4500000.0,False,False,False,False
HB-29A250,7 aanaa land on sale budhanilkantha hepali,"Chasundol, 1, Khatri Colony Road, Budhanilkantha-06, बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, बागमती प्रदेश, 44607, नेपाल",Kathmandu,Chasundol,13-20 Ft,5300000.0,7.0,5300000.0,37100000.0,False,False,False,False
HB-E941E8,Land For Sell ( Kirtipur Chaghare ),"द:न, पाँगा, Kirtipur-05, कीर्तिपुर नगरपालिका, काठमाडौं, बागमती प्रदेश, 44618, नेपाल",Kathmandu,द:न,13-20 Ft,2600000.0,4.0,2600000.0,10400000.0,False,False,False,False
HB-023234,Land for Sale Naikap 27 Aana Ideal for Warehouse,"Naikap, Tribhuvan Rajpath, Chandragiri-14, Kathmandu",Kathmandu,Naikap,Above 20 Ft,4000000.0,27.0,4000000.0,108000000.0,False,False,False,False
HB-6F3B41,4 ana land for sale at budhanilkantha,"Iskcon Budhanilkantha, Budhanilakantha-5, Kathmandu",Kathmandu,Budhanilkantha,Above 20 Ft,2800000.0,4.0,2800000.0,11200000.0,False,False,False,False
HB-DA5D6F,"FOR SALE 4 AANA AT KAPAN- 65,00,00 Per Aana","Bangalamukhi, Budhanilakantha-11, Kathmandu",Kathmandu,Bangalamukhi,,6500000.0,4.002921840759679,1623813.8686131383,6500000.0,False,False,False,False
HB-01020C,9 ana land on sale in mahalaxmi sthan Lalitpur,"Shuvatara Hospital, महालक्ष्मीस्थान रोड, टिखिडोल, नख्खुडोल, Lalitpur-14, ललितपुर, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44702, नेपाल",Lalitpur,महालक्ष्मीस्थान रोड,13-20 Ft,61200000.0,9.0,6800000.0,61200000.0,False,False,False,False
HB-8771D7,land on sale bhaisepati lalitpur 6 aana,"Binayak Marg, Vinayak Colony, Tallogau, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Vinayak Colony,13-20 Ft,6500000.0,6.0,1083333.3333333333,6500000.0,False,False,False,False
HB-C56D96,52 aana land for sale Chappal karkhana Kathmandou,"मिलिजुली टोल, चप्पल कारखाना, Kathmandu-04, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44606, नेपाल",Kathmandu,मिलिजुली टोल,Above 20 Ft,8500000.0,52.0,8500000.0,442000000.0,False,False,False,True
HB-5091C8,"९ आना जग्गा बिक्रिमा फुलबारी कोलोनी, बुढानिलकण्ठ","Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,13-20 Ft,45.0,9.0,4500000.0,40500000.0,False,False,False,False
HB-FF59C4,7 aana land sell suryabinayak Bhaktapur,"Bhaktapur-06, भक्तपुर, भक्तपुर नगरपालिका, भक्तपुर, बागमती प्रदेश, 44800, नेपाल",Bhaktapur,भक्तपुर,13-20 Ft,3600000.0,7.0,3600000.0,25200000.0,False,False,False,False
HB-399B1B,land on sale kupandol height 4.5 aana lalitpur,"SASA Health Club, Kupandole Height Marga, Bakhundol, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Sasa Health Club,13-20 Ft,6500000.0,4.0,1625000.0,6500000.0,False,False,False,False
HB-A39282,4 Aana land on sale at thulobharyang,"Nagarjun-03, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, बागमती प्रदेश, 44620, नेपाल",Kathmandu,Nagarjun,13-20 Ft,6000000.0,4.0,1500000.0,6000000.0,False,False,False,False
HB-C4B835,Land for sale near bhaktapur dubar square;jhaukhel,"Kalighat, Kalighat Marga, Changunarayan-2, Bhaktapur, Bagmati Pradesh",Bhaktapur,Kalighat,,3000000.0,3.5,3000000.0,10500000.0,False,False,False,False
HB-D24E7A,"Land on sale at Payutar,Kathmandu","Payutar Height, Tarakeshwor-6, Kathmandu",Kathmandu,Payutar Height,Pitched Road,4500000.0,5.0,4500000.0,22500000.0,False,False,False,False
HB-873E7C,"Land on sale at Maharajgunj,Kathmandu","Payutar Height, Tarakeshwor-6, Kathmandu",Kathmandu,Payutar Height,Pitched Road,4000000.0,11.0,4000000.0,44000000.0,False,False,False,False
HB-F22532,9 aana land for sale Chandol Kathmandu,"पन्चकन्या, चप्पल कारखाना, Kathmandu-04, काठमाडौँ महानगरपालिका, काठमाडौं, बागमती प्रदेश, 44606, नेपाल",Kathmandu,पन्चकन्या,13-20 Ft,5500000.0,9.0,5500000.0,49500000.0,False,False,False,False
HB-4FE3AB,land on sale bhaisepati chunikhel lalitpur 3.5,"Bungamati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Bungamati,Above 20 Ft,3500000.0,3.0,1166666.6666666667,3500000.0,False,False,False,False
HB-98DB03,FOR SALE 8 AANA LAND AT CHOBHAR,"kritipur chovar, Chobhar (Kirtipur), Kathmandu",Kathmandu,Kritipur Chovar,,3000000.0,8.0,3000000.0,24000000.0,False,False,False,False
HB-5CC470,FOR SALE 4 AANA LAND AT CHOBHAR..,"kritipur chovar, Chobhar (Kirtipur), Kathmandu",Kathmandu,Kritipur Chovar,,2700000.0,4.0,2700000.0,10800000.0,False,False,False,False
HB-D12112,"land sale in Dakshinkali, Kathmandu","Dakshinkali-08, Dakshinkali, दक्षि‍णकाली नगरपालिका, काठमाडौं, बागमती प्रदेश, नेपाल",Kathmandu,Dakshinkali,13-20 Ft,619000.0,13.0,619000.0,8047000.0,False,False,False,False
HB-707D70,East faced 8 aana land nearby valley home chautara,"Hitnal Marg Street 2, Wakhat, Lalitpur-27, Satitar, ललितपुर महानगरपालिका, ललितपुर, बागमती प्रदेश, 44700, नेपाल",Lalitpur,Wakhat,13-20 Ft,3900000.0,8.0,3900000.0,31200000.0,False,False,False,False
HB-B0B9C3,30 ana Land on sale in Budhanilkantha Height,"budanilkantha, Narayanthan (Budhanilkantha), Kathmandu",Kathmandu,Budhanilkantha,Pitched Road,4200000.0,30.0,4200000.0,126000000.0,False,False,False,False
