ad_id,title,location_raw,district,neighborhood,road_type,raw_price,land_size_aana,price_per_aana,calculated_total_price,is_price_suspect,is_price_outlier,is_rate_outlier,is_large_plot
HB-A429C0,"Land for Sale – Godawari, Bistchap","Godawori Metropolitan Office, Godawari-11, Lalitpur",Lalitpur,Godawari,,1950000.0,4.0,1950000.0,7800000.0,False,False,False,False
HB-8EB115,commercial land sale manbhaban lalitpur9aana,"Kumaripati, Yala Sadak, Lalitpur-5, Lalitpur, Bagmati Pradesh",Lalitpur,Kumaripati,Above 20 Ft,9500000.0,9.0,1055555.5555555555,9500000.0,False,False,False,False
HB-EE0FD1,land for sale nakhipot lalitapurnearby ullens Scho,"Nakhipot, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Nakhipot,13-20 Ft,5700000.0,16.0,5700000.0,91200000.0,False,False,False,False
HB-932AFF,8.3 Aana Land For Sale In Manbhawan,"Manbhawan, Lalitpur-4, Lalitpur",Lalitpur,Manbhawan,,9000000.0,8.3,1084337.3493975904,9000000.0,False,False,False,False
HB-3A85F6,3.5 aana land for sale near Saibaba Tokha,"Tokha Saraswati, Tokha-3, Kathmandu, Bagmati Pradesh",Kathmandu,Tokha,13-20 Ft,4500000.0,3.5,1285714.2857142857,4500000.0,False,False,False,False
HB-56C65E,"Land on Sale at Chapagaun, code: GJBLOS 3578","Chapagaun, Godawari-9, Lalitpur",Lalitpur,Chapagaun,Above 20 Ft,1700000.0,14.0,1700000.0,23800000.0,False,False,False,False
HB-3D2235,Excellent Prime Land for Sale in Balkhu 6aana!,"Balkhu Chowk, Kathmandu Ringroad, Kathmandu-14, Kathmandu",Kathmandu,Balkhu,Pitched Road,6000000.0,6.0,1000000.0,6000000.0,False,False,False,False
HB-A02B39,"LAND FOR SALE IN DHAPAKHEL, LALITPUR","Dhapakhel, Lalitpur-23, Lalitpur",Lalitpur,Dhapakhel,Above 20 Ft,2800000.0,6.0,2800000.0,16800000.0,False,False,False,False
HB-D100E7,7 aana land on sale at sanobharyang Kathmandu,"Sano Bharyang, Nagarjun-2, Kathmandu, Bagmati Pradesh",Kathmandu,Sano Bharyang,Above 20 Ft,6000000.0,7.0,6000000.0,42000000.0,False,False,False,False
HB-E0F522,3 ana 1 paisa land for sale,"Kavresthali, Tarakeshwor-2, Kathmandu",Kathmandu,Thali,,6500000.0,3.0,2166666.6666666665,6500000.0,False,False,False,False
HB-48F0C1,land for sale theku kathamandu 9 aana,"Hyumat, Kathmandu-12, Kathmandu, Bagmati Pradesh",Kathmandu,Hyumat,13-20 Ft,4600000.0,9.0,4600000.0,41400000.0,False,False,False,False
HB-1E71CC,Land on sale at tokha 2800000 per aana,"Tokha-2, Kathmandu, Bagmati Pradesh",Kathmandu,Tokha,13-20 Ft,2800000.0,5.0,2800000.0,14000000.0,False,False,False,False
HB-0D39A6,15 aana land for sale Hatigauda Budhanilkantha,"Ganesh School Chowk, Budhanilakantha-6, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Above 20 Ft,5500000.0,15.0,5500000.0,82500000.0,False,False,False,False
HB-66356F,4 aana land for sale Pasikot Budhanilkantha,"Budhanilakantha-4, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,4500000.0,4.0,1125000.0,4500000.0,False,False,False,False
HB-085640,Plots For Sale At Chandragiri,"Chandragiri, Chandragiri-5, Kathmandu",Kathmandu,Chandragiri,,3500000.0,3.0,1166666.6666666667,3500000.0,False,False,False,False
HB-AB7727,"Land for Sale – Kirtipur, Jakha","Kirtipur, Pushpalal Marg, Kirtipur-9, Kathmandu",Kathmandu,Kirtipur,Gravel Road,4000000.0,8.0,4000000.0,32000000.0,False,False,False,False
HB-6DD426,Land on sale at ramkot,"Ramkot (Nagarjun), Kathmandu",Kathmandu,Nagarjun,13-20 Ft,1900000.0,4.25,1900000.0,8075000.0,False,False,False,False
HB-808C5E,land for sale thecho lalitpur 5.5 aana,"Godawari-12, Lalitpur, Bagmati Pradesh",Lalitpur,Godawari,Above 20 Ft,3700000.0,5.0,3700000.0,18500000.0,False,False,False,False
HB-223593,7.75 aana land for sale Budhanilkantha Heigha,"Budhanilakan, Budhanilakantha-1, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilakan,13-20 Ft,4500000.0,7.75,4500000.0,34875000.0,False,False,False,False
HB-AD2076,3 aana land for sale Rudreshwar Budhanilkantha,"Rudreswar Chowk, Budhanilakantha-5, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,9-12 Ft,5200000.0,3.0,1733333.3333333333,5200000.0,False,False,False,False
HB-767C5A,4.5 aana land for sale Nagarik Chauk Budhanilkanth,"Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,5500000.0,4.5,1222222.2222222222,5500000.0,False,False,False,False
HB-C9DE55,3 aana land for sale Narayanthan Budhanilkantha,"Budhanilakantha-1, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,5000000.0,3.0,1666666.6666666667,5000000.0,False,False,False,False
HB-2B2DDD,4 aana land for sale Hatigauda Euro Chauk,"Budhanilakantha-6, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,4500000.0,4.0,1125000.0,4500000.0,False,False,False,False
HB-E24348,8.3 Aana Land For Sale In Manbhawan,"Manbhawan, Lalitpur-4, Lalitpur",Lalitpur,Manbhawan,,9000000.0,8.3,1084337.3493975904,9000000.0,False,False,False,False
HB-12BF92,8 aana land for sale Ganesh Chauk Budhanilkantha,"Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,4000000.0,8.0,4000000.0,32000000.0,False,False,False,False
HB-713523,4 aana land for sale Fulwaari colony Budhanilkanth,"Budhanilakantha-1, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,4500000.0,4.0,1125000.0,4500000.0,False,False,False,False
HB-3C326E,4 aana land for sale Bhangal Budhanilkantha,"Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,4700000.0,4.0,1175000.0,4700000.0,False,False,False,False
HB-DDF02D,6 aanaa highcommercial land on sale budhanilkantha,"Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,Above 20 Ft,5500000.0,6.0,5500000.0,33000000.0,False,False,False,False
HB-542066,"Land for Sale – Lubhu, Lalitpur","Lubhu, Mahalaxmi-8, Lalitpur",Lalitpur,Lubhu,Pitched Road,2300000.0,4.25,2300000.0,9775000.0,False,False,False,False
HB-70E621,"Land for Sale – Nalinchowk, Bhaktapur","Nalin Chowk Bus Stop, Suryabinayak-9, Bhaktapur",Bhaktapur,Suryabinayak,Gravel Road,1800000.0,4.0,1800000.0,7200000.0,False,False,False,False
HB-175F9A,"Land for Sale – Balkot, Bhaktapur","Balkot, Kaushaltar-Balkot, Suryabinayak-2, Bhaktapur",Bhaktapur,Balkot,Pitched Road,2800000.0,6.75,2800000.0,18900000.0,False,False,False,False
HB-9F4CAB,land for sale chobhar kathamandu 9aana,"Kirtipur-6, Kathmandu, Bagmati Pradesh",Kathmandu,Kirtipur,Above 20 Ft,2800000.0,9.0,2800000.0,25200000.0,False,False,False,False
HB-871B6E,Bhaktapur changunarayan sasto jagga,"Changunarayan, Changunarayan-3, Bhaktapur",Bhaktapur,Changunarayan,,975000.0,17.0,975000.0,16575000.0,False,False,False,False
HB-B5F2F6,"Plots for Sale in Bhaisepati, Khoicha Height","Bhaisepati, Kirtipur-6, Kathmandu",Kathmandu,Bhaisepati,,2700000.0,3.0,2700000.0,8100000.0,False,False,False,False
HB-25D4AE,Buy 20 Aana land Get 1 House For Free,"Budanilkantha, Budhanilakantha-1, Kathmandu",Kathmandu,Budhanilkantha,,5000000.0,20.0,5000000.0,100000000.0,False,False,False,False
HB-AFFBF6,7 aana land for sale Bansbari Kathmandu,"Pipal Bot, Kathmandu-3, Kathmandu, Bagmati Pradesh",Kathmandu,Pipal Bot,13-20 Ft,8000000.0,7.0,1142857.142857143,8000000.0,False,False,False,False
HB-27E372,"Land for sale in Bhimsengola, Sinamangal","Sinamangal, Kathmandu-31, Kathmandu",Kathmandu,Sinamangal,Gravel Road,7500000.0,4.0,1875000.0,7500000.0,False,False,False,False
HB-325AE0,"Land for sale – tokha-2, chandeshwori","Tokha, Tokha-6, Kathmandu",Kathmandu,Tokha,Gravel Road,3500000.0,4.5,3500000.0,15750000.0,False,False,False,False
HB-D04A26,"Land on sale at Thankot,Kathmandu","Thankot, Chandragiri-4, Kathmandu",Kathmandu,Thankot,Above 20 Ft,2500000.0,272.0,2500000.0,680000000.0,False,True,False,True
HB-1E6C43,"Land on sale at Bansbari,Kathmandu","Bansbari, Kathmandu-3, Kathmandu",Kathmandu,Bansbari,Pitched Road,5500000.0,22.0,5500000.0,121000000.0,False,False,False,False
HB-220256,"Plot for Sale – Bansbari, Bhaktapur","Bansbari, Changunarayan-7, Bhaktapur",Bhaktapur,Bansbari,Gravel Road,2000000.0,5.0,2000000.0,10000000.0,False,False,False,False
HB-A843CA,3 aana land for sale total 60 lakh at jharuwarashi,"Sarkigau, Godawari-13, Lalitpur, Bagmati Pradesh",Lalitpur,Sarkigau,13-20 Ft,2000000.0,3.0,2000000.0,6000000.0,False,False,False,False
HB-E48F8F,land for sale dholaiti height lalitpur 3 aana,"Euro Kids, कान्ति लोकपथ, Wakhat, Satitar, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Euro Kids,13-20 Ft,6000000.0,3.0,2000000.0,6000000.0,False,False,False,False
HB-8CE8C1,3.75Ana Land For Sale Budhanilkantha With 20ft RD,"Budhanilkantha, Budhanilkantha Municipality, Kathmandu",Kathmandu,Budhanilkantha,Above 20 Ft,2800000.0,4.0,2800000.0,11200000.0,False,False,False,False
HB-E8F940,"Land for Sale – Thankot, Chandragiri, Kathmandu","Chandragiri, Chandragiri-5, Kathmandu",Kathmandu,Chandragiri,Pitched Road,3500000.0,4.0,3500000.0,14000000.0,False,False,False,False
HB-0D3FA9,"Land for Sale in Matatirtha, Kathmandu","Matatirtha, Chandragiri-6, Kathmandu",Kathmandu,Matatirtha,Gravel Road,1800000.0,4.5,1800000.0,8100000.0,False,False,False,False
HB-3BD12B,"Land for Sale – Near Nalin Chowk, Suryabinayak","Suryabinayak, Suryabinayak-7, Bhaktapur",Bhaktapur,Suryabinayak,Pitched Road,2600000.0,4.25,2600000.0,11050000.0,False,False,False,False
HB-56CD4C,Land for sale in bhangal 4 ana,"Budhanilakantha-8, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,,4200000.0,4.0,1050000.0,4200000.0,False,False,False,False
HB-15EADC,Jhamsikhel Land For Sale Besides Vivanta Hotel,"Dev Guest House, Pulchowk Jhamsikhel Marga, Jhamsikhel, Dhobighat, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Dev Guest House,Above 20 Ft,9000000.0,10.0,9000000.0,90000000.0,False,False,False,False
HB-6B633F,"Land on sale at Jarankhu,Kathmandu","Jarankhu, Kranti Marga, Tarakeshwor-9, Kathmandu",Kathmandu,Jarankhu,Pitched Road,12000000.0,3.0,4000000.0,12000000.0,False,False,False,False
HB-C1C946,"Land on sale at Maharajgunj,Kathmandu","Chundevi Marg, Indramaya Marg, Kathmandu-4, Kathmandu",Kathmandu,Chundevi Marg,Above 20 Ft,6000000.0,38.0,6000000.0,228000000.0,False,False,False,False
HB-CB6009,आकर्षक ४आना जग्गा बिक्रिमा Call 9851217580,"27DR017, Nagarjun, Nagarjun Municipality, Kathmandu",Kathmandu,Nagarjun,Above 20 Ft,2700000.0,4.0,2700000.0,10800000.0,False,False,False,False
HB-A5A7BB,anamnagar comercial house,"Pushpa Nagar, Kathmandu-29, Kathmandu, Bagmati Pradesh",Kathmandu,Pushpa Nagar,Above 20 Ft,120000000.0,8.0,15000000.0,120000000.0,False,False,False,False
HB-950DFC,"Land for sale at Tikathali , Lalitpur(5.75 aana)","Tikathali, Mahalaxmi-5, Lalitpur",Lalitpur,Tikathali,,4400000.0,5.75,4400000.0,25300000.0,False,False,False,False
HB-0B6EF9,Land for sell,"Bhaktapur, Madhyapur Thimi-5, Bhaktapur",Bhaktapur,Madhyapur Thimi,Gravel Road,4550000.0,6.5,4550000.0,29575000.0,False,False,False,False
HB-388B52,"Land on Sale at Gopikrishna Chabahil, GJBLOS 3610","Bilche Fancy Shop, gopikrishna Chok Chabahil, kathmandu, nepal, Kathmandu-4, Kathmandu",Kathmandu,Bilche Fancy Shop,Pitched Road,8500000.0,17.0,8500000.0,144500000.0,False,False,False,False
HB-BB2041,"10 Anna Land for sale in Sano-Bharyang, Kathmandu","Nagarjun-2, Kathmandu, Bagmati Pradesh",Kathmandu,Nagarjun,13-20 Ft,5500000.0,10.0,5500000.0,55000000.0,False,False,False,False
HB-782CB9,"Land for sale in Kirtipur, Jakha","Kirtipur, Kirtipur-10, Kathmandu",Kathmandu,Kirtipur,Gravel Road,3200000.0,4.0,3200000.0,12800000.0,False,False,False,False
HB-CF695D,"Land for sale in kirtipur, Jakha","Kirtipur, Ajaya Marga, Kirtipur-6, Kathmandu",Kathmandu,Kirtipur,Pitched Road,3200000.0,3.0,1066666.6666666667,3200000.0,False,False,False,False
HB-379A87,"Land for sale in Kirtipur, Jakha","Kirtipur, Kirtipur-10, Kathmandu",Kathmandu,Kirtipur,Gravel Road,3200000.0,4.0,3200000.0,12800000.0,False,False,False,False
HB-5B17C6,"Land for Sale – Kirtipur, Jakha","Kirtipur, Kirtipur-9, Kathmandu",Kathmandu,Kirtipur,Gravel Road,3200000.0,4.0,3200000.0,12800000.0,False,False,False,False
HB-843377,"Land for Sale – Kirtipur, Jakha","Kirtipur, Ajaya Marga, Kirtipur-6, Kathmandu",Kathmandu,Kirtipur,Gravel Road,3200000.0,4.0,3200000.0,12800000.0,False,False,False,False
HB-9699B3,"Land on sale at Naxal,Kathmandu","Naxal, Sama Marga, Kathmandu-1, Kathmandu",Kathmandu,Naxal,Pitched Road,11000000.0,12.5,11000000.0,137500000.0,False,False,False,False
HB-41C7B6,Samakhusi Ranibari Najik 5 Ana Jagga Bikrema,"Tilintar, Basundhara Chauki, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Tilintar,Full Road,7500000.0,5.0,1500000.0,7500000.0,False,False,False,False
HB-7AAB34,Samakhusi Ma 14 Ana Jagga Bikre Ma,"Bal Kumari Marg, Lainchaur, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Lainchaur,Full Road,5500000.0,14.0,5500000.0,77000000.0,False,False,False,False
HB-89EF7F,Manamaiju Mandir Najik 2 Ana 3 Paisa Jagga Bikrema,"Loktantrik Chowk, Tarakeshwar, Tarakeshwar Municipality, Kathmandu",Kathmandu,Tarakeshwar,Full Road,3000000.0,2.0,1500000.0,3000000.0,False,False,False,False
HB-99B87A,Baluwatar Ma 17 Ana Jagga Bikre Ma,"Rastra Bank, 341, Lalita Marg, Khursanitaar, Baluwatar, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Rastra Bank,Full Road,7800000.0,17.0,7800000.0,132600000.0,False,False,False,False
HB-88EEDD,Naxal Ma 26 Ana Jagga Bikrema,"Police Headquarter, Tangal Marg, Mali Gaun, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Police Headquarter,Full Road,8000000.0,26.0,8000000.0,208000000.0,False,False,False,False
HB-522CA6,8 Ana Land For Sale in Bishnudole Lalitpur,"Bisnudol, Bishnudol-Lubhu Road, Mahalaxmi-8, Lalitpur, Bagmati Pradesh",Lalitpur,Bisnudol,,4000000.0,8.0,4000000.0,32000000.0,False,False,False,False
HB-396111,Land on sale at Dharmasthali,"Dharmasthal Marg, Kathmandu, Kathmandu",Kathmandu,Dharmasthal Marg,,2200000.0,29.0,2200000.0,63800000.0,False,False,False,False
HB-BBB57B,Land on sale at Chunikhel,"Chunikhel, Lalitpur-22, Lalitpur",Lalitpur,Chunikhel,,3000000.0,4.0,3000000.0,12000000.0,False,False,False,False
HB-DF2A37,Land on sale at Sunakothi,"Sunakothi, Lalitpur-25, Lalitpur",Lalitpur,Sunakothi,Pitched Road,4000000.0,8.0,4000000.0,32000000.0,False,False,False,False
HB-F1FC8E,"Land on sale at Dadhikot, Gamcha Chowk","Dadhikot, Suryabinayak-4, Bhaktapur",Bhaktapur,Dadhikot,Pitched Road,5000000.0,5.0,1000000.0,5000000.0,False,False,False,False
HB-866E6D,Land on sale at Dulal Gaun,"Dulal Gaun, Budhanilakantha-5, Kathmandu",Kathmandu,Dulal Gaun,Pitched Road,3000000.0,7.0,3000000.0,21000000.0,False,False,False,False
HB-8FC4A0,Land on sale at Dharmasthali,"Dharmasthali, Tarakeshwor-2, Kathmandu",Kathmandu,Thali,Pitched Road,3500000.0,3.0,1166666.6666666667,3500000.0,False,False,False,False
HB-723A16,Land on Sale at Satdobato,"Satdobato, Satdobato To Lagankhel, Lalitpur-15, Lalitpur",Lalitpur,Satdobato,Pitched Road,10900000.0,10.0,1090000.0,10900000.0,False,False,False,False
HB-F907B7,Land on sale at Jhaukhel,"Jhaukhel, Changunarayan-1, Bhaktapur",Bhaktapur,Jhaukhel,Pitched Road,2600000.0,6.0,2600000.0,15600000.0,False,False,False,False
HB-1FB2AF,godamchour 3 aana 2 paisa total 32 lakh only.,"Thaiba, Godawari - Bisankhunarayan Road, Godawari-14, Lalitpur, Bagmati Pradesh",Lalitpur,Thaiba,,900000.0,3.0,900000.0,2700000.0,False,False,False,False
HB-1A4AF9,"Sankhu,Suntol-8, 25 anna Jagga सुन्टोल 25 आना जग्ग","Sankhu, Shankharapur-7, Kathmandu",Kathmandu,Sankhu,Above 20 Ft,1750000.0,25.0,1750000.0,43750000.0,False,False,False,False
HB-555947,"Land for Sale – Gwarko, Imadol","Gwarko, Lalitpur-17, Lalitpur",Lalitpur,Gwarko,Pitched Road,4000000.0,3.0,1333333.3333333333,4000000.0,False,False,False,False
HB-4DC370,"Land for sale in Kirtipur, Jhul Pokhari","Kirtipur, Kirtipur-9, Kathmandu",Kathmandu,Kirtipur,Gravel Road,2600000.0,3.0,2600000.0,7800000.0,False,False,False,False
HB-01C0B0,"Land on Sale at Koteshwor, code: GJBLOS 3609","Koteshwor, Kathmandu-32, Kathmandu",Kathmandu,Koteshwor,Above 20 Ft,12000000.0,8.5,1411764.705882353,12000000.0,False,False,False,False
HB-E4C25B,"Land for Sale – Kalanki, Tinthana","Tinthana, Tribhuvan Rajpath, Chandragiri-15, Kathmandu",Kathmandu,Tinthana,Pitched Road,3000000.0,3.0,1000000.0,3000000.0,False,False,False,False
HB-EE5795,Land for Sale,"Gahana Pokhari, Kathmandu-5, Kathmandu",Kathmandu,Gahana Pokhari,Above 20 Ft,8500000.0,80.0,8500000.0,680000000.0,False,True,False,True
HB-1141A2,Land for Sale at Radhe Radhe,"Radhe Radhe, Araniko Highway, Madhyapur Thimi-4, Bhaktapur",Bhaktapur,Radhe Radhe,,26900000.0,6.0,4483333.333333333,26900000.0,False,False,False,False
HB-35B0C5,jharuwarashi pasmina 4 aana 2 paisa total 50 lakh,"Godawari-4, Lalitpur, Bagmati Pradesh",Lalitpur,Godawari,13-20 Ft,1200000.0,4.0,1200000.0,4800000.0,False,False,False,False
HB-FEF050,4 Aana 2 Paisa 2 daam At Balkot,"Balkot, Madhyapur Thimi-3, Bhaktapur, Bagmati Pradesh",Bhaktapur,Balkot,13-20 Ft,4200000.0,4.0,1050000.0,4200000.0,False,False,False,False
HB-04F4D6,3 Aana 3 Paisa land Urgently Sale,"Nekosera, Madhyapur Thimi-9, Bhaktapur, Bagmati Pradesh",Bhaktapur,Nekosera,13-20 Ft,3200000.0,3.0,1066666.6666666667,3200000.0,False,False,False,False
HB-4746AF,4 ANA 1 PAISA 2 DAM LAND HATTIBAN TARKARI BAZAR,"Sangam Basti, Lalitpur-28, Lalitpur, Bagmati Pradesh",Lalitpur,Sangam Basti,,5500000.0,4.0,1375000.0,5500000.0,False,False,False,False
HB-8AD7EB,3 ANA 3 DAM LAND WITH 1 TALLE HOUSE DHAPA HEIGHT,"Lalitpur-23, Lalitpur, Bagmati Pradesh",Lalitpur,Unknown,,15500000.0,3.0,5166666.666666667,15500000.0,False,False,False,False
HB-495D63,9 ANA LAND FOR SALE IN HATTIBAN NEAR LA SCHOOL,"Lalitpur-15, Lalitpur, Bagmati Pradesh",Lalitpur,Unknown,,4500000.0,9.0,4500000.0,40500000.0,False,False,False,False
HB-4BD0D4,4 aana land for sale Chyasundol Budhanilkantha,"Budhanilakantha-6, Kathmandu, Bagmati Pradesh",Kathmandu,Budhanilkantha,13-20 Ft,3500000.0,4.0,3500000.0,14000000.0,False,False,False,False
HB-898ABF,"Land for Sale – Chandragiri, Near Matatirtha Mandi","Chandragiri, Chandragiri-5, Kathmandu",Kathmandu,Chandragiri,Pitched Road,2500000.0,16.0,2500000.0,40000000.0,False,False,False,False
HB-016765,Kapan Paiyutar/Paiyatar land for sale ( 4-6 anna),"Kapan Paiyutar, Budhanilakantha-11, Kathmandu",Kathmandu,Kapan,Above 20 Ft,4500000.0,4.0,1125000.0,4500000.0,False,False,False,False
HB-F1A4EE,PLOTTED LAND FOR SALE IN SITAL HEIGHT,"Sital Height Housing Society, Mahalaxmi-4, Lalitpur",Lalitpur,Mahalaxmi,,6000000.0,40.0,6000000.0,240000000.0,False,False,False,False
HB-CFA28B,3 Aana To 5 Aana Land For Sale,"Gurjudhara, Kisipide to Gurjudhara, Chandragiri-5, Kathmandu",Kathmandu,Gurjudhara,,4500000.0,5.0,4500000.0,22500000.0,False,False,False,False
HB-CDD180,land for sale in gothatar contact 9813884755,"Bhirbhadra Chowk, Kageshwori Manahora-8, Kathmandu, Bagmati Pradesh",Kathmandu,Kageshwori Manahora,Above 20 Ft,3250000.0,15.0,3250000.0,48750000.0,False,False,False,False
HB-0269F6,Jagga Bikri Ma 5 Aana,"झिकुच राजकुलो चोक, पौडेगाउँ, महालक्ष्मी नगरपालिका, ललितपुर",Lalitpur,झिकुच राजकुलो चोक,Above 20 Ft,40.0,5.0,4000000.0,20000000.0,False,False,False,False
HB-806353,Jagga Bikri Ma 5 Aana,"झिकुच राजकुलो चोक, पौडेगाउँ, महालक्ष्मी नगरपालिका, ललितपुर",Lalitpur,झिकुच राजकुलो चोक,Above 20 Ft,4500000.0,5.0,4500000.0,22500000.0,False,False,False,False
HB-A8AF1B,"Sunakothi, Lalitpur ko Jagga bikrima","Satitar, Hitnal Marg Street 2, Lalitpur-27, Lalitpur, Bagmati Pradesh",Lalitpur,Satitar,Pitched Road,4000000.0,8.0,4000000.0,32000000.0,False,False,False,False
HB-B29C4D,Residential Land sale in Imadol,"Imadol, Gwarko-Lamatar, Mahalaxmi-2, Lalitpur",Lalitpur,Imadol,Pitched Road,4000000.0,6.0,4000000.0,24000000.0,False,False,False,False
HB-8FA3FA,Commertial Land sale at Jadibuti,"Jadibuti, Araniko Highway, Kathmandu-32, Kathmandu",Kathmandu,Jadibuti,Pitched Road,5500000.0,2.5,2200000.0,5500000.0,False,False,False,False
HB-9EDDA8,"Land for Sale – Changathali, Lalitpur","Bhaktapur, Kathmandu-28, Kathmandu",Kathmandu,Unknown,Pitched Road,3500000.0,6.0,3500000.0,21000000.0,False,False,False,False
HB-4DA1E3,Bafal Ma 11 Aana Jagga Bikrima,"Kathmandu Ringroad, Nagarjun, Nagarjun Municipality, Kathmandu",Kathmandu,Nagarjun,13-20 Ft,7000000.0,11.0,7000000.0,77000000.0,False,False,False,False
HB-D7DD0D,Bafal Ma 15 Aana Jagga Bikrima,"Kathmandu Ringroad, Nagarjun, Nagarjun Municipality, Kathmandu",Kathmandu,Nagarjun,9-12 Ft,2800000.0,15.0,2800000.0,42000000.0,False,False,False,False
HB-031312,Thamel JP Line Ma 7 Aana Commercial Jagga Bikrima,"Bhagwan Bahal Cafe, Amrit Marg, Lut Chok, Thamel, Kathmandu Metropolitan City, Kathmandu",Kathmandu,Bhagwan Bahal Cafe,Above 20 Ft,140000000.0,7.0,20000000.0,140000000.0,False,False,False,False
HB-88F05A,6 anna land on sell at shankhamul with 10 ft road,"Shankhamul, Kathmandu-10, Kathmandu",Kathmandu,Shankhamul,Gravel Road,6200000.0,6.0,1033333.3333333334,6200000.0,False,False,False,False
HB-B506B2,Prime 12 Aana Land for Sale at Banasthali Height,"Banasthali, Kathmandu-16, Kathmandu",Kathmandu,Thali,Above 20 Ft,60000000.0,12.0,5000000.0,60000000.0,False,False,False,False
HB-AC67C4,land for sale bhaisepati heights lalitpur 16 aana,"Bhaisepati, Lalitpur, Lalitpur Metropolitan City, Lalitpur",Lalitpur,Bhaisepati,13-20 Ft,6000000.0,16.0,6000000.0,96000000.0,False,False,False,False
HB-51FBDD,Land Sale in Olgapuri Bhaisepati Area-Urgent Sale,"Bhaisepati, Lalitpur-18, Lalitpur",Lalitpur,Bhaisepati,,4000000.0,4.5,4000000.0,18000000.0,False,False,False,False
HB-B6B2A8,"Land for Sale – Dilli Bazar, Kathmandu","Dillibazar, Dillibazar Sadak, Kathmandu-29, Kathmandu",Kathmandu,Dillibazar,Pitched Road,7000000.0,7.0,1000000.0,7000000.0,False,False,False,False
