district,property_type,property_face,road_type,municipality,ward_no,neighborhood,price_per_aana,land_size_aana,road_width_feet,facing_road_width,hospital_m,airport_m,pharmacy_m,bhatbhateni_m,school_m,public_transport_m,police_station_m,ring_road_m,ring_road_proximity,comm_road_premium,is_corner_plot
Lalitpur,Residential,West,High Access,Lalitpur,18,Bhaisepati,5200000.0,5.0,16.0,68.0,500.0,8000.0,400.0,3000.0,400.0,200.0,400.0,5000.0,0.1174068144882187,0.0,0
Lalitpur,Residential,East,High Access,Mahalaxmi,6,Godawari,2800000.0,1.0,13.0,78.0,200.0,9000.0,50.0,2000.0,300.0,50.0,100.0,300.0,0.1752200244275466,0.0,0
Lalitpur,Residential,South-East,High Access,Mahalaxmi,3,Imadol,4100000.0,4.5,13.0,78.0,300.0,4000.0,100.0,400.0,200.0,50.0,300.0,4000.0,0.12056473085830295,0.0,1
Lalitpur,Residential,West,High Access,Mahalaxmi,8,Lubhu,2500000.0,3.1,13.0,78.0,500.0,5000.0,100.0,400.0,300.0,50.0,300.0,4000.0,0.12056473085830295,0.0,0
Lalitpur,Residential,North-East,High Access,Mahalaxmi,6,Harisiddhi,6500000.0,7.0,16.0,78.0,300.0,6000.0,100.0,1000.0,300.0,300.0,300.0,4000.0,0.12056473085830295,0.0,1
Lalitpur,Residential,South,Low Access,Lalitpur,9,Sanepa,6500000.0,7.5,13.0,68.0,700.0,8000.0,500.0,700.0,1000.0,200.0,1000.0,2000.0,0.13155467320159442,0.0,0
Lalitpur,Residential,North,Low Access,Lalitpur,3,Sanepa,8500000.0,5.21,10.0,68.0,700.0,8000.0,500.0,700.0,1000.0,200.0,1000.0,2000.0,0.13155467320159442,0.0,0
Lalitpur,Residential,East,High Access,Kathmandu,3,Imadol,3800000.0,11.0,13.0,35.0,300.0,4000.0,100.0,600.0,200.0,100.0,400.0,4000.0,0.12056473085830295,0.0,0
Lalitpur,Residential,North-East,High Access,Mahalaxmi,4,Harisiddhi,5500000.0,6.0,22.0,78.0,400.0,8000.0,200.0,500.0,200.0,200.0,300.0,4000.0,0.12056473085830295,0.0,1
Lalitpur,Residential,North-East,High Access,Mahalaxmi,6,Harisiddhi,5500000.0,6.0,22.0,78.0,500.0,9000.0,100.0,5000.0,500.0,100.0,1000.0,4000.0,0.12056473085830295,0.0,1
Bhaktapur,Residential,West,High Access,Changunarayan,8,Sudal,2400000.0,3.25,20.0,25.0,6000.0,19000.0,5000.0,11000.0,2000.0,100.0,2000.0,20000.0,0.10097402012376175,0.0,0
Bhaktapur,Residential,West,High Access,Changunarayan,8,Sudal,2400000.0,4.5,20.0,27.0,6000.0,19000.0,3000.0,11000.0,1000.0,100.0,1000.0,20000.0,0.10097402012376175,0.0,0
Bhaktapur,Residential,West,Low Access,Changunarayan,9,Chyamasingha,2500000.0,4.25,20.0,26.0,1800.0,14000.0,1800.0,6300.0,500.0,500.0,2000.0,15000.0,0.10399472715212489,0.0,0
Bhaktapur,Residential,South-West,High Access,Changunarayan,8,Sudal,2300000.0,5.25,20.0,25.0,4000.0,17000.0,2000.0,8900.0,1000.0,500.0,1000.0,17000.0,0.10265857535695082,0.0,1
Bhaktapur,Residential,West,Low Access,Changunarayan,4,Duwakot,3400000.0,4.0,20.0,50.0,2000.0,15000.0,1000.0,6500.0,1000.0,100.0,1000.0,15000.0,0.10399472715212489,0.0,0
Bhaktapur,Residential,East,Low Access,Changunarayan,4,Duwakot,2600000.0,5.0,13.0,22.0,3000.0,8000.0,300.0,5000.0,300.0,150.0,200.0,6000.0,0.11494673815138318,0.0,0
Bhaktapur,Residential,South-East,High Access,Suryabinayak,8,Suryabinayak,2600000.0,4.0,20.0,36.0,3000.0,14000.0,500.0,5000.0,500.0,1700.0,1700.0,4000.0,0.12056473085830295,0.0,1
Bhaktapur,Residential,East,High Access,Madhyapur Thimi,2,Lokanthali,4500000.0,3.5,13.0,23.0,2000.0,3500.0,500.0,2000.0,500.0,300.0,600.0,3000.0,0.12489538691450888,0.0,0
Bhaktapur,Residential,South-East,High Access,Suryabinayak,9,Jagati,3800000.0,5.0,20.0,24.0,1800.0,14000.0,500.0,5000.0,1000.0,100.0,1000.0,15000.0,0.10399472715212489,0.0,1
Bhaktapur,Commercial,North,High Access,Suryabinayak,9,Jagati,3500000.0,4.0,60.0,55.0,1800.0,14000.0,500.0,5800.0,500.0,50.0,300.0,15000.0,0.10399472715212489,60.0,0
Bhaktapur,Residential,South-East,Low Access,Suryabinayak,2,Balkot,4100000.0,4.5,20.0,25.0,1000.0,6000.0,100.0,3000.0,200.0,100.0,1700.0,4000.0,0.12056473085830295,0.0,1
Bhaktapur,Commercial,South,High Access,Madhyapur Thimi,8,Radhe Radhe,6500000.0,7.0,26.0,40.0,1500.0,6000.0,300.0,150.0,200.0,200.0,500.0,5000.0,0.1174068144882187,26.0,0
Bhaktapur,Residential,South-West,Low Access,Suryabinayak,1,Sirutar,3600000.0,4.5,10.0,36.0,3000.0,10000.0,500.0,5000.0,500.0,50.0,50.0,4000.0,0.12056473085830295,0.0,1
Bhaktapur,Residential,East,Low Access,Suryabinayak,1,Sirutar,3200000.0,4.0,13.0,26.0,2000.0,10000.0,500.0,4000.0,100.0,100.0,300.0,4000.0,0.12056473085830295,0.0,0
Bhaktapur,Residential,South-West,Low Access,Suryabinayak,3,Balkot,3600000.0,3.75,13.0,41.0,2000.0,8000.0,500.0,5000.0,300.0,500.0,1700.0,4000.0,0.12056473085830295,0.0,1
Bhaktapur,Residential,North-West,High Access,Suryabinayak,8,Sipadol,2700000.0,5.25,10.0,25.0,3000.0,14000.0,1000.0,6500.0,1000.0,200.0,2000.0,12000.0,0.10646514650027929,0.0,1
Bhaktapur,Residential,North-West,High Access,Suryabinayak,8,Sipadol,2700000.0,4.0,10.0,14.0,3000.0,14000.0,1000.0,6500.0,2000.0,500.0,2000.0,15000.0,0.10399472715212489,0.0,1
Bhaktapur,Residential,North,Low Access,Changunarayan,7,Kamalbinayak,2500000.0,4.0,20.0,27.0,1900.0,14000.0,100.0,5800.0,1500.0,50.0,1000.0,15000.0,0.10399472715212489,0.0,0
Bhaktapur,Commercial,South-West,High Access,Suryabinayak,4,Mid_Zone,4400000.0,15.5,32.0,44.0,1700.0,10000.0,1000.0,5000.0,1000.0,50.0,1000.0,10000.0,0.10857244172444135,32.0,1
Bhaktapur,Residential,West,Low Access,Suryabinayak,5,Katunje,3000000.0,5.25,13.0,32.0,3000.0,12000.0,500.0,2500.0,500.0,1700.0,1700.0,4000.0,0.12056473085830295,0.0,0
Bhaktapur,Semi-commercial,South-East,Low Access,Madhyapur Thimi,1,Lokanthali,4600000.0,3.75,20.0,28.0,500.0,3000.0,500.0,2000.0,100.0,500.0,1700.0,4000.0,0.12056473085830295,0.0,1
Bhaktapur,Residential,West,High Access,Changunarayan,3,Duwakot,3000000.0,5.75,20.0,28.0,3100.0,14000.0,200.0,5400.0,100.0,50.0,200.0,15000.0,0.10399472715212489,0.0,0
Bhaktapur,Residential,East,Low Access,Bhaktapur,1,Sallaghari,4500000.0,4.5,26.0,24.0,850.0,11000.0,200.0,2600.0,500.0,50.0,200.0,11000.0,0.10746053978060788,0.0,0
Bhaktapur,Residential,North,High Access,Changunarayan,7,Kamalbinayak,3100000.0,3.5,20.0,24.0,2200.0,14000.0,500.0,6200.0,1000.0,100.0,2000.0,12000.0,0.10646514650027929,0.0,0
Bhaktapur,Residential,South-West,Low Access,Suryabinayak,4,Bode,2700000.0,5.0,13.0,36.0,1500.0,13000.0,500.0,2600.0,500.0,100.0,1700.0,4000.0,0.12056473085830295,0.0,1
Bhaktapur,Semi-commercial,South-West,High Access,Madhyapur Thimi,1,Lokanthali,6500000.0,5.5,13.0,31.0,100.0,4500.0,100.0,3000.0,200.0,50.0,1700.0,4000.0,0.12056473085830295,0.0,1
Bhaktapur,Residential,West,High Access,Bhaktapur,10,Kamalbinayak,6000000.0,50.0,20.0,24.0,100.0,14000.0,100.0,5500.0,500.0,50.0,100.0,15000.0,0.10399472715212489,0.0,0
Bhaktapur,Residential,South-West,Low Access,Changunarayan,8,Sudal,1700000.0,13.0,16.0,90.0,5300.0,18000.0,1000.0,10000.0,1000.0,1000.0,1500.0,22000.0,0.10001156947984499,0.0,1
Bhaktapur,Residential,South-East,High Access,Changunarayan,2,Duwakot,3400000.0,4.0,26.0,30.0,4500.0,11000.0,500.0,7200.0,1000.0,100.0,2000.0,17000.0,0.10265857535695082,0.0,1
Bhaktapur,Residential,North,Low Access,Changunarayan,8,Sudal,2000000.0,3.25,20.0,25.0,5500.0,19000.0,3000.0,10000.0,1000.0,200.0,1000.0,20000.0,0.10097402012376175,0.0,0
Bhaktapur,Residential,North,High Access,Suryabinayak,3,Balkot,7500000.0,7.0,16.0,58.0,850.0,5000.0,500.0,1800.0,200.0,300.0,1700.0,4000.0,0.12056473085830295,0.0,0
Bhaktapur,Residential,North-West,High Access,Suryabinayak,9,Sipadol,3500000.0,5.18,20.0,48.0,3000.0,14000.0,500.0,6500.0,500.0,500.0,1700.0,4000.0,0.12056473085830295,0.0,1
Bhaktapur,Commercial,South-West,High Access,Suryabinayak,8,Suryabinayak,3700000.0,5.0,20.0,30.0,3000.0,11000.0,500.0,3500.0,300.0,516.0,1700.0,4000.0,0.12056473085830295,20.0,1
Bhaktapur,Commercial,West,Low Access,Changunarayan,9,Chyamasingha,2500000.0,43.5,20.0,50.0,500.0,14000.0,500.0,5600.0,500.0,500.0,1000.0,20000.0,0.10097402012376175,20.0,0
Bhaktapur,Residential,South,Low Access,Changunarayan,7,Chyamasingha,2000000.0,3.0,13.0,22.0,1000.0,15000.0,1000.0,6000.0,1000.0,200.0,1000.0,20000.0,0.10097402012376175,0.0,0
Bhaktapur,Residential,North-East,Low Access,Changunarayan,3,Duwakot,2600000.0,4.5,13.0,30.0,3000.0,14000.0,3000.0,5500.0,1000.0,1000.0,2000.0,20000.0,0.10097402012376175,0.0,1
Bhaktapur,Residential,North,High Access,Suryabinayak,8,Suryabinayak,3000000.0,3.5,13.0,25.0,3000.0,12000.0,500.0,4800.0,200.0,800.0,1700.0,4000.0,0.12056473085830295,0.0,0
Bhaktapur,Residential,North,High Access,Suryabinayak,8,Suryabinayak,3000000.0,2.81,13.0,28.0,3000.0,12000.0,500.0,4800.0,200.0,800.0,1700.0,4000.0,0.12056473085830295,0.0,0
Bhaktapur,Commercial,North,High Access,Suryabinayak,5,Sallaghari,4100000.0,7.0,32.0,24.0,2200.0,9300.0,100.0,1100.0,500.0,50.0,200.0,9000.0,0.10982866664979875,32.0,0
Bhaktapur,Residential,South-East,High Access,Changunarayan,8,Sudal,2400000.0,4.25,20.0,26.0,3500.0,15000.0,3000.0,8000.0,2000.0,500.0,1000.0,22000.0,0.10001156947984499,0.0,1
Bhaktapur,Residential,West,High Access,Changunarayan,8,Sudal,2400000.0,4.5,20.0,26.0,3200.0,16000.0,3000.0,8100.0,1000.0,400.0,1000.0,20000.0,0.10097402012376175,0.0,0
Bhaktapur,Commercial,North-East,Low Access,Madhyapur Thimi,3,Gatthaghar,4500000.0,20.25,13.0,84.0,1500.0,5900.0,300.0,2200.0,500.0,50.0,500.0,4800.0,0.11797211351507844,13.0,1
Bhaktapur,Commercial,North-West,High Access,Madhyapur Thimi,2,Sanothimi,6500000.0,6.0,26.0,48.0,2000.0,4000.0,500.0,2000.0,500.0,50.0,700.0,4000.0,0.12056473085830295,26.0,1
Bhaktapur,Residential,East,High Access,Suryabinayak,3,Balkot,4300000.0,5.0,13.0,41.0,1700.0,8700.0,500.0,2000.0,700.0,1000.0,1700.0,4800.0,0.11797211351507844,0.0,0
Bhaktapur,Residential,North-East,Low Access,Suryabinayak,6,Sallaghari,3800000.0,4.5,13.0,30.0,3000.0,10000.0,500.0,3000.0,400.0,500.0,200.0,8000.0,0.1112678527400893,0.0,1
Bhaktapur,Semi-commercial,North-West,Low Access,Changunarayan,7,Kharipati,2000000.0,10.5,20.0,20.0,3000.0,15000.0,2000.0,7100.0,2000.0,400.0,2000.0,20000.0,0.10097402012376175,0.0,1
Bhaktapur,Residential,North,Low Access,Changunarayan,2,Duwakot,3200000.0,5.25,20.0,41.0,1000.0,12000.0,1000.0,3400.0,500.0,100.0,300.0,18000.0,0.10205974329664895,0.0,0
Bhaktapur,Residential,South-East,Low Access,Changunarayan,9,Chyamasingha,1800000.0,3.5,13.0,30.0,500.0,16500.0,500.0,8000.0,1000.0,500.0,1000.0,23000.0,0.09956893647983064,0.0,1
Bhaktapur,Residential,South-East,High Access,Changunarayan,2,Duwakot,3300000.0,3.5,13.0,30.0,300.0,9000.0,300.0,3000.0,50.0,100.0,100.0,7500.0,0.11207254883254941,0.0,1
Bhaktapur,Commercial,South,High Access,Madhyapur Thimi,1,Lokanthali,7200000.0,7.0,20.0,36.0,300.0,5000.0,400.0,1500.0,300.0,300.0,200.0,850.0,0.1482269361761426,20.0,0
Bhaktapur,Residential,North-East,High Access,Bhaktapur,1,Sallaghari,4200000.0,3.18,20.0,27.0,2500.0,9500.0,500.0,1000.0,500.0,1000.0,1000.0,15000.0,0.10399472715212489,0.0,1
Bhaktapur,Residential,West,High Access,Suryabinayak,5,Katunje,4000000.0,4.0,13.0,26.0,4000.0,11500.0,500.0,3000.0,3000.0,500.0,500.0,15000.0,0.10399472715212489,0.0,0
Bhaktapur,Residential,North-West,Low Access,Suryabinayak,10,Suryabinayak,2500000.0,6.0,26.0,35.0,5500.0,17000.0,4000.0,8700.0,500.0,1000.0,2000.0,23000.0,0.09956893647983064,0.0,1
Bhaktapur,Residential,South,Low Access,Changunarayan,9,Chyamasingha,1800000.0,4.75,20.0,24.0,1000.0,17000.0,1000.0,9000.0,1000.0,1000.0,2000.0,22000.0,0.10001156947984499,0.0,0
Bhaktapur,Commercial,North-East,Low Access,Suryabinayak,10,Suryabinayak,1400000.0,14.5,26.0,37.0,5000.0,17000.0,5000.0,8500.0,500.0,1000.0,2000.0,23000.0,0.09956893647983064,26.0,1
Bhaktapur,Residential,South-West,Low Access,Madhyapur Thimi,6,Radhe Radhe,4200000.0,4.0,13.0,46.0,800.0,6000.0,500.0,400.0,300.0,50.0,1700.0,5000.0,0.1174068144882187,0.0,1
Bhaktapur,Residential,South-East,High Access,Suryabinayak,1,Sirutar,3200000.0,5.25,13.0,60.0,2000.0,8000.0,500.0,5000.0,200.0,200.0,200.0,4000.0,0.12056473085830295,0.0,1
Bhaktapur,Residential,North-East,High Access,Suryabinayak,5,Katunje,3500000.0,7.0,20.0,57.0,4500.0,12000.0,1000.0,3500.0,200.0,1000.0,1000.0,19000.0,0.10149968949552304,0.0,1
Bhaktapur,Residential,South,High Access,Suryabinayak,5,Katunje,4000000.0,6.0,20.0,50.0,3000.0,10000.0,500.0,2000.0,1600.0,700.0,1000.0,10000.0,0.10857244172444135,0.0,0
Bhaktapur,Residential,North-East,High Access,Madhyapur Thimi,11,Radhe Radhe,6500000.0,4.72,20.0,37.0,500.0,8000.0,200.0,100.0,50.0,100.0,100.0,6500.0,0.11389896170227155,0.0,1
Bhaktapur,Commercial,North,High Access,Changunarayan,5,Kharipati,2000000.0,13.31,26.0,84.0,5500.0,16000.0,500.0,8000.0,1000.0,500.0,500.0,20000.0,0.10097402012376175,26.0,0
Bhaktapur,Residential,North-West,High Access,Suryabinayak,4,Dadhikot,3200000.0,4.0,26.0,26.0,2000.0,11000.0,1000.0,5000.0,1000.0,1000.0,1000.0,8000.0,0.1112678527400893,0.0,1
Bhaktapur,Residential,North-West,Low Access,Changunarayan,8,Sudal,2000000.0,3.25,13.0,27.0,3000.0,16000.0,2500.0,8000.0,3900.0,300.0,1000.0,20000.0,0.10097402012376175,0.0,1
Bhaktapur,Residential,North-West,Low Access,Changunarayan,5,Kharipati,2000000.0,3.62,20.0,27.0,3000.0,15000.0,3000.0,7000.0,1000.0,1000.0,5000.0,20000.0,0.10097402012376175,0.0,1
Bhaktapur,Residential,North-West,Low Access,Changunarayan,7,Kharipati,2700000.0,4.0,20.0,35.0,3300.0,15000.0,2000.0,7200.0,2700.0,200.0,3000.0,20000.0,0.10097402012376175,0.0,1
Bhaktapur,Residential,North-West,Low Access,Madhyapur Thimi,2,Madhyapur Thimi,3800000.0,4.5,13.0,43.0,2500.0,4500.0,400.0,2500.0,500.0,350.0,400.0,4000.0,0.12056473085830295,0.0,1
Bhaktapur,Residential,South-East,Low Access,Madhyapur Thimi,2,Madhyapur Thimi,4300000.0,3.94,13.0,31.0,2500.0,4500.0,400.0,2500.0,500.0,350.0,400.0,4000.0,0.12056473085830295,0.0,1
Bhaktapur,Residential,South-West,Low Access,Madhyapur Thimi,6,Madhyapur Thimi,5500000.0,3.75,28.0,31.0,1000.0,9000.0,200.0,500.0,300.0,500.0,500.0,6000.0,0.11494673815138318,0.0,1
Bhaktapur,Residential,East,High Access,Madhyapur Thimi,6,Madhyapur Thimi,5500000.0,4.06,36.0,24.0,1000.0,9000.0,200.0,500.0,300.0,500.0,500.0,6000.0,0.11494673815138318,0.0,0
Bhaktapur,Residential,West,Low Access,Bhaktapur,2,Sudal,1300000.0,24.0,20.0,32.0,1500.0,15000.0,1500.0,8000.0,1500.0,1500.0,1500.0,13800.0,0.10490431521204421,0.0,0
Bhaktapur,Residential,South-East,Low Access,Bhaktapur,4,Sallaghari,4500000.0,24.0,20.0,64.0,1000.0,10000.0,200.0,2500.0,200.0,50.0,500.0,7000.0,0.11294574819586044,0.0,1
Bhaktapur,Residential,North-West,High Access,Suryabinayak,9,Sipadol,1400000.0,14.0,16.0,50.0,4000.0,15000.0,800.0,7000.0,1000.0,2000.0,1500.0,12000.0,0.10646514650027929,0.0,1
Bhaktapur,Residential,North-East,Low Access,Suryabinayak,9,Sipadol,1700000.0,4.75,20.0,38.0,2000.0,14000.0,8000.0,7000.0,2000.0,2000.0,2000.0,12000.0,0.10646514650027929,0.0,1
Bhaktapur,Residential,West,Low Access,Suryabinayak,9,Sipadol,2800000.0,4.0,16.0,34.0,2000.0,12000.0,850.0,6000.0,850.0,850.0,850.0,10000.0,0.10857244172444135,0.0,0
Bhaktapur,Residential,North,High Access,Changunarayan,8,Chyamasingha,2600000.0,4.0,13.0,27.0,2400.0,15000.0,2000.0,7400.0,2000.0,200.0,1000.0,20000.0,0.10097402012376175,0.0,0
Bhaktapur,Residential,South,Low Access,Madhyapur Thimi,3,Radhe Radhe,3700000.0,3.0,20.0,34.0,1000.0,9000.0,300.0,500.0,300.0,300.0,500.0,7500.0,0.11207254883254941,0.0,0
Bhaktapur,Residential,South,Low Access,Madhyapur Thimi,3,Radhe Radhe,3700000.0,3.0,20.0,30.0,1000.0,9000.0,300.0,500.0,300.0,300.0,500.0,7500.0,0.11207254883254941,0.0,0
Bhaktapur,Residential,West,Low Access,Madhyapur Thimi,3,Radhe Radhe,3800000.0,4.93,20.0,32.0,1000.0,9000.0,300.0,500.0,300.0,300.0,500.0,7500.0,0.11207254883254941,0.0,0
Bhaktapur,Residential,South-East,Low Access,Madhyapur Thimi,3,Radhe Radhe,3800000.0,7.25,20.0,35.0,1000.0,9000.0,300.0,500.0,300.0,300.0,500.0,6000.0,0.11494673815138318,0.0,1
Bhaktapur,Residential,East,Low Access,Unknown,8,Duwakot,2500000.0,3.0,8.0,30.0,2000.0,12000.0,300.0,4000.0,300.0,300.0,300.0,11000.0,0.10746053978060788,0.0,0
Bhaktapur,Residential,South-West,Low Access,Suryabinayak,4,Katunje,3500000.0,5.0,13.0,32.0,2000.0,10000.0,1000.0,3000.0,1000.0,1000.0,1000.0,9000.0,0.10982866664979875,0.0,1
Bhaktapur,Residential,South,Low Access,Changunarayan,1,Radhe Radhe,3900000.0,5.0,30.0,50.0,1500.0,10000.0,300.0,2000.0,1000.0,500.0,1500.0,7500.0,0.11207254883254941,0.0,0
Bhaktapur,Residential,South,High Access,Suryabinayak,4,Katunje,4100000.0,5.0,13.0,40.0,1000.0,8000.0,100.0,1300.0,100.0,500.0,400.0,7000.0,0.11294574819586044,0.0,0
Bhaktapur,Residential,South,Low Access,Madhyapur Thimi,9,Radhe Radhe,3200000.0,3.81,13.0,32.0,1000.0,9000.0,200.0,500.0,300.0,500.0,500.0,6000.0,0.11494673815138318,0.0,0
Bhaktapur,Residential,East,Low Access,Suryabinayak,5,Suryabinayak,3500000.0,4.0,13.0,23.0,800.0,11000.0,300.0,3000.0,200.0,200.0,300.0,8000.0,0.1112678527400893,0.0,0
Bhaktapur,Residential,East,Low Access,Bhaktapur,3,Duwakot,4000000.0,4.0,20.0,32.0,1000.0,11000.0,1000.0,4000.0,1000.0,1000.0,1000.0,8500.0,0.11052240635894325,0.0,0
Bhaktapur,Commercial,North-West,High Access,Suryabinayak,3,Suryabinayak,5300000.0,4.93,36.0,30.0,2000.0,8400.0,300.0,3500.0,1000.0,400.0,2000.0,6000.0,0.11494673815138318,36.0,1
Bhaktapur,Residential,East,Low Access,Changunarayan,3,Duwakot,2300000.0,28.0,20.0,40.0,2800.0,14000.0,1000.0,5400.0,500.0,800.0,900.0,13000.0,0.10556561386209319,0.0,0
Bhaktapur,Residential,North,Low Access,Suryabinayak,8,Sipadol,1000000.0,4.0,20.0,42.0,5000.0,15000.0,1400.0,4000.0,1400.0,200.0,2500.0,12000.0,0.10646514650027929,0.0,0
Bhaktapur,Residential,North-East,Low Access,Suryabinayak,8,Sipadol,1000000.0,4.0,20.0,42.0,5000.0,15000.0,1400.0,4000.0,1400.0,200.0,2500.0,12000.0,0.10646514650027929,0.0,1
Bhaktapur,Residential,South,Low Access,Suryabinayak,8,Sipadol,2300000.0,3.68,13.0,46.0,3000.0,14000.0,300.0,9000.0,800.0,200.0,2000.0,11000.0,0.10746053978060788,0.0,0
Bhaktapur,Residential,South-East,Low Access,Suryabinayak,8,Sipadol,2000000.0,4.37,20.0,43.0,3000.0,14000.0,300.0,9000.0,800.0,200.0,2000.0,11000.0,0.10746053978060788,0.0,1
Bhaktapur,Residential,North,Low Access,Changunarayan,8,Sudal,2200000.0,3.5,20.0,30.0,4500.0,17000.0,2000.0,9500.0,300.0,300.0,1000.0,22000.0,0.10001156947984499,0.0,0
Bhaktapur,Commercial,East,Low Access,Changunarayan,2,Duwakot,1800000.0,11.0,13.0,30.0,1000.0,12000.0,1000.0,3400.0,1000.0,100.0,100.0,16000.0,0.1033014471112888,13.0,0
Bhaktapur,Residential,South,Low Access,Suryabinayak,3,Balkot,2800000.0,3.5,16.0,30.0,3000.0,9000.0,300.0,4000.0,300.0,300.0,200.0,7000.0,0.11294574819586044,0.0,0
Bhaktapur,Residential,South-East,Low Access,Suryabinayak,4,Sirutar,3100000.0,3.5,13.0,21.0,3000.0,12000.0,300.0,4000.0,400.0,300.0,500.0,8000.0,0.1112678527400893,0.0,1
Bhaktapur,Semi-commercial,West,High Access,Changunarayan,8,Sudal,2200000.0,4.12,20.0,18.0,6000.0,19000.0,3000.0,11000.0,2000.0,50.0,2000.0,21000.0,0.10047903041528129,0.0,0
Bhaktapur,Residential,South,High Access,Suryabinayak,4,Mid_Zone,4000000.0,7.5,18.0,21.0,2000.0,10000.0,200.0,3500.0,200.0,200.0,300.0,6000.0,0.11494673815138318,0.0,0
Bhaktapur,Residential,South,Low Access,Suryabinayak,6,Balkot,3000000.0,23.0,20.0,100.0,2000.0,7000.0,300.0,4000.0,300.0,100.0,300.0,5000.0,0.1174068144882187,0.0,0
Bhaktapur,Residential,South,Low Access,Suryabinayak,6,Balkot,3400000.0,3.25,20.0,28.0,2000.0,7000.0,300.0,4000.0,300.0,200.0,300.0,5000.0,0.1174068144882187,0.0,0
Bhaktapur,Residential,South,Low Access,Suryabinayak,6,Balkot,3400000.0,3.5,20.0,25.0,2000.0,7000.0,300.0,4000.0,300.0,100.0,300.0,5000.0,0.1174068144882187,0.0,0
Bhaktapur,Residential,South-West,High Access,Suryabinayak,6,Balkot,3400000.0,5.0,16.0,60.0,2000.0,7000.0,300.0,4000.0,300.0,200.0,300.0,5000.0,0.1174068144882187,0.0,1
Bhaktapur,Residential,North-East,Low Access,Suryabinayak,8,Sipadol,2400000.0,3.81,13.0,37.0,3000.0,14000.0,300.0,9000.0,800.0,200.0,2000.0,11000.0,0.10746053978060788,0.0,1
Bhaktapur,Residential,South,Low Access,Changunarayan,8,Sudal,1800000.0,3.5,13.0,24.0,4000.0,16000.0,3000.0,8000.0,1000.0,200.0,4000.0,19000.0,0.10149968949552304,0.0,0
Bhaktapur,Residential,South-West,Low Access,Suryabinayak,5,Katunje,3600000.0,3.25,16.0,27.0,2000.0,10000.0,1000.0,3000.0,1000.0,1000.0,1000.0,9000.0,0.10982866664979875,0.0,1
Bhaktapur,Residential,North-East,High Access,Suryabinayak,8,Suryabinayak,3500000.0,3.0,13.0,25.0,1000.0,12000.0,200.0,4800.0,200.0,1000.0,1000.0,10000.0,0.10857244172444135,0.0,1
Bhaktapur,Residential,South,Low Access,Suryabinayak,5,Katunje,2500000.0,24.87,13.0,36.0,3000.0,11000.0,500.0,4000.0,500.0,300.0,500.0,8500.0,0.11052240635894325,0.0,0
Bhaktapur,Semi-commercial,South,High Access,Suryabinayak,8,Sipadol,3000000.0,1.0,20.0,82.0,2500.0,14000.0,1500.0,6000.0,1500.0,50.0,1500.0,11000.0,0.10746053978060788,0.0,0
Bhaktapur,Residential,South-West,Low Access,Suryabinayak,5,Katunje,3400000.0,3.5,16.0,24.0,2000.0,10000.0,1000.0,3000.0,1000.0,1000.0,1000.0,9000.0,0.10982866664979875,0.0,1
Bhaktapur,Residential,North,Low Access,Madhyapur Thimi,9,Bode,4000000.0,5.31,20.0,25.0,2500.0,4500.0,400.0,2500.0,500.0,350.0,400.0,4000.0,0.12056473085830295,0.0,0
Bhaktapur,Semi-commercial,North,High Access,Changunarayan,7,Kamalbinayak,2500000.0,4.37,32.0,27.0,2300.0,15000.0,1000.0,6400.0,2000.0,50.0,3000.0,19000.0,0.10149968949552304,0.0,0
Bhaktapur,Residential,South-West,High Access,Changunarayan,5,Kharipati,2900000.0,5.0,20.0,32.0,3900.0,16000.0,3000.0,8000.0,1400.0,50.0,1600.0,20000.0,0.10097402012376175,0.0,1
Bhaktapur,Semi-commercial,North,Low Access,Bhaktapur,8,Jagati,3500000.0,4.5,13.0,34.0,1000.0,12000.0,200.0,4300.0,500.0,50.0,200.0,16000.0,0.1033014471112888,0.0,0
Bhaktapur,Residential,North-West,Low Access,Changunarayan,5,Kharipati,2200000.0,4.0,8.0,30.0,5000.0,17000.0,4700.0,9100.0,100.0,100.0,200.0,20000.0,0.10097402012376175,0.0,1
Bhaktapur,Residential,South-West,High Access,Changunarayan,9,Changunarayan,1700000.0,4.43,13.0,26.0,100.0,16000.0,100.0,8000.0,1000.0,200.0,2000.0,20000.0,0.10097402012376175,0.0,1
Bhaktapur,Residential,East,Low Access,Changunarayan,9,Chyamasingha,2100000.0,4.5,13.0,49.0,2000.0,15000.0,2000.0,7000.0,2000.0,200.0,1000.0,19000.0,0.10149968949552304,0.0,0
Bhaktapur,Residential,East,High Access,Changunarayan,9,Changunarayan,1800000.0,5.0,20.0,26.0,200.0,17000.0,500.0,9000.0,1000.0,200.0,500.0,22000.0,0.10001156947984499,0.0,0
Bhaktapur,Residential,South-West,Low Access,Suryabinayak,3,Balkot,3000000.0,5.0,14.0,52.0,300.0,6000.0,300.0,2000.0,300.0,100.0,300.0,3800.0,0.12131476866724165,0.0,1
Bhaktapur,Residential,North-East,Low Access,Suryabinayak,8,Suryabinayak,3500000.0,4.5,22.0,44.0,1000.0,12000.0,200.0,4800.0,200.0,1000.0,1000.0,9500.0,0.10918040921277318,0.0,1
Bhaktapur,Residential,South,Low Access,Suryabinayak,10,Suryabinayak,3700000.0,3.0,18.0,26.0,1000.0,17000.0,1500.0,9000.0,3000.0,1000.0,1000.0,18000.0,0.10205974329664895,0.0,0
